config_id,config_idx,period,pnl_usd,max_drawdown,sharpe,win_rate,profit_factor,trades,nochop_ema,nochop_lookback,nochop_min_closes
fc5d18aaa492,23,2021-2022,-18.35800000001018,-0.15969134975247057,0.04770087583995528,33.87533875338754,1.0125228242336621,369,10,30,20
fc5d18aaa492,23,2023-2025,1945.1024999999909,-0.17373403050790592,1.779266686079415,34.89051094890511,1.4590530959177337,685,10,30,20
fc5d18aaa492,23,2026,559.4224999999951,-0.2396954100968527,5.398613792282565,34.146341463414636,2.5935055314561772,40,10,30,20
5990762fa26d,24,2021-2022,13.482500000005075,-0.1510203319652863,0.13050060932454424,34.68208092485549,1.013602084899235,346,10,30,21
5990762fa26d,24,2023-2025,1685.0180000000096,-0.18635118831553932,1.6885493326401675,35.229067930489734,1.4662740793830684,633,10,30,21
5990762fa26d,24,2026,678.4334999999992,-0.1789795536424459,6.295147592629369,44.11764705882353,2.483995264947298,33,10,30,21
17738de1fec5,25,2021-2022,-74.91650000000186,-0.11536888702344839,-0.26286045434247146,35.39823008849557,0.9463206630228085,226,10,30,25
17738de1fec5,25,2023-2025,604.3144999999884,-0.21011786650495845,0.8917806224313154,34.54106280193236,1.2297735490854558,414,10,30,25
17738de1fec5,25,2026,830.3890000000029,-0.14451127903990868,7.173740026416611,61.111111111111114,11.973793858982894,17,10,30,25
193b611f437f,26,2021-2022,-9.043500000001814,-0.04643670806599376,-0.1656147557959374,29.411764705882355,0.7458458027035663,34,10,30,30
193b611f437f,26,2023-2025,-54.3869999999979,-0.12881473613203231,-0.2213861949067825,23.076923076923077,0.8294677460986372,65,10,30,30
193b611f437f,26,2026,-18.764000000001033,-0.11523129851298175,-0.2490495073637936,40.0,0.44463014396533235,5,10,30,30
266169bbd0fe,27,2021-2022,169.73100000000204,-0.1817078273760908,0.472674389154158,36.907216494845365,1.0906411571737327,484,10,40,6
266169bbd0fe,27,2023-2025,3470.958499999988,-0.21570284570043907,2.346135373905979,40.54696789536266,1.5283376519913765,841,10,40,6
266169bbd0fe,27,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,10,40,6
6e66499b42a5,28,2021-2022,169.73100000000204,-0.1817078273760908,0.472674389154158,36.907216494845365,1.0906411571737327,484,10,40,8
6e66499b42a5,28,2023-2025,3470.958499999988,-0.21570284570043907,2.346135373905979,40.54696789536266,1.5283376519913765,841,10,40,8
6e66499b42a5,28,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,10,40,8
9cac651e7f6e,29,2021-2022,169.73100000000204,-0.1817078273760908,0.472674389154158,36.907216494845365,1.0906411571737327,484,10,40,10
9cac651e7f6e,29,2023-2025,3469.6754999999876,-0.21590562079673903,2.344289212367465,40.45077105575326,1.527375494341464,843,10,40,10
9cac651e7f6e,29,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,10,40,10
d96881b354d5,30,2021-2022,154.41650000000254,-0.1939141662714663,0.44212482770277983,36.70103092783505,1.0858093271124554,484,10,40,12
d96881b354d5,30,2023-2025,3452.7564999999895,-0.21676738925625316,2.327132039265163,40.54696789536266,1.5277324893401678,841,10,40,12
d96881b354d5,30,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,10,40,12
0f4946a15c23,31,2021-2022,145.90150000000244,-0.19704596598370694,0.4251296893132334,36.570247933884296,1.0771577785208857,483,10,40,14
0f4946a15c23,31,2023-2025,3446.8499999999885,-0.2142134165389633,2.3406484839143444,40.64362336114422,1.52443222062032,839,10,40,14
0f4946a15c23,31,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,10,40,14
4d67eb44fb38,32,2021-2022,178.8210000000022,-0.20205883511203881,0.49392589467624176,36.666666666666664,1.0880296242464138,479,10,40,16
4d67eb44fb38,32,2023-2025,3429.116999999982,-0.21404948977710192,2.3603714783341743,40.78947368421053,1.5391605732561897,836,10,40,16
4d67eb44fb38,32,2026,1089.8100000000031,-0.2278363549227731,6.3760556878672645,45.45454545454545,2.535367333763904,43,10,40,16
15cef267b6eb,33,2021-2022,121.09850000000506,-0.19600097543253714,0.3739607201277757,36.228813559322035,1.0582579109170147,471,10,40,18
15cef267b6eb,33,2023-2025,3479.6909999999925,-0.2110147168669595,2.4177549521343122,41.18357487922705,1.5531509972628603,828,10,40,18
15cef267b6eb,33,2026,1331.480000000005,-0.14146622562650657,7.408145493277208,46.51162790697674,3.0737434998930198,42,10,40,18
4717af3f001e,34,2021-2022,240.55499999999915,-0.15753245804507288,0.6334025023707951,37.276785714285715,1.1222934075336903,447,10,40,20
4717af3f001e,34,2023-2025,3433.3294999999953,-0.21267360455978734,2.4242840045703464,39.975247524752476,1.560720325238685,808,10,40,20
4717af3f001e,34,2026,1303.3610000000062,-0.1384448374845635,7.490025501612501,48.888888888888886,3.097497616872385,44,10,40,20
a4ed038ccb1e,35,2021-2022,326.19649999999547,-0.1287658782373382,0.8892810226860038,37.21518987341772,1.1938268100121772,394,10,40,24
a4ed038ccb1e,35,2023-2025,2872.0529999999985,-0.19210854068765015,2.3554925053832005,39.858156028368796,1.6005296546638663,705,10,40,24
a4ed038ccb1e,35,2026,886.1344999999937,-0.1111402236466591,7.1240227700926315,42.5,4.010876745842447,39,10,40,24
289e5bca9779,36,2021-2022,330.6365000000028,-0.13967748233720778,0.9464289044516377,37.628865979381445,1.2373664174178567,387,10,40,25
289e5bca9779,36,2023-2025,2506.8735000000033,-0.18223573977399032,2.2027759295105023,39.2128279883382,1.5745552971636563,686,10,40,25
289e5bca9779,36,2026,794.439499999994,-0.10543208721284048,6.523759458919251,37.5,3.2611991686092816,39,10,40,25
5608eb063598,37,2021-2022,261.9184999999966,-0.12548445365062866,0.9388309069697747,35.17915309446254,1.304234175934417,307,10,40,28
5608eb063598,37,2023-2025,1169.494499999998,-0.19589075660745758,1.3174318591246583,36.63194444444444,1.3226645259446217,576,10,40,28
5608eb063598,37,2026,967.5559999999996,-0.13279738949031505,7.03015195840686,42.857142857142854,4.624291691735647,34,10,40,28
b79b0b20aa04,38,2021-2022,154.60550000000012,-0.1333325318830093,0.6715485309853568,32.45614035087719,1.2437206811560269,228,10,40,30
b79b0b20aa04,38,2023-2025,389.4940000000081,-0.2586961053232616,0.5798002231917918,34.59915611814346,1.2236237043854425,474,10,40,30
b79b0b20aa04,38,2026,709.551999999996,-0.15284429202564176,5.728928229130132,48.0,4.011930857541241,24,10,40,30
2e0325cf2f05,39,2021-2022,193.44700000000375,-0.1650643884635976,0.5221840494709864,37.34177215189873,1.1034327811504563,473,15,15,6
2e0325cf2f05,39,2023-2025,3445.3659999999873,-0.21530236642566358,2.3569221216756455,40.67388688327316,1.5353875095546645,831,15,15,6
2e0325cf2f05,39,2026,823.3070000000016,-0.2331791005383086,5.197429075057725,45.45454545454545,2.1590283466635185,43,15,15,6
14d2668dd995,40,2021-2022,199.72450000000572,-0.13784740686836994,0.5411970678710261,38.169642857142854,1.1189225102889573,447,15,15,8
14d2668dd995,40,2023-2025,3509.473500000001,-0.2086006588078706,2.459069664288406,40.82914572864322,1.5750056534558188,796,15,15,8
14d2668dd995,40,2026,1128.3874999999925,-0.23350336100450297,6.742048850992504,43.18181818181818,2.8803902045262575,43,15,15,8
01f20b9d6450,41,2021-2022,228.84100000000035,-0.152604735558598,0.620671108353222,37.33031674208145,1.1286002321727386,441,15,15,9
01f20b9d6450,41,2023-2025,3478.0480000000043,-0.22463646764716305,2.5154865783781313,39.922480620155035,1.60268434104974,774,15,15,9
01f20b9d6450,41,2026,1396.6524999999983,-0.17250556751573287,7.884948315646197,42.857142857142854,3.298291149661864,41,15,15,9
5208d39b8bf5,42,2021-2022,200.03750000000082,-0.12880399346758442,0.576308101343146,38.82352941176471,1.1014052203904003,424,15,15,10
5208d39b8bf5,42,2023-2025,2993.590500000002,-0.17390149990295045,2.367847437282881,38.670284938941656,1.5873264686480857,737,15,15,10
5208d39b8bf5,42,2026,1332.9749999999995,-0.2000973680956607,7.738830747384399,43.90243902439025,3.0620765030981603,40,15,15,10
7b8839ac7da9,43,2021-2022,52.118000000005395,-0.15397642063656736,0.2348866402589753,37.72609819121447,1.0502094918212432,386,15,15,12
7b8839ac7da9,43,2023-2025,1733.6370000000256,-0.20015952476094878,1.7466603160089162,36.115107913669064,1.4489792510238944,695,15,15,12
7b8839ac7da9,43,2026,689.3934999999956,-0.19041079867122424,6.141174466404034,45.714285714285715,3.1649865486213096,34,15,15,12
35bc9707856f,44,2021-2022,-95.35299999999575,-0.19495395380709568,-0.21480590388354617,34.036144578313255,0.9393285990221703,332,15,15,14
35bc9707856f,44,2023-2025,399.6329999999748,-0.2474876122498505,0.5994094471869277,33.99668325041459,1.155596241532415,603,15,15,14
35bc9707856f,44,2026,382.2620000000179,-0.12980281372284241,3.7176042480385987,41.935483870967744,2.5225720421923543,30,15,15,14
3a5dfb0af346,45,2021-2022,173.86700000000383,-0.17779658787673946,0.4795865792290697,37.10691823899371,1.096332575619788,476,15,20,6
3a5dfb0af346,45,2023-2025,3355.9294999999856,-0.21497701641815825,2.299220469371484,40.23952095808383,1.5155581647584075,835,15,20,6
3a5dfb0af346,45,2026,813.5870000000014,-0.23418206888860982,5.1248592697016635,45.45454545454545,2.127717008241633,43,15,20,6
58ca09ef71a0,46,2021-2022,212.96050000000582,-0.13878737102415228,0.5591690562925443,37.85557986870897,1.1134969686611418,456,15,20,8
58ca09ef71a0,46,2023-2025,3400.4779999999946,-0.21526480478620946,2.3498611244801233,40.3680981595092,1.5436040767214567,815,15,20,8
58ca09ef71a0,46,2026,1022.4960000000028,-0.24295279858926622,6.069209351939159,47.72727272727273,2.4214909883182623,43,15,20,8
13430b306c6c,47,2021-2022,238.34800000000178,-0.1327170842167309,0.6321425029492656,37.27272727272727,1.1129617341595315,439,15,20,10
13430b306c6c,47,2023-2025,3307.9459999999945,-0.22369901841092876,2.3832649153595478,40.153452685421996,1.5613328312933539,782,15,20,10
13430b306c6c,47,2026,1189.3490000000038,-0.16434454273669385,7.063832834646049,41.30434782608695,2.645133282116363,45,15,20,10
762d85bec57a,48,2021-2022,158.08300000000258,-0.16520328027633113,0.462622737770912,37.38095238095238,1.095762708978399,419,15,20,12
762d85bec57a,48,2023-2025,3286.0450000000046,-0.16208383074678379,2.588554669620856,39.43472409152086,1.659469827345595,743,15,20,12
762d85bec57a,48,2026,1288.1559999999918,-0.21536471248772293,7.696967027177585,37.2093023255814,3.2462666177355093,42,15,20,12
2c03dae3c21a,49,2021-2022,-9.906000000005179,-0.20115023259460862,0.08150696984300088,36.5,0.9929323459603052,399,15,20,14
2c03dae3c21a,49,2023-2025,2605.1015000000107,-0.19014534187631227,2.229498511515874,37.610619469026545,1.5876744595038512,678,15,20,14
2c03dae3c21a,49,2026,753.8385000000053,-0.19813315865812242,6.3793834126175435,38.88888888888889,2.7495318559367203,35,15,20,14
1308e5d9220a,50,2021-2022,33.01549999999452,-0.18240951914695935,0.18588723249531175,38.04034582132565,1.065952736818947,346,15,20,16
1308e5d9220a,50,2023-2025,1504.6919999999923,-0.24749514803079853,1.5195899178988355,37.39837398373984,1.3954616174333783,615,15,20,16
1308e5d9220a,50,2026,588.9020000000046,-0.09764749918121052,5.827210447748604,51.35135135135135,2.982438754839094,36,15,20,16
716a1663ad09,51,2021-2022,-384.24800000000187,-0.3880950464430145,-1.2074100492855853,35.333333333333336,0.7248173482126825,300,15,20,18
716a1663ad09,51,2023-2025,541.4495000000109,-0.1970169110430986,0.7801863022958885,35.37284894837477,1.2258957780015893,523,15,20,18
716a1663ad09,51,2026,491.81900000001133,-0.1120653541394625,4.934694291569157,50.0,3.5894572933057196,27,15,20,18
