period,pnl_percent,maxdd_percent,sharpe,scored
2020-2022,69.35239999999104,-13.962208539535526,0.9588207647687561,True
2023-2025,360.44364999999175,-16.269308898878286,2.0678301476084995,True
2026,91.2746999999998,-28.195875127635304,3.731174956875652,False
TOTAL,429.79604999998276,-16.269308898878286,1.5133254561886278,True
