variant,ok,sum_pnl,worst_maxdd,avg_sharpe
canon_current,True,405.22009999998465,-17.202392444338464,1.4012708669450662
june_flat_in_time_filter,True,417.70414999998593,-16.327555164761787,1.4737984824007575
