iter,score,final_equity,cagr,vol,sharpe,max_drawdown,logic,w1,a1,flb1,mf1,w2,a2,flb2,mf2
694,25.800828505251864,1.9485912592569252,0.2721088348175016,0.08956254395627006,2.7320080070010504,-0.05552117959997638,and,100,0.1,75,8,150,0.1,50,4
7,25.72986175298087,1.9441518636373607,0.2710624741182328,0.08944612778234128,2.7262477940374885,-0.054790191117223164,and,200,0.15,25,1,200,0.1,75,4
318,25.688824784723476,1.9660925541514216,0.27621909070418926,0.08847762219474581,2.8008754973140104,-0.06667044068704908,and,50,0.05,75,6,100,0.05,100,2
83,25.675185528738048,1.9616859271758205,0.27518638522507777,0.08778611643779889,2.8130230925347295,-0.06499929080074185,and,150,0.15,50,4,75,0.05,100,2
151,25.664832158867092,1.9430802204963202,0.27080966020853525,0.08958805092167343,2.7198502360247727,-0.05552117959997638,and,150,0.25,25,0,150,0.1,50,8
433,25.664832158867092,1.9430802204963202,0.27080966020853525,0.08958805092167343,2.7198502360247727,-0.05552117959997638,and,100,0.25,75,6,150,0.1,50,6
26,25.609214652583887,1.940815906611871,0.2702751872099196,0.08957593500706745,2.7155098231814914,-0.05552117959997638,and,75,0.15,25,6,150,0.1,50,8
426,25.47730164074617,1.9344345306358846,0.268766767096116,0.0878573511224857,2.7533678222672844,-0.055521179599981485,and,200,0.15,25,2,150,0.1,75,1
217,25.398531139019106,1.9316305238411504,0.2681029542196589,0.08848363099896746,2.728589394104342,-0.05552117959997904,and,100,0.2,25,0,150,0.1,100,8
162,25.326374186055375,1.9251596050505713,0.2665686921764985,0.08716627092126435,2.7546119324222547,-0.05415601995611208,and,150,0.2,75,6,200,0.15,100,4
193,25.30551453741953,1.9214258234762347,0.2656819081437023,0.08580670726797653,2.7887237121663175,-0.05314076266067713,and,50,0.2,50,8,200,0.15,75,0
430,25.29820727343702,1.9179000656094831,0.26484351859642863,0.08861559778168085,2.6956167012919243,-0.05067905873703615,and,50,0.05,50,4,75,0.1,25,8
638,25.245217531924755,1.9211730596001992,0.26562183619041657,0.08724510485975219,2.743629279097987,-0.05377561453331792,and,50,0.25,25,8,200,0.1,100,0
340,25.156856532864467,1.9177163478884969,0.26479980538544434,0.0861662844640982,2.7693539842507655,-0.05415601995610697,and,75,0.05,100,4,200,0.15,75,1
11,25.02868339431408,1.9052667027182029,0.2618313172656723,0.08562073193028316,2.7590092091973686,-0.05067905873703671,and,75,0.25,25,1,50,0.1,25,2
240,25.023718142966374,1.9154201890577425,0.2642532386992609,0.0891137008437857,2.6758076578035532,-0.054790191117229825,and,200,0.1,25,1,200,0.1,100,2
142,24.925046959802216,1.9001197187353844,0.2606004499280612,0.08731378095407977,2.6960108654114823,-0.04966006931419287,and,50,0.25,75,1,75,0.1,25,1
14,24.920978600630768,1.928966309614085,0.26747166454512805,0.08853624284004674,2.7213971758071334,-0.06373772883571205,and,200,0.15,100,2,75,0.05,75,2
610,24.80475491093754,1.9300937667074987,0.26773888522533307,0.0896695581955755,2.690479221741238,-0.06628746444932765,and,25,0.2,25,6,25,0.05,50,8
581,24.68034196627274,1.9011114832656635,0.2608377895068432,0.08819289420500451,2.6721451428989837,-0.0547901911172215,and,150,0.15,100,1,200,0.1,75,1
473,24.68034196627274,1.9011114832656635,0.2608377895068432,0.08819289420500451,2.6721451428989837,-0.0547901911172215,and,150,0.1,25,4,200,0.1,75,1
343,24.659507800369173,1.8966592043573378,0.25977169206770734,0.08773670898994032,2.675939491904989,-0.05311262304708109,and,25,0.1,25,0,200,0.05,75,0
399,24.625176090539213,1.9213820944765438,0.26567151585535687,0.0858457985260862,2.78739742399884,-0.06671348413991784,and,50,0.15,100,4,100,0.05,100,0
589,24.602740804769667,1.922339593400099,0.2658990329010884,0.09014092100800669,2.6607686664558625,-0.06635093637134215,and,150,0.15,75,0,25,0.05,25,8
43,24.558064941940195,1.88855429757701,0.2578268594120816,0.08659999190083992,2.692080662422311,-0.051413226609582474,and,200,0.1,50,2,50,0.1,25,6
110,24.299004841151085,1.878198519553167,0.2553341341759441,0.08648841591565541,2.672505508071591,-0.051413226609582474,and,75,0.15,100,2,50,0.1,25,8
652,24.230752163134724,1.9067839315168094,0.262193746846926,0.08923239018124883,2.6540961369724725,-0.06631341180088213,and,25,0.2,75,8,150,0.1,25,2
573,24.216775501275965,1.9031925068465698,0.26133554297304284,0.09002921344845925,2.623844188469046,-0.06457401780525684,and,100,0.1,75,4,25,0.05,25,6
662,24.215413864636304,1.8774994339430038,0.2551655419997614,0.08798520749953348,2.626999337141418,-0.05229280007821091,and,75,0.25,25,2,100,0.1,50,4
350,24.155563871369576,1.872701165485482,0.2540073025158327,0.08727034634261767,2.63722152212075,-0.0512755428254813,and,50,0.2,25,8,100,0.1,25,0
0,23.99722330497219,1.890672000868152,0.2583355321436467,0.08742837742639104,2.6720215229396853,-0.06344681341724645,and,25,0.2,75,0,200,0.1,50,1
395,23.967279938190597,1.8640201357819728,0.2519069849547999,0.08716510745116281,2.621068759124988,-0.05067905873703782,and,200,0.15,25,6,75,0.1,100,4
681,23.967279938190597,1.8640201357819728,0.2519069849547999,0.08716510745116281,2.621068759124988,-0.05067905873703782,and,200,0.2,25,2,75,0.1,100,4
235,23.929828724279574,1.857817488975256,0.2504024629888115,0.08301240672665768,2.7334445078791973,-0.0495427965708235,and,50,0.2,25,4,50,0.15,25,1
171,23.8935636686656,1.8938752139764916,0.2591042529291332,0.0854522839733158,2.738960083934821,-0.06772683332430263,and,25,0.25,25,2,100,0.05,100,0
419,23.85008953343766,1.8598105170937183,0.250886244080863,0.08789197081574439,2.5908361244061333,-0.050679058737034155,and,150,0.2,50,0,75,0.1,75,6
682,23.849307327185784,1.8936315250781066,0.2590458006467342,0.08663770108129647,2.702126055359331,-0.06812671530334602,and,75,0.1,50,1,100,0.05,75,0
190,23.812169559330638,1.8532193349225474,0.24928505517033916,0.08304597103305499,2.7216077416756503,-0.049542796570822056,and,150,0.15,75,8,50,0.15,25,1
485,23.807107771495957,1.8919547110061983,0.2586434622733875,0.08664574284217591,2.69819461864901,-0.06812671530334602,and,25,0.05,100,6,100,0.05,75,0
649,23.788898970009157,1.891245245323088,0.2584731629285353,0.08667217837993488,2.6958368846458645,-0.06812671530334602,and,200,0.15,50,0,100,0.05,75,0
424,23.615924264557492,1.853892369205208,0.2494487213868346,0.08811739960923431,2.5713842595691534,-0.05229280007821091,and,25,0.05,25,8,100,0.1,75,6
496,23.598006974640764,1.843097330344752,0.24681902417700408,0.08389619653789443,2.6713208340861714,-0.04839111720205458,and,50,0.2,25,1,50,0.05,25,0
534,23.5585934435388,1.8712761055641136,0.25366294631681385,0.0886359628585657,2.5948453392240434,-0.062102477155092095,and,200,0.1,50,2,25,0.05,25,4
265,23.544251204408635,1.8509266672796458,0.24872724662457713,0.08785124600735622,2.572333091723286,-0.05229280007821446,and,75,0.05,75,8,100,0.1,75,4
413,23.53088494658063,1.8492558016827323,0.2483204449089742,0.08583359649674575,2.6269609191883916,-0.05229280007821968,and,150,0.25,100,8,150,0.15,75,2
45,23.508941305203653,1.8396059171927397,0.24596640113356183,0.08387840653236762,2.6637141039003596,-0.048391117202054246,and,75,0.25,50,1,50,0.05,25,0
346,23.489512862319117,1.8487697419465667,0.24820206097573427,0.08783888972201298,2.567893537312828,-0.05229280007821446,and,75,0.15,25,0,100,0.1,75,4
461,23.402290622493048,1.8422280737125025,0.246606843330883,0.08584006284876303,2.610766861357584,-0.05127554282548086,and,50,0.2,25,8,150,0.15,75,4
634,23.387520233888566,1.8443039668167656,0.24711345161874054,0.08700528891093345,2.5816301518508356,-0.05229280007821813,and,75,0.2,100,1,150,0.15,25,1
367,23.183877511465823,1.8363583707628715,0.2451724026966413,0.08704650817794984,2.5625544914251925,-0.05229280007821813,and,25,0.05,50,4,150,0.15,50,4
328,23.142757719849023,1.8342152364523776,0.24464793222561143,0.0869297569079515,2.561032964836601,-0.05205103970260838,and,25,0.1,100,4,150,0.15,25,1
446,23.137122167078502,1.8345542926373384,0.2447309325475615,0.08708678084487198,2.5573378324665175,-0.05229280007821813,and,50,0.1,75,2,150,0.15,75,8
632,23.07962322533729,1.8293517491411397,0.2434562787724246,0.08743093403092123,2.5358965698936173,-0.050679058737039595,and,100,0.2,75,1,75,0.1,75,4
568,23.04485692586878,1.8282248748632366,0.24317988272583135,0.08615145943908292,2.569688579832255,-0.05115951273260966,and,25,0.1,25,0,100,0.1,25,0
216,23.01445344394637,1.84304614903,0.246806532867196,0.08681347794749446,2.584306113917106,-0.05916705799463573,and,200,0.2,25,2,25,0.05,100,8
695,22.998282141144944,1.827906334700989,0.24310173249221734,0.08490225766799026,2.605497791667721,-0.05229280007821302,and,75,0.15,100,2,150,0.15,100,1
144,22.967608707085866,1.8181132173445798,0.24069484142540687,0.08459957254334377,2.591609122384403,-0.04795359993294046,and,50,0.25,100,4,100,0.15,50,4
558,22.906623651889028,1.8232382165428085,0.24195546244352029,0.08547798421187143,2.5777309823591534,-0.051555761672851586,and,100,0.15,75,2,75,0.1,100,2
386,22.806489431781163,1.82070405985315,0.24133240707741854,0.08534350962868477,2.575777455900452,-0.05229280007821835,and,50,0.05,25,2,150,0.15,75,1
623,22.76053918642271,1.8100663767387748,0.23871092950590755,0.08454657693366407,2.5742524649579495,-0.04795359993294046,and,50,0.2,75,1,100,0.15,25,1
438,22.75773025494342,1.8099495482934302,0.23868208450464046,0.0830727541370823,2.6181553291641735,-0.048391117202054246,and,75,0.2,25,8,50,0.1,25,0
356,22.660928585612645,1.8420653538594722,0.2465671171832915,0.08685554786641797,2.580885902559584,-0.06572452167992593,and,75,0.05,100,6,25,0.1,50,8
457,22.624390838984603,1.8049016757153173,0.2374346238713121,0.0847121597253541,2.5572168970008367,-0.04795359993294046,and,100,0.15,50,0,100,0.15,75,4
5,22.622199522487847,1.8047562385762967,0.23739864953747736,0.08313522222260232,2.603780857685286,-0.04839111720205058,and,75,0.05,75,2,50,0.1,25,0
82,22.622199522487847,1.8047562385762967,0.23739864953747736,0.08313522222260232,2.603780857685286,-0.04839111720205058,and,200,0.2,100,1,50,0.1,25,0
246,22.57005097512559,1.8027983843116127,0.23691418763704752,0.0846993450554142,2.552624416135724,-0.04795359993294046,and,75,0.15,100,8,100,0.15,75,4
669,22.56695870466821,1.829545734913818,0.24350384798882652,0.08588356094934929,2.580469015370888,-0.061473212037997715,and,75,0.05,75,6,25,0.1,25,4
491,22.422673282489406,1.790813503447756,0.2339412293136387,0.08217636425543753,2.59914814681707,-0.04542047444566,and,25,0.05,50,0,50,0.15,25,6
452,22.40996356242397,1.8066689474687112,0.23787161611472762,0.0865158578928344,2.5097689975409048,-0.052641650956384844,and,100,0.05,50,0,100,0.1,100,4
225,22.371720434910046,1.795008400641752,0.2349832542740986,0.08442463316843697,2.5421500082944197,-0.04795359993294046,and,75,0.2,75,2,100,0.15,50,1
477,22.371720434910046,1.795008400641752,0.2349832542740986,0.08442463316843697,2.5421500082944197,-0.04795359993294046,and,75,0.25,100,1,100,0.15,50,1
416,22.34590135523325,1.812856233533651,0.23939939329507687,0.08561870872861262,2.5495707603666995,-0.05737646708915578,and,200,0.25,75,8,25,0.05,75,6
254,22.32707772693625,1.8224363209133834,0.24175836588098187,0.08416697463931289,2.6146744629982273,-0.06312192185322096,and,25,0.2,100,2,150,0.15,75,0
62,22.274581471548665,1.7910339927760093,0.2339960383463049,0.08399112243229008,2.5453152671303463,-0.047953599932940016,and,75,0.15,50,8,100,0.15,50,0
618,22.253749223091894,1.800777888045476,0.2364138725088598,0.0848437337462905,2.5436552736535782,-0.053189313292417495,and,150,0.1,25,0,100,0.1,100,1
460,22.205249236044054,1.7888232842955332,0.2334463071745072,0.08479964464725072,2.516597030480718,-0.04795359993294046,and,100,0.2,100,1,100,0.15,25,8
349,22.148762605934095,1.7866656208901082,0.2329093476535702,0.08481525343767043,2.5110156744482,-0.04795359993294046,and,50,0.05,25,4,100,0.15,75,8
242,22.148762605934095,1.7866656208901082,0.2329093476535702,0.08481525343767043,2.5110156744482,-0.04795359993294046,and,200,0.25,50,4,100,0.15,75,8
127,22.148762605934095,1.7866656208901082,0.2329093476535702,0.08481525343767043,2.5110156744482,-0.04795359993294046,and,150,0.1,75,1,100,0.15,50,8
299,22.127260685290203,1.8169743210118354,0.24041439316176683,0.0843305269981368,2.596925906574135,-0.06425283168347096,and,150,0.1,25,2,75,0.05,75,0
17,22.124492544271263,1.8006703110008069,0.23638722423034553,0.08682399986024955,2.4873506190149146,-0.055158103765414856,and,100,0.05,75,0,75,0.1,50,2
68,22.07985502239281,1.8132259929636778,0.2394905894235193,0.08844027579238764,2.4718398755916646,-0.06210247715509909,and,75,0.1,100,6,25,0.05,50,6
528,22.049108173712103,1.7878361195809462,0.23320069121260123,0.08276390007510624,2.574029378165815,-0.05115951273261854,and,25,0.1,25,1,50,0.05,25,0
522,22.03464379322537,1.808365095797614,0.23829076481479294,0.0851689807810093,2.552075475036113,-0.061409408515439634,and,25,0.25,25,6,25,0.1,25,4
309,22.02045480897316,1.810941037088761,0.2389268457833189,0.08847404989862652,2.4657881767924414,-0.06210247715509909,and,100,0.1,50,8,25,0.05,50,6
493,22.002554138528033,1.7870605193895834,0.23300765369498722,0.08625395422212022,2.4714834117618185,-0.050679058737031935,and,200,0.05,100,6,75,0.1,75,2
358,21.99828654597442,1.7869365596012845,0.23297679663791526,0.08462332512024531,2.5171650376272523,-0.051159512732614654,and,25,0.15,75,6,100,0.15,25,8
158,21.974972026833772,1.7984373531948388,0.23583386065325018,0.0854465528595638,2.5208186319330848,-0.05737646708915578,and,100,0.1,100,1,25,0.05,75,6
458,21.919402602268867,1.7847946571879085,0.23244340102089134,0.0853478541092935,2.491447661317908,-0.05141322660958436,and,150,0.2,75,6,50,0.1,100,8
422,21.879261180035012,1.7762207632734461,0.23030414671994248,0.08456953569446955,2.4930530093757657,-0.04795359993294235,and,150,0.2,100,0,75,0.15,25,2
291,21.865770113725112,1.7817276353281832,0.23167891100153382,0.08608413424204633,2.4636639008469126,-0.05067905873703449,and,150,0.05,50,8,75,0.1,25,0
100,21.675039358259447,1.796724620269899,0.23540911963927935,0.08662089837442394,2.483842431332368,-0.06215587642669351,and,150,0.15,25,0,50,0.05,100,6
341,21.666976606776636,1.7689976538777543,0.22849679520950583,0.08294477881977372,2.5225225359350065,-0.04887928364282901,and,25,0.15,100,1,100,0.15,25,2
3,21.663913912568344,1.7766529728299416,0.2304121442132172,0.08371279892449618,2.5187541009942342,-0.052733551185009886,and,50,0.15,75,0,100,0.15,100,6
502,21.51091162326886,1.784282855537739,0.232315887054924,0.08722664427330071,2.4384564045313324,-0.05879810568978405,and,200,0.2,50,2,50,0.05,50,4
19,21.50435042428514,1.7685319333677743,0.22838010182948865,0.08458874742593604,2.474003143631106,-0.05141322660958558,and,200,0.05,100,1,50,0.1,100,6
369,21.502894994725995,1.786963646527883,0.23298353944808903,0.08500483830535495,2.5063115516459584,-0.0609722945181177,and,25,0.25,50,0,150,0.15,50,1
154,21.458407072382542,1.7602317454264098,0.22629706011326634,0.0846308009438889,2.452762115406053,-0.04795359993294235,and,200,0.15,75,6,75,0.15,25,6
166,21.458407072382542,1.7602317454264098,0.22629706011326634,0.0846308009438889,2.452762115406053,-0.04795359993294235,and,200,0.15,25,2,75,0.15,25,8
22,21.458407072382542,1.7602317454264098,0.22629706011326634,0.0846308009438889,2.452762115406053,-0.04795359993294235,and,200,0.05,75,4,75,0.15,25,8
532,21.392171648175214,1.7637085212882349,0.22717036544506342,0.0844514383621318,2.4662214805999194,-0.05115951273262176,and,25,0.1,25,8,75,0.15,75,8
518,21.31592769348277,1.75385231146511,0.22469178568512116,0.0813374127679923,2.5326099701465092,-0.048391117202052025,and,200,0.15,50,8,50,0.15,25,0
66,21.23489062583628,1.7514766498707488,0.22409303776772127,0.08409239750443137,2.4465336914223395,-0.04795359993294035,and,150,0.25,25,2,75,0.15,25,1
223,21.12223520772417,1.7472310460605223,0.22302170630252327,0.08411501225713973,2.4354891482377203,-0.04795359993294035,and,200,0.05,50,4,75,0.15,25,1
197,21.099832876773167,1.7461766558436376,0.22275538462623534,0.08187876095275115,2.4970777584589574,-0.04848488930159689,and,150,0.05,100,4,25,0.05,25,1
380,21.052532374819357,1.7632062113700757,0.2270442620226929,0.0826595178358117,2.5166294533515408,-0.05820417108251408,and,100,0.2,75,4,25,0.15,25,4
439,21.015769350763815,1.7406742931601131,0.22136390747365353,0.08138693153416617,2.497685152222333,-0.047389279454254085,and,100,0.1,75,0,50,0.1,50,1
287,20.966242113785714,1.7540689579570383,0.22474636220492417,0.08215144303396761,2.5088668921553303,-0.055256551055687386,and,75,0.05,75,2,25,0.15,75,8
586,20.886966992394836,1.758221879063361,0.22579171378079055,0.08387554224642678,2.469173569827342,-0.05853582341195773,and,150,0.25,75,1,25,0.1,100,8
150,20.83867825607989,1.7609076290626913,0.22646691655313367,0.08549113814362666,2.430554094188486,-0.0604658089265544,and,50,0.2,50,4,25,0.1,50,6
23,20.757270819550346,1.7496975446246796,0.2236443023960597,0.08327048455275594,2.4654519998899076,-0.056797708400011526,and,25,0.25,50,2,100,0.15,100,8
366,20.72983435315902,1.7384093619540522,0.22079031846397568,0.08307578213708863,2.44292767448148,-0.051413226609585805,and,150,0.2,50,4,50,0.1,100,4
243,20.641987139004506,1.7289667019986503,0.21839382382094996,0.08374642463279613,2.4005695071128366,-0.04795359993293813,and,150,0.1,75,4,75,0.15,100,4
149,20.49135350403313,1.7309131051967963,0.21888849341022065,0.08097682990975871,2.484868964051955,-0.05279860638029832,and,100,0.1,75,4,25,0.15,25,2
442,20.466902571146743,1.7779279493482936,0.23073062859684446,0.08520475387832434,2.479165944127217,-0.07691486521202617,and,200,0.1,100,6,75,0.05,75,1
49,20.420258295467583,1.7192066950781026,0.2159079791075469,0.08098887993137802,2.4542807627196503,-0.04795359993293857,and,75,0.2,25,2,150,0.2,100,4
381,20.39016387306605,1.736370875514178,0.22027366751908173,0.08423755386212928,2.4053650823167403,-0.05679770840000986,and,25,0.25,25,2,75,0.15,25,8
427,20.387233942369242,1.7413269453220055,0.22152910169378504,0.08245730641531027,2.4679665156004473,-0.05999318969618972,and,100,0.25,100,0,25,0.15,50,8
47,20.3414311332293,1.7163374112963259,0.2151754658892302,0.08111611761742904,2.4431290819063376,-0.047953599932937685,and,75,0.2,50,2,150,0.2,75,6
302,20.243010202028096,1.7204022939429473,0.21621297861731015,0.08443170956034103,2.360548866047267,-0.051171241854531035,and,25,0.1,50,6,50,0.1,50,4
409,20.20437323575118,1.7209208781529661,0.21634522829167957,0.08257529094903004,2.413055931667434,-0.052733551185009886,and,25,0.1,25,1,100,0.15,100,6
646,20.161242038182078,1.70577711305275,0.21247271431719428,0.08160637731157952,2.401656577949502,-0.045737153650242,and,50,0.2,75,8,50,0.15,100,6
538,20.12751778144554,1.7172409190569515,0.21540621109873048,0.08082428042277436,2.454008521332462,-0.05280215178187475,and,25,0.05,100,4,50,0.05,100,2
108,20.09623526011812,1.7072642157476368,0.21285396200475115,0.08120351395383726,2.417038112579778,-0.047953599932937685,and,200,0.25,75,6,150,0.2,100,8
376,20.06075356352737,1.7058865017665614,0.2125007654783273,0.08109007656745085,2.4167140246832286,-0.04795359993293946,and,200,0.15,25,1,150,0.2,100,6
580,20.04822670154195,1.7069896283660477,0.21278358217486604,0.08413193908491938,2.33509696140492,-0.04795359993294235,and,150,0.15,75,0,75,0.15,50,4
119,19.98237988169958,1.7151985789891058,0.21488451092960958,0.08191566736432494,2.4171563688534583,-0.054292987913762136,and,50,0.1,75,8,100,0.15,75,0
73,19.976619137116742,1.7028777992544677,0.2117288075075634,0.08130046661295022,2.4028367660145684,-0.047953599932937685,and,150,0.25,50,0,150,0.2,25,1
382,19.920152116991396,1.7017309719085523,0.21143433074377915,0.08313162948457657,2.348798078521381,-0.047953599932944235,and,150,0.2,75,1,75,0.15,75,2
530,19.895904134443853,1.7086563263482686,0.21321066430030466,0.08088441341070922,2.4298905870142504,-0.05280215178187475,and,150,0.1,75,1,50,0.05,100,2
425,19.8648509306909,1.6987499997354656,0.2106682972695999,0.08132385669570512,2.3914024007555823,-0.047953599932937685,and,200,0.25,50,1,150,0.2,50,6
592,19.8648509306909,1.6987499997354656,0.2106682972695999,0.08132385669570512,2.3914024007555823,-0.047953599932937685,and,200,0.15,100,1,150,0.2,50,6
85,19.796908375134578,1.7005923632677822,0.21114183881685045,0.07992559316357187,2.436720862660065,-0.050712718757609965,and,100,0.2,100,6,25,0.1,25,1
537,19.781775980218658,1.7150980091834875,0.21485881088519876,0.08188784478079922,2.4176909445331107,-0.05825901161135549,and,100,0.05,50,8,75,0.1,100,1
570,19.761188682323237,1.7102489194473247,0.213618508731249,0.08521823712275936,2.314485994938122,-0.05515810376541452,and,100,0.25,100,6,75,0.1,50,1
489,19.685082166615366,1.6964701036774832,0.2100818422964017,0.07994938541997676,2.4250677497113897,-0.050712718757609965,and,150,0.1,75,6,25,0.1,25,1
455,19.5372968871218,1.688021440263718,0.207904199281278,0.07749703186931045,2.476075188024165,-0.04982321270036161,and,100,0.05,100,4,50,0.05,100,1
567,19.485380059572297,1.6905794082580872,0.2085642494673985,0.0811873580423098,2.3738614989260833,-0.05115951273261188,and,25,0.1,75,6,150,0.2,25,1
456,19.485380059572297,1.6905794082580872,0.2085642494673985,0.0811873580423098,2.3738614989260833,-0.05115951273261188,and,25,0.1,75,6,150,0.2,50,6
622,19.466843063181532,1.684950786400616,0.20711101223924677,0.08309233470053097,2.3068436718079792,-0.04795359993294279,and,75,0.15,50,2,75,0.15,50,1
78,19.4588931089557,1.6942508011696968,0.209510489640246,0.08438314698579244,2.2963700723783265,-0.05280681782516128,and,25,0.15,50,6,75,0.1,50,0
293,19.44517923669755,1.6820555738330882,0.20636229704077613,0.07903484898706291,2.413259058534578,-0.04795359993294701,and,100,0.25,75,8,75,0.15,100,0
383,19.35904063196279,1.721259627355456,0.2164316025736741,0.08356835386819125,2.386218579303673,-0.06954457830112915,and,50,0.25,25,2,50,0.05,50,2
690,19.233788121814943,1.6944210619989768,0.20955433970838677,0.08142865561503754,2.3771254102039285,-0.05820417108251397,and,75,0.2,25,6,25,0.15,50,6
575,19.22773156586106,1.6729354157011926,0.2039983839133972,0.07694653144780658,2.4511463423368487,-0.04795359993294168,and,25,0.05,75,2,75,0.2,100,1
521,19.19914301134278,1.6746477018184596,0.20444282948880388,0.08055611250500469,2.3494246055507095,-0.04839704480625928,and,25,0.15,75,0,50,0.15,100,8
506,19.097919078722605,1.6720204523866706,0.20376077437030404,0.08088089813331138,2.3333112487549257,-0.048896279653705244,and,25,0.05,50,1,50,0.1,50,2
659,18.752432971362985,1.6671436773289767,0.2024929059794589,0.07974682161883256,2.3521365151520053,-0.05345851768317811,and,100,0.1,50,2,25,0.15,75,6
275,18.68856390463867,1.6481898274103586,0.1975426285413988,0.07496161073845349,2.442317466021776,-0.045737153650242,and,50,0.25,50,8,50,0.15,100,1
555,18.547636270243224,1.6827356994809586,0.20653825462415432,0.08249865513757902,2.3170948088544705,-0.06529473193198887,and,200,0.2,50,0,50,0.05,75,2
18,18.507575669188217,1.6416984778246861,0.1958388866388261,0.07503304146180663,2.4210893756354137,-0.045737153650242,and,200,0.2,100,0,50,0.15,100,1
644,18.507575669188217,1.6416984778246861,0.1958388866388261,0.07503304146180663,2.4210893756354137,-0.045737153650242,and,150,0.05,75,2,50,0.15,100,1
462,18.495581670611653,1.6507311696719602,0.1982084695682116,0.07857375350637813,2.3406449214595613,-0.049911754938785746,and,50,0.2,50,6,50,0.1,75,1
313,18.311149183158875,1.6416468244660045,0.19582531226681632,0.08084148559880477,2.2525959062485,-0.04795359993294013,and,50,0.15,25,2,75,0.2,50,4
607,18.308896387299914,1.6441479887213122,0.19648229870669187,0.07923217782427237,2.3036543032970807,-0.04982321270035628,and,75,0.05,75,8,50,0.05,75,1
465,18.198543692951503,1.6371705221235513,0.1946479127754348,0.08000973840103416,2.2628648241103595,-0.047953599932943125,and,75,0.1,50,6,75,0.2,25,0
330,18.19323120132,1.637278824961323,0.1946764238905503,0.08062380557183986,2.246537617823954,-0.04795359993294013,and,75,0.2,100,2,75,0.2,75,6
264,18.190226273223004,1.6561561921894605,0.19962765622044176,0.08027070633770235,2.3075878300507835,-0.05852666527693129,and,25,0.15,25,1,25,0.15,50,6
211,18.019847458171974,1.6330856655446484,0.1935716779847838,0.08001711908883635,2.251398954641453,-0.049260396352542646,and,50,0.05,100,6,50,0.05,50,0
77,18.00780816409264,1.6476160913080502,0.19739221678133667,0.0776908035402117,2.3575900801693894,-0.05820417108251441,and,75,0.1,25,6,25,0.15,50,4
674,17.94985840458033,1.6455398304988396,0.19684762027306624,0.07772924657529925,2.3506098627988448,-0.05820417108251441,and,100,0.05,50,4,25,0.15,50,4
377,17.893891337446377,1.652632943023123,0.19870631265858196,0.0818689706880083,2.2547376627589637,-0.06208217519582604,and,25,0.25,25,8,75,0.1,75,0
54,17.86127247747755,1.6252172626768981,0.19149373467359143,0.07879727381629309,2.2629097404421317,-0.048391117202053247,and,150,0.05,75,0,50,0.15,75,2
448,17.828785444403785,1.6226273523544654,0.1908083664983382,0.07662949291278334,2.3172174926805,-0.04821319903540566,and,200,0.2,75,2,25,0.05,25,0
335,17.82061220330363,1.6349731338157096,0.19406918175867927,0.0805208912985937,2.2429900504822475,-0.054156019956108414,and,75,0.25,75,1,200,0.2,50,2
271,17.807022950752135,1.6412352958988683,0.195717153846519,0.07725411507186276,2.3523565946455056,-0.05881741462445034,and,50,0.1,50,1,25,0.2,75,8
655,17.78692809358065,1.6244144639965725,0.19128136470559953,0.07876623564194567,2.2615072848093067,-0.049439240387679106,and,150,0.15,75,8,50,0.2,50,6
306,17.737885969305815,1.6226742610260383,0.19082078615938602,0.07945750138940388,2.2376543419892654,-0.04926039635254842,and,200,0.2,75,0,50,0.1,50,0
95,17.737885969305815,1.6226742610260383,0.19082078615938602,0.07945750138940388,2.2376543419892654,-0.04926039635254842,and,75,0.05,100,6,50,0.1,50,0
90,17.723353296517143,1.631486818881441,0.19314996221904357,0.08056241871883664,2.2323161448364086,-0.054156019956108414,and,75,0.25,100,8,200,0.2,100,8
141,17.70676480933318,1.6190234496796283,0.18985350093123032,0.07906140479099749,2.238189425713806,-0.04795359993293513,and,75,0.2,75,0,100,0.2,75,4
647,17.68534086122183,1.620783323214781,0.19031995462156237,0.07944383716159795,2.232730433386025,-0.04926039635254842,and,50,0.15,25,1,50,0.1,50,0
300,17.68534086122183,1.620783323214781,0.19031995462156237,0.07944383716159795,2.232730433386025,-0.04926039635254842,and,75,0.1,100,1,50,0.1,50,0
447,17.649347615499668,1.6175948534419777,0.18947461374807384,0.08036813592809329,2.1991324746781094,-0.047953599932935354,and,75,0.1,50,6,75,0.2,25,1
212,17.61770822374835,1.6118272892654564,0.1879427822619495,0.07561716688666628,2.315358632256322,-0.046684986371495096,and,75,0.15,100,8,50,0.15,75,0
525,17.59243928633757,1.626805574391548,0.1919137044239656,0.08062682720353768,2.2177396834928587,-0.054156019956108414,and,100,0.25,50,8,200,0.2,50,8
374,17.59243928633757,1.626805574391548,0.1919137044239656,0.08062682720353768,2.2177396834928587,-0.054156019956108414,and,150,0.25,75,4,200,0.2,50,8
578,17.579451877699587,1.6263300599875476,0.19178799988693718,0.0806089290326709,2.216905773622579,-0.054156019956108414,and,150,0.15,75,1,200,0.2,25,1
173,17.56265713110509,1.6324553007647031,0.19340544293342932,0.07730014237229563,2.3259671379693554,-0.05881741462445034,and,200,0.2,50,2,25,0.2,75,8
488,17.539879515360404,1.624909822270466,0.19141241323013114,0.08061336123082874,2.2128783803054284,-0.054156019956108414,and,75,0.1,50,6,200,0.2,75,4
