iter,score,final_equity,cagr,vol,sharpe,max_drawdown,logic,w1,a1,flb1,mf1,w2,a2,flb2,mf2
353,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,50,0.05,100,6,50,0.1,50,6
347,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,50,0.1,75,4,75,0.1,75,1
373,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,200,0.05,25,1,150,0.15,75,1
372,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,200,0.25,100,8,100,0.1,100,1
371,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,50,0.1,25,2,50,0.2,100,0
368,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.1,25,6,50,0.25,75,6
394,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,25,0.05,50,0,200,0.05,100,6
391,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.05,100,4,150,0.05,50,6
621,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.1,100,0,100,0.2,25,0
628,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.2,100,4,150,0.25,100,2
334,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.15,50,2,75,0.2,25,0
333,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.15,75,1,100,0.25,75,8
278,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,25,0.05,100,6,100,0.05,100,4
280,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.1,75,2,75,0.15,75,8
619,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.2,25,1,25,0.1,50,0
276,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.15,75,4,200,0.25,50,4
263,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.05,50,6,75,0.15,25,6
273,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,50,0.15,25,6,200,0.15,75,4
262,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,25,0.1,100,1,200,0.05,25,1
304,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.15,75,8,150,0.25,100,4
301,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,50,0.1,75,1,200,0.05,75,2
329,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.15,100,2,150,0.25,25,2
325,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,75,0.1,25,2,100,0.1,50,1
316,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,75,0.15,50,1,200,0.25,100,2
315,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,75,0.05,100,6,50,0.05,50,6
615,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.2,25,6,100,0.05,75,1
612,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.05,100,6,75,0.05,25,0
76,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,200,0.25,25,0,150,0.05,100,1
75,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,200,0.05,100,4,200,0.1,50,2
106,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,200,0.2,25,2,100,0.25,75,1
513,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.25,75,8,200,0.15,50,6
260,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,50,0.1,25,0,50,0.25,50,4
257,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.05,25,0,25,0.1,50,4
256,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.1,50,0,25,0.2,50,6
633,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,50,0.1,25,0,75,0.15,25,2
680,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,100,0.05,25,2,150,0.05,100,6
679,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.05,25,2,150,0.15,75,1
10,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.1,50,0,150,0.05,50,2
565,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,75,0.05,50,4,75,0.25,50,2
560,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.25,50,8,25,0.2,75,6
559,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.2,75,0,150,0.1,100,4
557,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,150,0.05,100,0,75,0.25,100,6
46,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,200,0.25,100,8,50,0.1,25,2
524,30.303852573738318,2.140498084574276,0.31595729281200646,0.09398434160981559,2.9683645450722946,-0.055521179599969495,or,200,0.1,100,2,200,0.1,75,8
651,30.265671108486274,2.1387729484819706,0.3155745564225174,0.09387712355681065,2.9685488924660155,-0.055521179599969495,or,25,0.1,50,8,25,0.15,75,0
467,30.261723736508493,2.1385159864192156,0.31551753027834484,0.09374756303909078,2.9720593773449764,-0.055521179599969495,or,50,0.2,25,0,50,0.25,75,0
132,30.247815932672452,2.1377673679701266,0.31535136862721114,0.09352767408233029,2.977476099899625,-0.055521179599969495,or,25,0.1,75,0,100,0.2,25,2
191,30.236176126709083,2.137441928258118,0.3152791231683516,0.09379584121500546,2.968645579744792,-0.055521179599969495,or,25,0.05,75,2,150,0.2,75,1
272,30.234426725598823,2.1374130850159854,0.3152727198205918,0.0938665735503147,2.966427447076239,-0.055521179599969495,or,25,0.05,75,1,50,0.05,50,8
556,30.2078550950882,2.136175898385285,0.31499800602694505,0.0937351385904818,2.9682269447843286,-0.055521179599969495,or,25,0.15,100,1,200,0.15,50,6
658,30.193989237086022,2.1354834987241933,0.3148442162510221,0.09359591623176895,2.9712531839645706,-0.055521179599969495,or,25,0.2,100,0,100,0.15,50,0
202,30.191315183494254,2.135497516851943,0.3148473301514412,0.0937913547717044,2.965282296697222,-0.055521179599969495,or,25,0.2,100,4,150,0.15,100,2
247,30.163644292508984,2.134307806840287,0.31458300879247547,0.09380227193026557,2.9628047865198246,-0.055521179599969495,or,25,0.1,75,2,150,0.15,75,4
201,30.147632394375854,2.133661763572312,0.31443943600745294,0.0938724811658816,2.959495547258078,-0.055521179599969495,or,25,0.15,75,0,75,0.05,100,8
172,30.142419063500597,2.1330454614008367,0.31430244680438846,0.09328370338448663,2.976466726120447,-0.055521179599969495,or,25,0.25,50,2,50,0.25,75,8
544,30.129428874558073,2.132920090317917,0.31427457672038206,0.09394132482685459,2.956060365036678,-0.055521179599969495,or,25,0.1,75,4,200,0.25,25,8
259,30.116861898706375,2.132273547986594,0.3141308332569954,0.09378466584173298,2.9596751060106103,-0.055521179599969495,or,25,0.1,50,0,200,0.2,100,8
388,30.09570550706424,2.1313457838353402,0.31392451806145183,0.0937642253800425,2.95862536183506,-0.055521179599969495,or,75,0.25,75,0,75,0.2,100,2
603,30.089992301662505,2.130476426786719,0.31373113926811147,0.09283003055745286,2.98587470969966,-0.055521179599969495,or,25,0.25,100,1,100,0.25,75,6
564,30.08553826351801,2.1306015180308826,0.31375896752862453,0.09330418762718848,2.9714009813080713,-0.055521179599969495,or,25,0.25,75,0,150,0.15,25,8
41,30.05981426498269,2.12959418131922,0.31353484201442217,0.09345997746726269,2.9647780870778915,-0.055521179599969495,or,25,0.25,100,6,50,0.2,50,8
320,30.05981426498269,2.12959418131922,0.31353484201442217,0.09345997746726269,2.9647780870778915,-0.055521179599969495,or,25,0.25,75,8,50,0.1,75,1
238,30.05981426498269,2.12959418131922,0.31353484201442217,0.09345997746726269,2.9647780870778915,-0.055521179599969495,or,25,0.25,75,8,50,0.2,75,6
421,30.04206375232554,2.1290450713017757,0.3134126402592474,0.09378888841036741,2.953717412798538,-0.055521179599969495,or,50,0.2,75,2,150,0.2,50,8
147,30.03224138580233,2.12863308169893,0.3133209407541686,0.0938072746097873,2.9524125807678843,-0.055521179599969495,or,100,0.25,50,0,25,0.05,100,0
656,30.01538580745966,2.1276846018457256,0.3131097876019049,0.09347246331167616,2.960932054535298,-0.055521179599969495,or,25,0.25,50,6,50,0.15,25,6
531,29.98970813984713,2.12632951245383,0.31280800951878507,0.09310010832930884,2.969932335934194,-0.055521179599969495,or,25,0.25,100,2,50,0.2,100,0
1,29.978476248437055,2.1263105974688257,0.3128037962863006,0.09380408445089307,2.94831119961094,-0.055521179599969495,or,50,0.1,100,2,200,0.15,50,6
229,29.978476248437055,2.1263105974688257,0.3128037962863006,0.09380408445089307,2.94831119961094,-0.055521179599969495,or,50,0.1,100,2,200,0.2,100,8
671,29.978476248437055,2.1263105974688257,0.3128037962863006,0.09380408445089307,2.94831119961094,-0.055521179599969495,or,25,0.1,75,0,200,0.15,25,1
479,29.978476248437055,2.1263105974688257,0.3128037962863006,0.09380408445089307,2.94831119961094,-0.055521179599969495,or,50,0.05,100,0,150,0.15,50,0
13,29.978476248437055,2.1263105974688257,0.3128037962863006,0.09380408445089307,2.94831119961094,-0.055521179599969495,or,50,0.15,100,2,75,0.15,100,2
495,29.975881086055196,2.1262040703884004,0.31278006738465725,0.09381236195941893,2.9478666551758868,-0.055521179599969495,or,50,0.2,100,6,150,0.2,25,0
375,29.931486136383306,2.124297530783425,0.3123552572140782,0.09382480089215468,2.944038789947931,-0.055521179599969495,or,50,0.15,100,6,75,0.25,50,1
111,29.931486136383306,2.124297530783425,0.3123552572140782,0.09382480089215468,2.944038789947931,-0.055521179599969495,or,50,0.15,100,8,25,0.05,100,6
338,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.05,100,4,200,0.05,100,1
290,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.2,75,0,200,0.15,75,2
281,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.1,100,0,150,0.25,50,6
284,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.25,100,2,75,0.05,100,1
295,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.05,100,6,50,0.2,50,2
268,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.1,75,1,200,0.1,100,8
207,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.25,100,1,100,0.1,75,1
360,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,25,0.1,75,2,150,0.05,100,0
101,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.05,100,0,100,0.2,100,2
206,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.1,100,4,100,0.25,100,2
505,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.25,100,2,100,0.2,100,4
128,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.05,75,0,100,0.15,100,6
673,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.05,75,2,75,0.15,100,1
443,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.2,25,1,75,0.25,100,2
35,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.1,100,6,200,0.2,25,6
15,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.15,100,2,75,0.25,50,1
552,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.2,75,1,50,0.05,100,4
562,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.2,100,2,150,0.1,100,8
327,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.2,50,0,150,0.1,100,2
112,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.1,100,8,100,0.1,100,0
117,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.2,100,0,75,0.05,50,0
50,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.25,25,0,150,0.1,75,2
499,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.05,100,8,150,0.2,75,6
392,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.15,50,0,200,0.05,100,1
181,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.2,75,0,100,0.05,75,0
180,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.2,25,1,150,0.15,75,2
497,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,150,0.25,100,2,150,0.2,25,0
414,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,25,0.05,75,1,150,0.05,100,1
168,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.1,75,2,150,0.2,100,4
170,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.25,75,1,200,0.15,25,0
169,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,150,0.25,50,1,100,0.15,50,1
221,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.05,75,1,75,0.15,75,0
517,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.25,25,1,200,0.15,50,2
102,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.05,100,8,200,0.2,25,1
601,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,50,0.15,100,1,75,0.05,75,2
249,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.25,75,1,100,0.2,25,6
393,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.25,100,0,150,0.1,75,8
67,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.2,75,0,75,0.15,50,1
585,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,150,0.25,100,2,150,0.1,25,2
642,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,75,0.15,75,0,75,0.15,50,0
99,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.2,100,0,200,0.15,50,0
152,29.912324115644537,2.123473245441402,0.3121715166464256,0.09382755417576243,2.9424628620009083,-0.055521179599969495,or,100,0.05,50,2,25,0.1,100,6
61,29.79659984230055,2.1181827944567404,0.31099114110691395,0.09336002736263772,2.9470894232152616,-0.055521179599969495,or,25,0.25,100,2,50,0.05,25,0
294,29.75285361593252,2.1152316724150064,0.3103318844542904,0.09175790682192396,2.9914483010043824,-0.05552117959997427,and,150,0.05,50,4,200,0.05,25,1
605,29.730907511656994,2.113921480799388,0.3100390098470234,0.09121896829467764,3.006131013906735,-0.05552117959997416,and,50,0.05,75,1,150,0.05,50,1
219,29.720916199468526,2.1149576694966874,0.3102706446103589,0.09340528024831661,2.939821436862224,-0.055521179599969495,or,25,0.25,50,4,200,0.25,25,4
480,29.58069189270435,2.107836564882929,0.30867729086321827,0.09174628410806464,2.978043572762773,-0.055521179599977266,and,75,0.1,25,8,150,0.05,50,4
631,29.488832404056648,2.103916830719573,0.3077987780651077,0.09176850843405857,2.970027155089185,-0.05552117959997427,and,75,0.2,75,6,200,0.05,50,6
418,29.451517173260136,2.0992461022007056,0.3067505810045945,0.09294149639461766,2.925081632076354,-0.0537216348647499,or,25,0.05,50,1,25,0.2,50,0
125,29.44837641657609,2.103085343861994,0.3076122860887469,0.09313047520758883,2.926413575399742,-0.055521179599969495,or,25,0.25,75,1,100,0.1,75,0
365,29.346991203805633,2.122473043695473,0.31194850150469056,0.09378410405286379,2.941970302577261,-0.06637688195904112,or,25,0.2,25,4,25,0.15,100,6
222,29.303683858532246,2.09640550411132,0.30611236954542553,0.09037058647631369,3.0002817542189164,-0.05615387946239536,and,200,0.2,25,2,150,0.05,100,4
476,29.22736607598139,2.0927947467414136,0.3053003241145311,0.09184578366665659,2.946785289053974,-0.05552117959997427,and,100,0.1,50,6,200,0.05,50,8
361,29.22736607598139,2.0927947467414136,0.3053003241145311,0.09184578366665659,2.946785289053974,-0.05552117959997427,and,200,0.1,75,8,200,0.05,50,6
270,29.22736607598139,2.0927947467414136,0.3053003241145311,0.09184578366665659,2.946785289053974,-0.05552117959997427,and,150,0.1,75,1,200,0.05,50,8
685,29.221065243962602,2.0889641388987745,0.3044378555253586,0.09226264680287036,2.9267228693285188,-0.053721634864750456,or,25,0.15,75,0,25,0.2,100,0
324,29.158469044824937,2.08897926149177,0.30444126239256186,0.09129785478370414,2.9567098896270014,-0.05528024278489496,and,25,0.1,75,2,200,0.05,100,8
617,29.06742569985484,2.0858526793179553,0.30373656014679584,0.09165474500567608,2.9396573303479405,-0.05552117959997427,and,150,0.25,100,1,200,0.05,100,8
148,29.05445688152331,2.109454061709852,0.30903950894195575,0.09331987404607647,2.9323531547434927,-0.06631341180088024,or,25,0.25,25,4,25,0.2,25,2
16,28.92473214140804,2.079629705963002,0.302331948433604,0.09141958176162097,2.9351925560920678,-0.05552117959996794,and,100,0.15,75,4,200,0.05,100,2
27,28.772250520917765,2.073320132083585,0.30090504402631013,0.09166530571292042,2.915610196571128,-0.05552117959997627,and,100,0.15,75,2,150,0.05,25,4
572,28.725732448887385,2.07106778015346,0.30039500445139833,0.09073259578831568,2.9403227272252708,-0.05567858719730168,and,150,0.05,75,2,100,0.05,50,2
508,28.718215960709866,2.065253472664052,0.29907672762039406,0.09090829938513656,2.9236583919420265,-0.05302571994601102,and,150,0.15,50,8,75,0.05,50,6
220,28.704309479445705,2.0707194998790435,0.3003161055894292,0.09209509216731132,2.8975158010027666,-0.05552117959997205,and,100,0.05,75,4,150,0.05,25,8
59,28.60009744632348,2.071397216966814,0.3004696267405824,0.09028075614431483,2.955220042508996,-0.05848950497978522,and,25,0.15,50,6,150,0.05,100,6
239,28.52048992611046,2.057046299865772,0.29721187287569384,0.09112436355500499,2.90117727168357,-0.05302571994601424,and,100,0.25,75,6,75,0.05,75,8
387,28.497883472094532,2.05597315546032,0.2969676788809186,0.0909400284377491,2.904803162606456,-0.05302571994601102,and,150,0.15,25,0,75,0.05,25,4
410,28.435656707616968,2.0592412869354635,0.2977110886488863,0.09191438318584562,2.88121364545388,-0.05552117959997205,and,100,0.2,75,1,150,0.05,25,8
72,28.167960850653667,2.0700993412581816,0.30017559483468514,0.09144043114620855,2.9164215208502395,-0.06615618786479938,and,25,0.25,50,4,200,0.05,25,6
548,28.115798295822618,2.0452392340614285,0.29452067976678187,0.09108541260508275,2.8795785982861255,-0.0555211795999726,and,75,0.15,25,8,200,0.05,25,0
650,27.90668982100935,2.031352319755423,0.29134268537074415,0.09125656182187854,2.847414562471292,-0.05302571994601424,and,150,0.2,50,2,75,0.05,25,8
135,27.90668982100935,2.031352319755423,0.29134268537074415,0.09125656182187854,2.847414562471292,-0.05302571994601424,and,150,0.05,25,8,75,0.05,25,8
687,27.87390997411523,2.0470903814380303,0.29494326840973506,0.09069257473788365,2.8952563477313116,-0.06136090081447865,and,150,0.15,50,1,100,0.05,100,8
463,27.862974674405972,2.056810304758986,0.2971581791785647,0.09032296739166737,2.9256546931866083,-0.06631341180087602,and,25,0.2,75,2,100,0.05,75,4
546,27.817157297490986,2.0553794551523286,0.29683254737638265,0.09108611960520051,2.8991462997934563,-0.06631341180088013,and,25,0.2,25,8,100,0.05,25,4
33,27.797114561356025,2.052167951698862,0.29610114758112926,0.09224839026788625,2.857657744788908,-0.06483658138302717,or,25,0.25,50,1,25,0.1,50,0
36,27.703815837185847,2.0248121634985754,0.2898411714204554,0.08975140490503725,2.8806849543636908,-0.05441287564083075,and,25,0.1,100,0,200,0.05,25,6
692,27.397027486561328,2.018649985926541,0.28842359601241685,0.0902932458764999,2.851761070890444,-0.05742425300251164,and,100,0.1,50,1,75,0.05,25,2
155,27.160975947123724,2.011948408696691,0.28687879119542403,0.08940485454641868,2.8657852184592247,-0.05919591563296578,and,50,0.1,25,6,150,0.05,75,1
526,27.028221996364444,1.9924811115952616,0.2823725740893268,0.08719323328832887,2.8960054409315394,-0.05314076266068013,and,50,0.25,50,2,200,0.15,25,0
490,26.846326224457428,1.9850577244469692,0.2806468254042038,0.0872931547848906,2.8773636341421036,-0.05314076266068013,and,50,0.25,50,4,200,0.15,50,8
352,26.75740338278437,1.9839431250801702,0.28038735339083165,0.08921869558717824,2.8148975407346026,-0.053775614533321914,and,50,0.25,100,1,200,0.1,25,1
279,26.696141859385364,1.9809516992911396,0.27969050653535343,0.08726245805485408,2.869784407311044,-0.05415601995611008,and,75,0.2,25,4,200,0.15,50,0
194,26.5630636829307,1.9759665038519183,0.2785277188007913,0.08923389765530983,2.79814505903533,-0.053775614533321914,and,50,0.25,100,2,200,0.1,25,2
684,26.38590271171189,1.9687352634189377,0.2768377075260009,0.08928349849508942,2.781825371555788,-0.053775614533321914,and,50,0.2,25,0,200,0.1,50,1
4,26.352379407564396,1.9710426388808935,0.2773773940557831,0.08945464452846838,2.7813979639698063,-0.05552117959997638,and,200,0.2,25,4,150,0.1,25,0
577,26.352379407564396,1.9710426388808935,0.2773773940557831,0.08945464452846838,2.7813979639698063,-0.05552117959997638,and,200,0.15,25,0,150,0.1,25,0
131,26.352379407564396,1.9710426388808935,0.2773773940557831,0.08945464452846838,2.7813979639698063,-0.05552117959997638,and,200,0.2,25,6,150,0.1,25,0
440,26.282796419837805,1.985213210999757,0.2806830143337604,0.0893447398860602,2.813636662888883,-0.06384646689965356,and,25,0.2,100,8,75,0.05,25,1
550,26.281722243382674,1.9640736120932007,0.27574612977630686,0.08740842210275755,2.829820527115183,-0.05415601995611208,and,50,0.1,25,6,200,0.15,25,1
584,26.255367796997277,1.9662792720182023,0.27626281587460966,0.08897179066224488,2.786196697562122,-0.05528024278489496,and,25,0.1,75,2,200,0.05,100,1
545,26.23965061193671,1.9623584304756794,0.27534408409046085,0.0874125118895183,2.826086401392451,-0.05415601995611208,and,75,0.1,75,6,200,0.15,75,8
53,26.213922565675954,1.9646064667653689,0.27587098742723115,0.0882180015831861,2.8057656059030776,-0.055521179599973935,and,150,0.05,100,2,150,0.1,100,2
317,26.190135422387858,1.9496113183448018,0.27234904628544565,0.08535010484526631,2.864741244768802,-0.04954279657082217,and,100,0.05,25,2,50,0.1,25,1
412,26.183010980110627,1.9625565189466532,0.2753905283199569,0.0869828181883444,2.840034256227845,-0.05552117959997971,and,200,0.15,50,6,150,0.1,100,0
657,26.178509318692655,1.9598855437854033,0.27476403360632107,0.08744668434239661,2.8198139117323042,-0.05415601995611208,and,200,0.25,100,1,200,0.15,75,4
286,26.178509318692655,1.9598855437854033,0.27476403360632107,0.08744668434239661,2.8198139117323042,-0.05415601995611208,and,150,0.2,75,6,200,0.15,100,8
472,26.178509318692655,1.9598855437854033,0.27476403360632107,0.08744668434239661,2.8198139117323042,-0.05415601995611208,and,50,0.05,25,2,200,0.15,75,8
28,26.037325788896023,1.9560107864686864,0.2738542129978725,0.08918008801933697,2.75871576089499,-0.05454906782677449,and,25,0.15,75,4,200,0.1,50,1
464,25.980735072994868,1.9558899071939102,0.2738258111600269,0.08951679960148892,2.7484258739824448,-0.05552117959998082,and,75,0.15,100,1,150,0.1,50,2
431,25.949284373624916,1.9530405081451792,0.273155990125707,0.08938744227941077,2.7463898338307446,-0.054790191117223164,and,150,0.25,50,0,200,0.1,25,1
498,25.90039347859648,1.950363875415052,0.27252621279831146,0.08906510079216602,2.7504511802088443,-0.054549067826781705,and,25,0.15,25,8,200,0.1,50,0
123,25.86666532925128,1.951254387964701,0.27273580026501154,0.08953620544453698,2.738288565497889,-0.05552117959997638,and,50,0.05,100,0,150,0.1,25,2
269,25.83264449817793,1.9483063107332577,0.27204171855464554,0.08940872142644843,2.735964397149065,-0.054790191117223164,and,200,0.25,100,6,200,0.1,25,2
672,25.805896827184082,1.9708699704284234,0.2773370215318327,0.08845611876098478,2.8114334167065334,-0.06667044068704908,and,100,0.2,75,8,100,0.05,100,2
