period,pnl_percent,maxdd_percent,sharpe
2020-2022,32.256999999990384,-17.34096439468511,0.5902772839386793
2023-2025,326.89099999999394,-17.404889672539582,2.7300200234488736
2026,139.71609999999978,-10.533545564769964,9.065273914702795
TOTAL,498.8640999999841,-17.404889672539582,4.1285237406967825
