period,pnl_percent,maxdd_percent,sharpe
2020-2022,31.028049999992646,-17.662417053814792,0.5276578331013466
2023-2025,337.7946999999954,-14.026943590694785,2.0999176219194546
2026,156.9422999999995,-9.565031626463993,6.229182197657307
TOTAL,525.7650499999875,-17.662417053814792,2.952252550892703
