period,date,deepen_usd_total,recover_usd_total,deepen_usd_inpos,deepen_usd_flat,min_dd_pct,min_dd_usd,bars,inpos_frac,ema_sep_ok_frac,nochop_ok_frac,corr_ok_frac,fomc_allow_frac,deepen_usd_ema_sep_bad,deepen_usd_nochop_bad,deepen_usd_corr_bad,deepen_usd_fomc_blocked
2021-2022,2022-03-30,8.004999999999654,7.724999999999682,7.894999999999754,0.10999999999989996,-0.08763686228099832,-117.816499999999,276,0.13405797101449277,0.2608695652173913,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-03-31,24.655500000000302,22.97550000000024,24.655500000000302,0.0,-0.08785815527925067,-118.1139999999989,276,0.2536231884057971,0.6195652173913043,0.45652173913043476,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-01,0.0,0.0,0.0,0.0,-0.087184978259357,-117.20899999999892,253,0.0,0.6284584980237155,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-03,0.0,0.0,0.0,0.0,-0.087184978259357,-117.20899999999892,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-04,11.242999999999256,7.4959999999994125,11.242999999999256,0.0,-0.09006178723663749,-121.07649999999899,276,0.18840579710144928,0.30434782608695654,0.4673913043478261,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-05,3.9650000000006003,3.0550000000005184,3.9300000000005184,0.035000000000081855,-0.09083687061202883,-122.1184999999989,276,0.06159420289855073,0.6195652173913043,0.11956521739130435,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-06,0.0,0.0,0.0,0.0,-0.09064905050426841,-121.86599999999885,276,0.0,0.0,0.1956521739130435,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-07,40.190000000000964,40.95050000000083,40.190000000000964,0.0,-0.09407407104360588,-126.47049999999876,276,0.32971014492753625,0.4673913043478261,0.5652173913043478,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-08,71.83899999999903,88.71499999999969,71.83899999999903,0.0,-0.09614418336003017,-129.25349999999867,253,0.44664031620553357,1.0,0.6561264822134387,1.0,1.0,0.0,0.8440000000000509,0.0,0.0
2021-2022,2022-04-10,7.858500000000049,4.033500000000004,7.858500000000049,0.0,-0.08037547657027733,-108.05449999999837,23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-11,37.420500000000175,28.202000000000226,37.420500000000175,0.0,-0.0898010706118052,-120.7259999999983,276,0.2210144927536232,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-12,83.74450000000024,83.0635000000002,81.9385000000002,1.80600000000004,-0.09720341438359759,-130.67749999999842,276,0.47101449275362317,1.0,0.8260869565217391,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-13,96.99399999999923,98.51999999999953,96.99399999999923,0.0,-0.088549928349417,-119.04399999999805,276,0.4601449275362319,1.0,0.6086956521739131,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-14,5.378000000000156,0.20499999999992724,5.378000000000156,0.0,-0.09060441998361202,-121.80599999999822,253,0.019762845849802372,1.0,0.11067193675889328,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-17,0.0,0.19200000000000728,0.0,0.0,-0.09045193237137095,-121.6009999999983,23,0.08695652173913043,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-18,73.73949999999854,76.73549999999818,73.41949999999838,0.3200000000001637,-0.0913780156749815,-122.84599999999818,276,0.5869565217391305,1.0,0.7608695652173914,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-19,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,276,0.0,0.5869565217391305,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-20,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,276,0.0,0.0,0.3695652173913043,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-21,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,276,0.0,0.0,0.2826086956521739,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-22,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,253,0.0,0.0,0.4268774703557312,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-24,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-25,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-26,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,276,0.0,0.0,0.5652173913043478,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-27,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-28,0.0,0.0,0.0,0.0,-0.08808056404051923,-118.41299999999865,276,0.0,0.0,0.3695652173913043,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-04-29,65.65999999999894,76.26499999999851,64.11999999999898,1.5399999999999636,-0.08921864231724563,-119.94299999999885,253,0.383399209486166,0.7628458498023716,0.7944664031620553,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-01,0.0,0.0,0.0,0.0,-0.08019211951458305,-107.80799999999908,23,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-02,0.0,0.0,0.0,0.0,-0.08019211951458305,-107.80799999999908,276,0.0,0.043478260869565216,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-03,0.0,0.0,0.0,0.0,-0.08019211951458305,-107.80799999999908,276,0.0,0.0,0.32608695652173914,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-04,7.842999999999847,27.708000000000084,7.842999999999847,0.0,-0.08182113351852438,-109.99799999999868,276,0.07246376811594203,0.07608695652173914,0.3804347826086957,1.0,0.8876811594202898,0.0,0.0,0.0,0.0
2021-2022,2022-05-05,96.38400000000047,97.41399999999976,88.41300000000001,7.971000000000458,-0.06511816116304081,-87.54299999999876,276,0.4166666666666667,0.9782608695652174,0.6086956521739131,1.0,1.0,0.0,6.036000000000058,0.0,0.0
2021-2022,2022-05-06,30.322000000001026,20.747000000001208,30.322000000001026,0.0,-0.0732498420265526,-98.47499999999945,253,0.16996047430830039,0.2885375494071146,0.4980237154150198,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-08,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,23,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-09,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,276,0.0,0.11956521739130435,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-10,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,276,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-11,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,276,0.0,0.0,0.6304347826086957,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-12,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,276,0.0,0.0,0.21739130434782608,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-13,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,253,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-15,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-16,0.0,0.0,0.0,0.0,-0.07177182795083015,-96.48799999999937,276,0.0,0.0,0.2717391304347826,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-17,81.09199999999873,80.69299999999885,81.09199999999873,0.0,-0.07480967872347732,-100.5719999999992,276,0.2898550724637681,0.40217391304347827,0.717391304347826,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-18,0.0,0.0,0.0,0.0,-0.0720686209131921,-96.88699999999926,276,0.0,0.0,0.22826086956521738,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-19,45.681999999999334,51.68699999999944,45.681999999999334,0.0,-0.0720686209131921,-96.88699999999926,276,0.2572463768115942,0.5217391304347826,0.40217391304347827,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-20,73.31399999999985,67.29899999999952,73.25900000000001,0.05499999999983629,-0.0743447774666447,-99.9469999999992,253,0.3952569169960474,1.0,0.782608695652174,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-22,3.2799999999997453,1.374000000000251,3.2799999999997453,0.0,-0.07389549689204145,-99.34299999999894,23,0.34782608695652173,1.0,0.6521739130434783,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-23,104.63799999999947,119.16999999999916,102.85999999999922,1.7780000000002474,-0.07316653172132781,-98.36299999999892,276,0.5797101449275363,1.0,0.6956521739130435,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-24,74.95399999999972,97.52799999999979,74.95399999999972,0.0,-0.06536288518463795,-87.87199999999939,276,0.4746376811594203,1.0,0.5760869565217391,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-25,13.547999999999774,3.0140000000001237,12.364000000000033,1.1839999999997417,-0.05388912216600794,-72.4469999999992,276,0.06521739130434782,0.717391304347826,0.17391304347826086,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-26,0.0,0.0,0.0,0.0,-0.053728452291646245,-72.23099999999886,276,0.0,0.0,0.13043478260869565,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-27,70.37700000000132,80.09200000000101,70.37700000000132,0.0,-0.055707072040726335,-74.89099999999917,253,0.4505928853754941,0.83399209486166,0.8063241106719368,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-29,0.0,0.0,0.0,0.0,-0.04650202715543972,-62.51599999999917,23,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-30,13.406999999999698,9.671999999999116,13.406999999999698,0.0,-0.05349934895227948,-71.92299999999932,246,0.06504065040650407,0.9878048780487805,0.21951219512195122,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-05-31,0.0,0.0,0.0,0.0,-0.04928027706627214,-66.25099999999975,276,0.0,0.05434782608695652,0.03260869565217391,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-01,0.0,0.0,0.0,0.0,-0.04928027706627214,-66.25099999999975,276,0.0,0.0,0.2608695652173913,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-02,76.01999999999998,106.65499999999975,76.01999999999998,0.0,-0.05388837832399784,-72.44600000000037,276,0.572463768115942,0.7065217391304348,0.75,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-03,27.420999999998912,25.196999999998752,27.420999999998912,0.0,-0.028828340975690092,-38.75599999999986,253,0.2015810276679842,0.9130434782608695,0.3201581027667984,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-05,0.0,0.0,0.0,0.0,-0.028146981693676354,-37.840000000000146,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-06,0.0,0.0,0.0,0.0,-0.028146981693676354,-37.840000000000146,276,0.0,0.0,0.15217391304347827,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-07,11.064000000001215,10.463000000001557,11.064000000001215,0.0,-0.03157758104809594,-42.452000000000226,276,0.12318840579710146,0.13043478260869565,0.5978260869565217,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-08,25.28099999999904,21.055999999999585,25.28099999999904,0.0,-0.032733511533084014,-44.0059999999994,276,0.17028985507246377,0.5543478260869565,0.40217391304347827,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-09,0.0,0.0,0.0,0.0,-0.03173676323843466,-42.66599999999926,276,0.0,0.45652173913043476,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-10,4.540999999999258,4.09099999999944,4.540999999999258,0.0,-0.033223703418288064,-44.664999999999054,253,0.04743083003952569,0.20553359683794467,0.05138339920948617,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-12,10.46599999999944,19.575999999999112,10.46599999999944,0.0,-0.02735553379404354,-36.77599999999893,23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-13,24.437999999999192,6.443999999999505,23.867999999999483,0.569999999999709,-0.038679784568476205,-51.99999999999909,276,0.07246376811594203,0.6086956521739131,0.20652173913043478,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-14,0.0,0.0,0.0,0.0,-0.038679784568476205,-51.99999999999909,276,0.0,0.0,0.21739130434782608,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-15,0.0,0.0,0.0,0.0,-0.038679784568476205,-51.99999999999909,276,0.0,0.0,0.532608695652174,1.0,0.8876811594202898,0.0,0.0,0.0,0.0
2021-2022,2022-06-16,38.32699999999977,42.67099999999982,36.501000000000204,1.825999999999567,-0.04134720201967901,-55.585999999998876,276,0.2536231884057971,0.7391304347826086,0.4782608695652174,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-17,8.126999999999498,1.6769999999996799,7.956999999999425,0.17000000000007276,-0.04024631584349936,-54.10599999999886,253,0.02766798418972332,1.0,0.2015810276679842,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-19,0.0,0.0,0.0,0.0,-0.04024631584349936,-54.10599999999886,23,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-20,7.974000000000615,1.7300000000000182,5.794000000000324,2.180000000000291,-0.04489086535976072,-60.349999999999454,246,0.024390243902439025,0.8658536585365854,0.024390243902439025,1.0,1.0,0.0,3.850000000000364,0.0,0.0
2021-2022,2022-06-21,2.6179999999990287,1.3679999999994834,1.8029999999994288,0.8149999999995998,-0.04608324410328479,-61.952999999999065,276,0.025362318840579712,0.2391304347826087,0.21739130434782608,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-22,12.188000000000557,7.8770000000004075,12.188000000000557,0.0,-0.05202877329666622,-69.945999999999,276,0.057971014492753624,0.32608695652173914,0.2826086956521739,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-23,0.0,0.0,0.0,0.0,-0.0490273707825547,-65.91099999999915,276,0.0,0.16304347826086957,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-24,0.0,0.0,0.0,0.0,-0.0490273707825547,-65.91099999999915,253,0.0,0.0,0.3794466403162055,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-26,0.0,0.0,0.0,0.0,-0.0490273707825547,-65.91099999999915,23,0.0,0.0,0.5217391304347826,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-27,29.40699999999947,27.696999999999434,29.40699999999947,0.0,-0.050401618897752076,-67.75849999999923,276,0.38405797101449274,0.532608695652174,0.6195652173913043,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-28,0.0,0.0,0.0,0.0,-0.050299340621248856,-67.62099999999919,276,0.0,0.0,0.31521739130434784,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-29,0.0,0.0,0.0,0.0,-0.050299340621248856,-67.62099999999919,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-06-30,0.0,0.0,0.0,0.0,-0.050299340621248856,-67.62099999999919,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-01,0.0,0.0,0.0,0.0,-0.050299340621248856,-67.62099999999919,253,0.0,0.0,0.07509881422924901,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-03,0.0,0.0,0.0,0.0,-0.050299340621248856,-67.62099999999919,23,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-04,0.0,0.0,0.0,0.0,-0.050299340621248856,-67.62099999999919,246,0.0,0.0,0.47560975609756095,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-05,7.74100000000044,2.393000000000484,6.877000000000862,0.863999999999578,-0.05427740769571454,-72.96899999999914,276,0.043478260869565216,0.043478260869565216,0.34782608695652173,1.0,1.0,0.863999999999578,0.0,0.0,0.0
2021-2022,2022-07-06,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-07,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.14130434782608695,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-08,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,253,0.0,0.0,0.1541501976284585,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-10,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-11,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-12,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.11956521739130435,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-13,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.4673913043478261,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-14,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-15,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,253,0.0,0.0,0.308300395256917,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-17,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-18,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.6195652173913043,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-19,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.358695652173913,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-20,0.0,0.0,0.0,0.0,-0.05427740769571454,-72.96899999999914,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-21,13.260000000000673,18.758000000000266,13.260000000000673,0.0,-0.05427740769571454,-72.96899999999914,276,0.15942028985507245,0.16304347826086957,0.20652173913043478,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-22,105.93900000000167,97.233000000002,101.49800000000141,4.441000000000258,-0.06078453760735014,-81.71699999999964,253,0.44664031620553357,1.0,0.83399209486166,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-24,0.0,0.0,0.0,0.0,-0.05666365286678521,-76.17699999999923,23,0.0,1.0,0.6086956521739131,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-25,39.30400000000054,25.778000000000247,36.7170000000001,2.587000000000444,-0.066724859906655,-89.70299999999952,276,0.14492753623188406,1.0,0.22826086956521738,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-26,20.76299999999992,12.588999999999942,19.492999999999483,1.2700000000004366,-0.07409930960303712,-99.61699999999928,276,0.10869565217391304,0.8152173913043478,0.29347826086956524,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-27,22.581999999999425,26.2549999999992,22.581999999999425,0.0,-0.07870220396668592,-105.80499999999938,276,0.16666666666666666,0.4673913043478261,0.4673913043478261,1.0,0.8876811594202898,0.0,0.0,0.0,0.0
2021-2022,2022-07-28,132.18399999999974,130.099999999999,129.7489999999998,2.4349999999999454,-0.07912024317683053,-106.36700000000019,276,0.7862318840579711,1.0,0.9782608695652174,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-29,65.9589999999971,59.33299999999781,62.88799999999719,3.0709999999999127,-0.07655175671308112,-102.91399999999976,253,0.37549407114624506,1.0,0.6521739130434783,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-07-31,2.61200000000008,2.550000000000182,2.61200000000008,0.0,-0.07802605157874876,-104.89599999999973,23,0.30434782608695654,1.0,0.9130434782608695,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-01,86.63100000000077,74.35399999999981,81.21300000000156,5.417999999999211,-0.09264998551367731,-124.5560000000005,276,0.42028985507246375,1.0,0.717391304347826,1.0,1.0,0.0,0.8249999999998181,0.0,0.0
2021-2022,2022-08-02,83.1540000000009,64.59700000000066,83.1540000000009,0.0,-0.10106581402536541,-135.87000000000126,276,0.3115942028985507,1.0,0.5652173913043478,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-03,0.0,0.0,0.0,0.0,-0.09953349948284462,-133.81000000000085,276,0.0,0.6847826086956522,0.22826086956521738,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-04,120.60300000000007,169.48700000000008,120.60300000000007,0.0,-0.1008545628942602,-135.5860000000007,276,0.8840579710144928,0.9456521739130435,0.9347826086956522,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-05,19.087000000000444,4.8640000000004875,17.314000000000306,1.7730000000001382,-0.073751191541922,-99.1490000000008,253,0.09486166007905138,1.0,0.308300395256917,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-07,0.0,0.0,0.0,0.0,-0.073751191541922,-99.1490000000008,23,0.0,0.34782608695652173,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-08,64.84900000000016,78.17300000000023,64.84900000000016,0.0,-0.07528796913650815,-101.21500000000106,276,0.4963768115942029,0.5,0.5434782608695652,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-09,67.36299999999937,48.770999999999276,67.36299999999937,0.0,-0.08240653718112956,-110.78500000000076,276,0.31521739130434784,1.0,0.6195652173913043,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-10,19.41200000000117,10.696000000001277,19.110000000001037,0.3020000000001346,-0.0841530782227985,-113.13300000000072,276,0.11594202898550725,1.0,0.20652173913043478,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-11,38.74499999999989,27.572000000000116,38.350000000000364,0.39499999999952706,-0.0972513921933047,-130.7420000000011,276,0.12681159420289856,0.8043478260869565,0.2608695652173913,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-12,11.54699999999957,17.26699999999937,11.54699999999957,0.0,-0.09384459578323434,-126.16200000000026,253,0.1541501976284585,0.691699604743083,0.19367588932806323,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-14,9.773999999999887,3.7780000000002474,9.773999999999887,0.0,-0.09266932540596151,-124.58200000000033,23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-15,1.0100000000002183,0.7460000000000946,1.0100000000002183,0.0,-0.09342060583700318,-125.59200000000055,276,0.007246376811594203,0.42391304347826086,0.15217391304347827,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-16,0.0,0.0,0.0,0.0,-0.09286569969684766,-124.84600000000046,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-17,0.0,0.0,0.0,0.0,-0.09286569969684766,-124.84600000000046,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-18,0.0,0.0,0.0,0.0,-0.09286569969684766,-124.84600000000046,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-19,0.0,0.0,0.0,0.0,-0.09286569969684766,-124.84600000000046,253,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-21,0.0,0.0,0.0,0.0,-0.09286569969684766,-124.84600000000046,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-22,0.0,0.0,0.0,0.0,-0.09286569969684766,-124.84600000000046,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-23,0.0,0.0,0.0,0.0,-0.09286569969684766,-124.84600000000046,276,0.0,0.0,0.5108695652173914,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-24,5.561000000000604,5.037000000000262,5.561000000000604,0.0,-0.09378062537029463,-126.07600000000093,276,0.09420289855072464,0.44565217391304346,0.17391304347826086,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-25,67.89300000000048,83.92700000000104,67.89300000000048,0.0,-0.09501540310844214,-127.73600000000079,276,0.5543478260869565,1.0,0.6956521739130435,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-26,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,253,0.0,0.5335968379446641,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-28,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-29,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,276,0.0,0.0,0.31521739130434784,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-30,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,276,0.0,0.0,0.14130434782608695,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-08-31,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-09-01,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,276,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-09-02,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,253,0.0,0.0,0.7984189723320159,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-09-04,0.0,0.0,0.0,0.0,-0.08132871010728837,-109.33600000000024,23,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-09-05,20.86999999999898,14.889999999998508,20.86999999999898,0.0,-0.08635931362722304,-116.09900000000016,246,0.17479674796747968,0.524390243902439,0.24390243902439024,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-09-06,12.875,11.164000000000215,12.875,0.0,-0.09177076425675557,-123.3740000000007,276,0.10144927536231885,0.6195652173913043,0.29347826086956524,1.0,1.0,0.0,0.0,0.0,0.0
2021-2022,2022-09-07,20.330000000000382,21.000000000000455,20.330000000000382,0.0,-0.08968726278413408,-120.57300000000032,276,0.213768115942029,0.21739130434782608,0.5,1.0,1.0,0.0,0.0,0.0,0.0
