period,peak_ts,trough_ts,recovery_ts,peak_equity,trough_equity,max_dd_pct,max_dd_usd,to_trough_bars,to_recovery_bars
2023-2025,2025-09-30 06:00:00+00:00,2025-09-30 06:20:00+00:00,2025-09-30 06:35:00+00:00,3513.7234999999964,3499.3034999999963,-0.004103908574479509,-14.420000000000073,4.0,7.0
2023-2025,2024-11-20 01:05:00+00:00,2024-11-20 01:35:00+00:00,2024-11-20 02:15:00+00:00,1815.6634999999949,1808.3834999999951,-0.004009553532358656,-7.279999999999745,6.0,14.0
2023-2025,2024-11-19 03:15:00+00:00,2024-11-19 06:10:00+00:00,2024-11-19 06:55:00+00:00,1811.0404999999944,1803.9434999999946,-0.0039187417399002555,-7.096999999999753,35.0,44.0
2023-2025,2023-10-18 11:35:00+00:00,2023-10-18 11:50:00+00:00,2023-10-18 12:05:00+00:00,1291.576999999997,1286.5239999999972,-0.003912271587369509,-5.052999999999884,3.0,6.0
2023-2025,2023-10-26 02:05:00+00:00,2023-10-26 03:10:00+00:00,2023-10-26 03:45:00+00:00,1365.456999999997,1360.126999999997,-0.003903455033735903,-5.329999999999927,13.0,20.0
2023-2025,2025-12-12 13:40:00+00:00,2025-12-12 14:35:00+00:00,2025-12-12 14:55:00+00:00,4445.2624999999925,4427.969499999991,-0.0038902089584139654,-17.293000000001484,11.0,15.0
2023-2025,2025-01-21 02:45:00+00:00,2025-01-21 03:10:00+00:00,2025-01-21 03:25:00+00:00,1942.4584999999977,1934.9754999999984,-0.0038523345543800547,-7.482999999999265,5.0,8.0
2023-2025,2025-11-12 15:50:00+00:00,2025-11-12 15:55:00+00:00,2025-11-12 16:05:00+00:00,4309.441999999991,4293.14999999999,-0.003780535855918532,-16.29200000000128,1.0,3.0
2023-2025,2023-01-04 05:10:00+00:00,2023-01-04 05:30:00+00:00,2023-01-04 06:10:00+00:00,1008.2969999999996,1004.5099999999998,-0.003755837813659846,-3.786999999999807,4.0,12.0
2023-2025,2025-02-05 08:45:00+00:00,2025-02-05 09:20:00+00:00,2025-02-05 09:25:00+00:00,2116.793499999999,2108.8504999999986,-0.003752373578244761,-7.943000000000211,7.0,8.0
2023-2025,2023-01-04 06:30:00+00:00,2023-01-04 06:50:00+00:00,2023-01-04 07:05:00+00:00,1011.6699999999996,1007.9099999999999,-0.0037166269633376325,-3.7599999999997635,4.0,7.0
2023-2025,2023-10-19 17:35:00+00:00,2023-10-19 17:50:00+00:00,2023-10-19 18:00:00+00:00,1328.4709999999973,1323.6539999999968,-0.0036259730171004367,-4.817000000000462,3.0,5.0
2023-2025,2023-10-25 15:55:00+00:00,2023-10-25 16:05:00+00:00,2023-10-25 16:20:00+00:00,1359.659999999997,1354.7339999999965,-0.0036229645646708164,-4.926000000000386,2.0,5.0
2023-2025,2025-03-31 02:35:00+00:00,2025-03-31 02:50:00+00:00,2025-03-31 03:00:00+00:00,2208.3665000000037,2200.439500000004,-0.003589530994968282,-7.92699999999968,3.0,5.0
2023-2025,2025-04-16 05:35:00+00:00,2025-04-16 06:05:00+00:00,2025-04-16 06:35:00+00:00,2568.8900000000026,2559.740000000003,-0.0035618496704801217,-9.149999999999636,6.0,12.0
2023-2025,2025-04-11 01:50:00+00:00,2025-04-11 02:00:00+00:00,2025-04-11 02:15:00+00:00,2433.465000000003,2424.8700000000026,-0.0035320006657174607,-8.595000000000255,2.0,5.0
2023-2025,2024-07-16 17:55:00+00:00,2024-07-16 18:35:00+00:00,2024-07-16 19:45:00+00:00,1716.3979999999972,1710.3939999999964,-0.0034980231857650868,-6.004000000000815,8.0,22.0
2023-2025,2023-03-20 07:10:00+00:00,2023-03-20 07:15:00+00:00,2023-03-20 07:20:00+00:00,1198.4460000000015,1194.3170000000011,-0.0034452949903461816,-4.12900000000036,1.0,2.0
2023-2025,2025-09-22 03:55:00+00:00,2025-09-22 04:25:00+00:00,2025-09-22 05:25:00+00:00,3264.871999999998,3253.6289999999995,-0.0034436265801534027,-11.242999999998574,6.0,18.0
2023-2025,2025-04-16 06:35:00+00:00,2025-04-16 06:45:00+00:00,2025-04-16 07:05:00+00:00,2571.9200000000033,2563.1000000000035,-0.0034293446141402395,-8.819999999999709,2.0,6.0
2023-2025,2024-11-18 14:40:00+00:00,2024-11-18 14:55:00+00:00,2024-11-18 15:20:00+00:00,1786.1034999999936,1780.0104999999937,-0.0034113364651039424,-6.092999999999847,3.0,8.0
2023-2025,2025-09-30 02:05:00+00:00,2025-09-30 02:25:00+00:00,2025-09-30 03:15:00+00:00,3474.1034999999974,3462.253499999997,-0.00341095191896279,-11.850000000000364,4.0,14.0
2023-2025,2024-07-16 23:15:00+00:00,2024-07-17 00:15:00+00:00,2024-07-17 00:45:00+00:00,1723.8039999999962,1717.9649999999963,-0.0033872760476248986,-5.838999999999942,12.0,18.0
2023-2025,2023-10-20 07:40:00+00:00,2023-10-20 07:55:00+00:00,2023-10-20 08:15:00+00:00,1349.1209999999974,1344.5539999999974,-0.003385167082863627,-4.567000000000007,3.0,7.0
2023-2025,2025-01-21 16:25:00+00:00,2025-01-21 16:40:00+00:00,2025-01-21 17:05:00+00:00,1964.7454999999989,1958.112499999999,-0.0033760097681861945,-6.632999999999811,3.0,8.0
2023-2025,2025-10-16 13:25:00+00:00,2025-10-16 13:35:00+00:00,2025-10-16 13:45:00+00:00,3819.5644999999954,3807.0114999999955,-0.0032865003326949527,-12.552999999999884,2.0,4.0
2023-2025,2025-05-06 17:45:00+00:00,2025-05-06 18:05:00+00:00,2025-05-06 19:40:00+00:00,3020.3500000000017,3010.450000000002,-0.003277765821841694,-9.899999999999636,4.0,23.0
2023-2025,2024-11-21 09:05:00+00:00,2024-11-21 09:50:00+00:00,2024-11-21 11:20:00+00:00,1825.579999999996,1819.5964999999967,-0.0032775884924239884,-5.983499999999367,9.0,27.0
2023-2025,2025-10-08 08:35:00+00:00,2025-10-08 09:35:00+00:00,2025-10-08 09:45:00+00:00,3630.7004999999963,3618.8304999999955,-0.0032693415499297496,-11.8700000000008,12.0,14.0
2023-2025,2025-04-10 20:10:00+00:00,2025-04-10 20:40:00+00:00,2025-04-10 22:05:00+00:00,2394.090000000003,2386.305000000003,-0.003251757452727322,-7.7849999999998545,6.0,23.0
2023-2025,2025-04-09 17:00:00+00:00,2025-04-09 17:10:00+00:00,2025-04-09 17:20:00+00:00,2289.330000000002,2281.9525000000026,-0.0032225585651695088,-7.3774999999996,2.0,4.0
2023-2025,2025-05-06 15:35:00+00:00,2025-05-06 15:55:00+00:00,2025-05-06 16:25:00+00:00,2984.1000000000026,2974.530000000002,-0.003206997084548302,-9.570000000000618,4.0,10.0
2023-2025,2025-01-21 03:25:00+00:00,2025-01-21 03:45:00+00:00,2025-01-21 04:30:00+00:00,1943.625499999998,1937.415499999998,-0.0031950599536794133,-6.210000000000036,4.0,13.0
2023-2025,2025-04-11 00:45:00+00:00,2025-04-11 00:55:00+00:00,2025-04-11 01:05:00+00:00,2430.490000000003,2422.7850000000026,-0.003170142646133245,-7.705000000000382,2.0,4.0
2023-2025,2025-10-16 14:15:00+00:00,2025-10-16 14:25:00+00:00,2025-10-16 14:35:00+00:00,3841.3944999999953,3829.277499999995,-0.0031543232542244892,-12.11700000000019,2.0,4.0
2023-2025,2024-11-22 07:55:00+00:00,2024-11-22 08:05:00+00:00,2024-11-22 08:20:00+00:00,1861.3984999999964,1855.6784999999961,-0.0030729583160189478,-5.720000000000255,2.0,5.0
2023-2025,2025-09-21 22:30:00+00:00,2025-09-22 00:00:00+00:00,2025-09-22 01:10:00+00:00,3254.541999999999,3244.5519999999983,-0.0030695563308141827,-9.990000000000691,18.0,32.0
2023-2025,2025-05-06 20:10:00+00:00,2025-05-06 20:25:00+00:00,2025-05-06 20:30:00+00:00,3035.1300000000024,3025.870000000002,-0.003050940157423354,-9.260000000000218,3.0,4.0
2023-2025,2025-06-02 14:45:00+00:00,2025-06-02 15:35:00+00:00,2025-06-02 16:05:00+00:00,3162.022000000004,3152.487000000004,-0.003015475540650847,-9.534999999999854,10.0,16.0
2023-2025,2025-06-02 14:20:00+00:00,2025-06-02 14:30:00+00:00,2025-06-02 14:45:00+00:00,3161.8680000000045,3152.365000000005,-0.003005501810954714,-9.502999999999702,2.0,5.0
2023-2025,2025-04-21 22:25:00+00:00,2025-04-21 22:40:00+00:00,2025-04-21 23:20:00+00:00,2803.5800000000013,2795.1700000000014,-0.0029997360517622917,-8.409999999999854,3.0,11.0
2023-2025,2025-04-22 06:00:00+00:00,2025-04-22 06:05:00+00:00,2025-04-22 06:15:00+00:00,2924.190000000002,2915.450000000002,-0.0029888618728604044,-8.739999999999782,1.0,3.0
2023-2025,2025-04-11 01:05:00+00:00,2025-04-11 01:20:00+00:00,2025-04-11 01:50:00+00:00,2432.5400000000027,2425.305000000003,-0.0029742573606188483,-7.234999999999673,3.0,9.0
2023-2025,2025-09-30 05:05:00+00:00,2025-09-30 05:10:00+00:00,2025-09-30 06:00:00+00:00,3513.0364999999965,3502.743499999997,-0.002929943938811852,-10.292999999999665,1.0,11.0
2023-2025,2023-01-04 07:45:00+00:00,2023-01-04 07:50:00+00:00,2023-01-04 08:00:00+00:00,1030.2629999999995,1027.2479999999996,-0.0029264372301052166,-3.0149999999998727,1.0,3.0
2023-2025,2025-04-10 03:00:00+00:00,2025-04-10 03:05:00+00:00,2025-04-10 03:15:00+00:00,2347.0750000000025,2340.2450000000026,-0.0029100050062311755,-6.829999999999927,1.0,3.0
2023-2025,2025-01-21 17:10:00+00:00,2025-01-21 17:20:00+00:00,2025-01-21 17:25:00+00:00,1967.4524999999983,1961.8054999999983,-0.002870209064767759,-5.6469999999999345,2.0,3.0
2023-2025,2023-03-17 18:05:00+00:00,2023-03-17 18:10:00+00:00,2023-03-17 18:15:00+00:00,1154.6340000000012,1151.3420000000012,-0.0028511199219838357,-3.2919999999999163,1.0,2.0
2023-2025,2025-06-02 11:40:00+00:00,2025-06-02 12:05:00+00:00,2025-06-02 12:20:00+00:00,3123.585000000004,3114.6850000000045,-0.002849290158583706,-8.899999999999636,5.0,8.0
2023-2025,2025-11-12 16:35:00+00:00,2025-11-12 16:40:00+00:00,2025-11-12 16:55:00+00:00,4330.41199999999,4318.211999999991,-0.00281728389816005,-12.199999999998909,1.0,4.0
2023-2025,2025-05-23 16:45:00+00:00,2025-05-23 17:10:00+00:00,2025-05-23 17:30:00+00:00,3108.1670000000045,3099.4270000000047,-0.0028119467197225134,-8.739999999999782,5.0,9.0
2023-2025,2025-04-15 23:40:00+00:00,2025-04-15 23:55:00+00:00,2025-04-16 00:00:00+00:00,2474.8800000000024,2467.940000000003,-0.0028041763641063477,-6.9399999999996,3.0,4.0
2023-2025,2025-06-02 13:55:00+00:00,2025-06-02 14:10:00+00:00,2025-06-02 14:15:00+00:00,3155.085000000004,3146.240000000005,-0.002803411001605083,-8.844999999999345,3.0,4.0
2023-2025,2025-04-10 03:25:00+00:00,2025-04-10 03:30:00+00:00,2025-04-10 03:35:00+00:00,2362.8950000000023,2356.2750000000024,-0.002801647978433186,-6.619999999999891,1.0,2.0
2023-2025,2024-11-18 15:35:00+00:00,2024-11-18 15:50:00+00:00,2024-11-18 16:00:00+00:00,1790.520499999994,1785.5104999999937,-0.00279806905310509,-5.010000000000218,3.0,5.0
2023-2025,2025-04-21 13:55:00+00:00,2025-04-21 14:00:00+00:00,2025-04-21 14:05:00+00:00,2791.540000000003,2783.7600000000034,-0.0027869921262098085,-7.779999999999745,1.0,2.0
2023-2025,2023-10-18 09:45:00+00:00,2023-10-18 10:25:00+00:00,2023-10-18 11:00:00+00:00,1288.0239999999972,1284.4439999999968,-0.0027794513145721345,-3.580000000000382,8.0,15.0
2023-2025,2024-04-12 01:50:00+00:00,2024-04-12 01:55:00+00:00,2024-04-12 02:00:00+00:00,1614.8244999999945,1610.3744999999947,-0.002755717416970005,-4.449999999999818,1.0,2.0
2023-2025,2024-07-17 01:25:00+00:00,2024-07-17 01:30:00+00:00,2024-07-17 01:45:00+00:00,1738.6449999999966,1733.8579999999963,-0.0027532935130519798,-4.787000000000262,1.0,4.0
2023-2025,2025-01-24 11:35:00+00:00,2025-01-24 12:05:00+00:00,2025-01-24 13:05:00+00:00,2002.6724999999985,1997.1694999999988,-0.002747828214548109,-5.502999999999702,6.0,18.0
2023-2025,2024-04-05 15:40:00+00:00,2024-04-05 15:45:00+00:00,2024-04-05 16:05:00+00:00,1573.2204999999951,1568.9304999999943,-0.0027268904772095315,-4.290000000000873,1.0,5.0
2023-2025,2025-05-06 01:45:00+00:00,2025-05-06 01:55:00+00:00,2025-05-06 02:00:00+00:00,2952.440000000003,2944.410000000002,-0.002719784313991336,-8.030000000000655,2.0,3.0
2023-2025,2025-05-23 12:25:00+00:00,2025-05-23 12:30:00+00:00,2025-05-23 12:35:00+00:00,3085.621000000005,3077.281000000005,-0.0027028594892244406,-8.340000000000146,1.0,2.0
2023-2025,2025-04-09 15:25:00+00:00,2025-04-09 15:45:00+00:00,2025-04-09 16:00:00+00:00,2282.2100000000023,2276.0450000000023,-0.0027013289749847624,-6.164999999999964,4.0,7.0
2023-2025,2025-03-31 05:55:00+00:00,2025-03-31 06:00:00+00:00,2025-03-31 06:10:00+00:00,2234.5165000000043,2228.529500000004,-0.002679326825288597,-5.98700000000008,1.0,3.0
2023-2025,2025-04-16 18:05:00+00:00,2025-04-16 18:10:00+00:00,2025-04-16 18:25:00+00:00,2650.3900000000026,2643.3100000000027,-0.0026713049777579156,-7.079999999999927,1.0,4.0
2023-2025,2025-03-31 03:10:00+00:00,2025-03-31 04:05:00+00:00,2025-03-31 04:25:00+00:00,2214.8665000000037,2208.979500000004,-0.002657948007249944,-5.886999999999716,11.0,15.0
2023-2025,2025-04-10 23:05:00+00:00,2025-04-10 23:15:00+00:00,2025-04-10 23:55:00+00:00,2407.715000000003,2401.380000000003,-0.0026311253615980412,-6.335000000000036,2.0,10.0
2023-2025,2025-12-22 16:20:00+00:00,2025-12-22 16:35:00+00:00,2025-12-22 17:15:00+00:00,4465.659499999992,4453.976499999991,-0.0026161869260298287,-11.683000000000902,3.0,11.0
2023-2025,2025-11-19 11:20:00+00:00,2025-11-19 11:45:00+00:00,2025-11-19 12:40:00+00:00,4365.769499999992,4354.379499999991,-0.002608932972755773,-11.390000000001237,5.0,16.0
2023-2025,2025-09-22 09:30:00+00:00,2025-09-22 09:45:00+00:00,2025-09-22 10:25:00+00:00,3322.461999999998,3313.9419999999986,-0.002564363414841009,-8.519999999999527,3.0,11.0
2023-2025,2025-01-03 02:20:00+00:00,2025-01-03 02:30:00+00:00,2025-01-03 02:55:00+00:00,1902.534499999995,1897.7074999999948,-0.00253714190202603,-4.8270000000002256,2.0,7.0
2023-2025,2025-04-16 00:05:00+00:00,2025-04-16 00:10:00+00:00,2025-04-16 00:20:00+00:00,2503.530000000004,2497.2600000000034,-0.0025044636972596512,-6.270000000000437,1.0,3.0
2023-2025,2025-04-10 19:05:00+00:00,2025-04-10 19:10:00+00:00,2025-04-10 19:35:00+00:00,2393.3250000000025,2387.3750000000027,-0.002486081079669411,-5.949999999999818,1.0,6.0
2023-2025,2025-04-16 00:50:00+00:00,2025-04-16 01:00:00+00:00,2025-04-16 01:05:00+00:00,2520.710000000003,2514.4600000000023,-0.0024794601521003212,-6.2500000000009095,2.0,3.0
2023-2025,2025-04-21 23:20:00+00:00,2025-04-21 23:25:00+00:00,2025-04-21 23:30:00+00:00,2817.070000000002,2810.200000000002,-0.002438704043562945,-6.869999999999891,1.0,2.0
2023-2025,2025-03-18 12:20:00+00:00,2025-03-18 12:25:00+00:00,2025-03-18 12:40:00+00:00,2135.9835000000057,2130.783500000006,-0.0024344757344800794,-5.199999999999818,1.0,4.0
2023-2025,2025-10-06 04:45:00+00:00,2025-10-06 04:50:00+00:00,2025-10-06 05:10:00+00:00,3549.5004999999974,3540.913499999998,-0.0024192136330166703,-8.586999999999534,1.0,5.0
2023-2025,2025-09-29 06:15:00+00:00,2025-09-29 06:30:00+00:00,2025-09-29 06:45:00+00:00,3406.180499999996,3397.953499999997,-0.0024153153363419833,-8.226999999998952,3.0,6.0
2023-2025,2023-10-18 12:10:00+00:00,2023-10-18 12:20:00+00:00,2023-10-18 12:25:00+00:00,1295.5039999999972,1292.4039999999968,-0.002392891106473116,-3.100000000000364,2.0,3.0
2023-2025,2025-02-05 05:50:00+00:00,2025-02-05 06:10:00+00:00,2025-02-05 06:25:00+00:00,2097.633499999999,2092.6304999999993,-0.0023850686976536473,-5.002999999999702,4.0,7.0
2023-2025,2024-11-22 08:20:00+00:00,2024-11-22 08:30:00+00:00,2024-11-22 08:40:00+00:00,1863.6094999999966,1859.1784999999961,-0.0023776440289666745,-4.431000000000495,2.0,4.0
2023-2025,2024-07-16 20:10:00+00:00,2024-07-16 22:20:00+00:00,2024-07-16 22:45:00+00:00,1722.2249999999965,1718.1349999999973,-0.0023748348792981266,-4.089999999999236,26.0,31.0
2023-2025,2024-10-30 05:55:00+00:00,2024-10-30 06:05:00+00:00,2024-10-30 06:10:00+00:00,1752.9064999999935,1748.7854999999943,-0.002350952546527285,-4.120999999999185,2.0,3.0
2023-2025,2025-05-23 16:00:00+00:00,2025-05-23 16:10:00+00:00,2025-05-23 16:35:00+00:00,3105.121000000005,3097.8410000000044,-0.002344514110722451,-7.280000000000655,2.0,7.0
2023-2025,2025-10-06 02:10:00+00:00,2025-10-06 02:35:00+00:00,2025-10-06 03:20:00+00:00,3517.833499999998,3509.673499999997,-0.0023196094982894655,-8.160000000000764,5.0,14.0
2023-2025,2023-10-13 17:55:00+00:00,2023-10-13 18:00:00+00:00,2023-10-13 18:05:00+00:00,1269.2349999999965,1266.2969999999964,-0.0023147801628541353,-2.938000000000102,1.0,2.0
2023-2025,2025-01-22 01:20:00+00:00,2025-01-22 02:45:00+00:00,2025-01-22 03:30:00+00:00,1974.692499999999,1970.1424999999988,-0.0023041562167275265,-4.550000000000182,17.0,26.0
2023-2025,2024-11-22 07:00:00+00:00,2024-11-22 07:15:00+00:00,2024-11-22 07:35:00+00:00,1851.3184999999955,1847.1074999999962,-0.002274595106136146,-4.210999999999331,3.0,7.0
2023-2025,2024-04-05 15:25:00+00:00,2024-04-05 15:35:00+00:00,2024-04-05 15:40:00+00:00,1568.7934999999954,1565.2274999999947,-0.002273084379812107,-3.566000000000713,2.0,3.0
2023-2025,2025-01-30 11:40:00+00:00,2025-01-30 12:05:00+00:00,2025-01-30 12:40:00+00:00,2023.089499999999,2018.5194999999992,-0.002258921318112561,-4.569999999999709,5.0,12.0
2023-2025,2025-04-11 09:55:00+00:00,2025-04-11 10:05:00+00:00,2025-04-11 10:10:00+00:00,2440.197000000003,2434.7000000000025,-0.002252686975682816,-5.497000000000298,2.0,3.0
2023-2025,2025-04-16 07:05:00+00:00,2025-04-16 07:10:00+00:00,2025-04-16 07:15:00+00:00,2575.6400000000026,2569.8400000000033,-0.0022518674970101182,-5.799999999999272,1.0,2.0
2023-2025,2023-01-04 03:05:00+00:00,2023-01-04 03:55:00+00:00,2023-01-04 05:00:00+00:00,1007.6799999999994,1005.4399999999996,-0.0022229279136231073,-2.2399999999997817,10.0,23.0
2023-2025,2025-09-16 08:15:00+00:00,2025-09-16 08:35:00+00:00,2025-09-16 09:25:00+00:00,3228.6689999999985,3221.501999999999,-0.0022198001715256765,-7.166999999999462,4.0,14.0
2023-2025,2023-10-18 01:50:00+00:00,2023-10-18 01:55:00+00:00,2023-10-18 02:10:00+00:00,1279.5069999999969,1276.703999999997,-0.002190687506985034,-2.8029999999998836,1.0,4.0
2023-2025,2025-04-21 09:30:00+00:00,2025-04-21 09:50:00+00:00,2025-04-21 10:15:00+00:00,2734.620000000004,2728.650000000003,-0.0021831186782811374,-5.970000000001164,4.0,9.0
2023-2025,2025-04-10 19:55:00+00:00,2025-04-10 20:00:00+00:00,2025-04-10 20:10:00+00:00,2393.890000000003,2388.680000000003,-0.0021763740188563974,-5.210000000000036,1.0,3.0
2023-2025,2025-04-10 15:30:00+00:00,2025-04-10 15:35:00+00:00,2025-04-10 15:40:00+00:00,2388.430000000003,2383.3100000000027,-0.002143667597543253,-5.120000000000346,1.0,2.0
2023-2025,2025-05-23 11:50:00+00:00,2025-05-23 11:55:00+00:00,2025-05-23 12:00:00+00:00,3075.5240000000044,3068.9340000000043,-0.0021427242967377857,-6.5900000000001455,1.0,2.0
2023-2025,2025-04-16 07:15:00+00:00,2025-04-16 07:20:00+00:00,2025-04-16 07:30:00+00:00,2579.780000000003,2574.3400000000033,-0.0021087069440027806,-5.4399999999996,1.0,3.0
2023-2025,2023-11-29 01:00:00+00:00,2023-11-29 01:10:00+00:00,2023-11-29 01:30:00+00:00,1420.5009999999968,1417.5499999999959,-0.002077436059531812,-2.9510000000009313,2.0,6.0
2023-2025,2025-12-22 23:30:00+00:00,2025-12-22 23:40:00+00:00,2025-12-22 23:50:00+00:00,4504.23949999999,4494.926499999991,-0.0020676076394247067,-9.312999999998283,2.0,4.0
2023-2025,2025-10-20 12:45:00+00:00,2025-10-20 12:50:00+00:00,2025-10-20 13:00:00+00:00,4080.4444999999964,4072.0244999999964,-0.002063500679889141,-8.420000000000073,1.0,3.0
2023-2025,2025-01-30 13:05:00+00:00,2025-01-30 13:35:00+00:00,2025-01-30 13:40:00+00:00,2029.1494999999993,2024.9794999999992,-0.0020550481864446413,-4.170000000000073,6.0,7.0
2023-2025,2025-04-16 15:55:00+00:00,2025-04-16 16:00:00+00:00,2025-04-16 16:20:00+00:00,2641.7600000000034,2636.3500000000035,-0.002047877172793866,-5.4099999999998545,1.0,5.0
2023-2025,2025-04-01 03:55:00+00:00,2025-04-01 05:10:00+00:00,2025-04-01 05:35:00+00:00,2253.1705000000034,2248.5755000000036,-0.0020393485535159517,-4.5949999999998,15.0,20.0
2023-2025,2024-07-16 20:10:00+00:00,2024-07-16 20:20:00+00:00,2024-07-16 20:50:00+00:00,1722.2249999999965,1718.717999999997,-0.002036319296259026,-3.506999999999607,2.0,8.0
2023-2025,2025-09-22 10:25:00+00:00,2025-09-22 10:40:00+00:00,2025-09-22 10:50:00+00:00,3325.658999999999,3318.911999999999,-0.0020287708391029113,-6.747000000000298,3.0,5.0
2023-2025,2025-01-22 03:40:00+00:00,2025-01-22 03:50:00+00:00,2025-01-22 04:15:00+00:00,1977.1854999999994,1973.1854999999994,-0.0020230777537059152,-4.0,2.0,7.0
2023-2025,2025-04-10 02:25:00+00:00,2025-04-10 02:30:00+00:00,2025-04-10 02:40:00+00:00,2336.0650000000032,2331.345000000002,-0.00202049172433183,-4.720000000001164,1.0,3.0
2023-2025,2023-03-17 17:55:00+00:00,2023-03-17 18:00:00+00:00,2023-03-17 18:05:00+00:00,1152.6920000000016,1150.3740000000014,-0.0020109448143998954,-2.318000000000211,1.0,2.0
2023-2025,2025-04-10 02:40:00+00:00,2025-04-10 02:45:00+00:00,2025-04-10 02:50:00+00:00,2340.8750000000027,2336.2050000000027,-0.0019949805094249262,-4.670000000000073,1.0,2.0
2023-2025,2025-09-30 00:45:00+00:00,2025-09-30 00:50:00+00:00,2025-09-30 01:05:00+00:00,3453.9434999999967,3447.1534999999967,-0.0019658688684397463,-6.789999999999964,1.0,4.0
2023-2025,2024-11-22 10:25:00+00:00,2024-11-22 10:30:00+00:00,2024-11-22 11:05:00+00:00,1881.1884999999963,1877.508499999996,-0.0019562101299259727,-3.680000000000291,1.0,8.0
2023-2025,2025-09-30 03:55:00+00:00,2025-09-30 04:15:00+00:00,2025-09-30 05:00:00+00:00,3506.820499999996,3499.963499999996,-0.0019553324728197596,-6.856999999999971,4.0,13.0
2023-2025,2023-03-17 18:30:00+00:00,2023-03-17 18:35:00+00:00,2023-03-17 18:45:00+00:00,1165.4110000000016,1163.1620000000014,-0.001929791292514138,-2.249000000000251,1.0,3.0
2023-2025,2025-05-23 12:10:00+00:00,2025-05-23 12:20:00+00:00,2025-05-23 12:25:00+00:00,3084.911000000004,3078.9840000000045,-0.0019212871943468102,-5.92699999999968,2.0,3.0
2023-2025,2025-12-22 21:30:00+00:00,2025-12-22 22:00:00+00:00,2025-12-22 23:05:00+00:00,4482.19649999999,4473.61649999999,-0.0019142400383382885,-8.579999999999927,6.0,19.0
2023-2025,2025-12-23 01:55:00+00:00,2025-12-23 02:05:00+00:00,2025-12-23 02:35:00+00:00,4563.806499999989,4555.1364999999905,-0.0018997299732138595,-8.669999999998254,2.0,8.0
2023-2025,2025-10-16 20:15:00+00:00,2025-10-16 20:40:00+00:00,2025-10-16 20:45:00+00:00,3943.794499999995,3936.3244999999956,-0.001894114919020029,-7.469999999999345,5.0,6.0
2023-2025,2025-09-30 01:25:00+00:00,2025-09-30 01:30:00+00:00,2025-09-30 01:35:00+00:00,3469.203499999997,3462.7234999999964,-0.0018678639059370727,-6.480000000000473,1.0,2.0
2023-2025,2025-09-19 19:55:00+00:00,2025-09-19 20:20:00+00:00,2025-09-19 20:40:00+00:00,3241.2059999999988,3235.1919999999986,-0.0018554821878029593,-6.014000000000124,5.0,9.0
2023-2025,2025-01-30 14:00:00+00:00,2025-01-30 14:15:00+00:00,2025-01-30 14:25:00+00:00,2036.3524999999997,2032.6194999999996,-0.0018331796680585155,-3.7330000000001746,3.0,5.0
2023-2025,2025-04-10 23:55:00+00:00,2025-04-11 00:10:00+00:00,2025-04-11 00:15:00+00:00,2407.765000000003,2403.3550000000027,-0.0018315740946480696,-4.410000000000309,3.0,4.0
2023-2025,2025-06-02 07:25:00+00:00,2025-06-02 07:30:00+00:00,2025-06-02 07:35:00+00:00,3118.616000000005,3112.9090000000047,-0.0018299784263277052,-5.707000000000335,1.0,2.0
2023-2025,2025-01-03 00:10:00+00:00,2025-01-03 00:45:00+00:00,2025-01-03 01:00:00+00:00,1900.5684999999946,1897.1074999999953,-0.001821034074804162,-3.4609999999993306,7.0,10.0
2023-2025,2025-01-24 13:20:00+00:00,2025-01-24 13:35:00+00:00,2025-01-24 13:45:00+00:00,2009.572499999999,2005.9324999999988,-0.0018113305193021567,-3.6400000000003274,3.0,5.0
2023-2025,2023-01-04 02:15:00+00:00,2023-01-04 02:25:00+00:00,2023-01-04 02:40:00+00:00,1004.2529999999997,1002.4529999999995,-0.0017923770205318101,-1.800000000000182,2.0,5.0
2023-2025,2025-01-22 04:50:00+00:00,2025-01-22 05:10:00+00:00,2025-01-22 05:30:00+00:00,1981.2524999999985,1977.7254999999984,-0.001780187028155189,-3.5270000000000437,4.0,8.0
2023-2025,2023-03-15 16:45:00+00:00,2023-03-15 17:00:00+00:00,2023-03-15 17:05:00+00:00,1121.0770000000014,1119.0970000000013,-0.0017661587919474142,-1.9800000000000182,3.0,4.0
2023-2025,2025-04-22 03:30:00+00:00,2025-04-22 03:35:00+00:00,2025-04-22 03:45:00+00:00,2912.6400000000026,2907.5000000000014,-0.0017647220391127094,-5.140000000001237,1.0,3.0
2023-2025,2025-04-11 00:25:00+00:00,2025-04-11 00:30:00+00:00,2025-04-11 00:35:00+00:00,2416.800000000003,2412.5400000000027,-0.0017626613704072591,-4.260000000000218,1.0,2.0
2023-2025,2025-10-20 18:40:00+00:00,2025-10-20 18:50:00+00:00,2025-10-20 19:10:00+00:00,4164.084499999997,4156.774499999996,-0.0017554879109684673,-7.31000000000131,2.0,6.0
2023-2025,2023-10-20 02:05:00+00:00,2023-10-20 02:10:00+00:00,2023-10-20 02:50:00+00:00,1343.850999999997,1341.5069999999969,-0.0017442409910027878,-2.344000000000051,1.0,9.0
2023-2025,2025-10-08 03:15:00+00:00,2025-10-08 03:25:00+00:00,2025-10-08 03:50:00+00:00,3578.123499999996,3571.9734999999955,-0.0017187780131123764,-6.150000000000546,2.0,7.0
