period,peak_ts,trough_ts,recovery_ts,peak_equity,trough_equity,max_dd_pct,max_dd_usd,to_trough_bars,to_recovery_bars
2023-2025,2024-04-12 02:15:00+00:00,2024-04-12 03:50:00+00:00,2024-04-12 06:50:00+00:00,1623.7344999999943,1602.6044999999942,-0.01301321121156207,-21.13000000000011,19.0,55.0
2023-2025,2025-01-21 07:45:00+00:00,2025-01-21 09:15:00+00:00,2025-01-21 15:50:00+00:00,1955.1354999999983,1929.6954999999978,-0.01301188587696378,-25.44000000000051,18.0,97.0
2023-2025,2025-05-23 13:05:00+00:00,2025-05-23 14:00:00+00:00,2025-05-23 16:00:00+00:00,3102.434000000005,3062.2610000000045,-0.012948865310269508,-40.173000000000684,11.0,35.0
2023-2025,2025-01-03 03:25:00+00:00,2025-01-07 07:55:00+00:00,2025-01-07 12:50:00+00:00,1908.597499999995,1883.918499999996,-0.012930437140360573,-24.678999999999178,1206.0,1265.0
2023-2025,2025-03-31 08:10:00+00:00,2025-03-31 10:10:00+00:00,2025-04-01 02:30:00+00:00,2248.716500000004,2220.6565000000046,-0.012478229247661732,-28.05999999999949,24.0,220.0
2023-2025,2025-04-11 03:30:00+00:00,2025-04-11 05:45:00+00:00,2025-04-11 09:55:00+00:00,2436.880000000003,2406.840000000003,-0.012327238107744276,-30.039999999999964,27.0,77.0
2023-2025,2024-11-19 06:55:00+00:00,2024-11-19 15:00:00+00:00,2024-11-20 01:05:00+00:00,1813.940499999995,1791.6759999999947,-0.012274107116523547,-22.264500000000226,97.0,218.0
2023-2025,2025-10-16 16:30:00+00:00,2025-10-16 16:40:00+00:00,2025-10-16 17:20:00+00:00,3889.5944999999942,3842.477499999996,-0.012113602073429153,-47.11699999999837,2.0,10.0
2023-2025,2023-03-20 06:05:00+00:00,2023-03-20 06:15:00+00:00,2023-03-20 07:05:00+00:00,1186.9070000000008,1172.5360000000012,-0.01210794106025126,-14.37099999999964,2.0,12.0
2023-2025,2025-05-06 13:50:00+00:00,2025-05-06 14:45:00+00:00,2025-05-06 15:35:00+00:00,2981.4800000000027,2946.320000000003,-0.011792800890832678,-35.159999999999854,11.0,21.0
2023-2025,2025-04-15 05:00:00+00:00,2025-04-15 11:00:00+00:00,2025-04-15 23:40:00+00:00,2474.590000000004,2445.5400000000027,-0.011739318432548829,-29.05000000000109,72.0,224.0
2023-2025,2025-11-11 04:05:00+00:00,2025-11-11 14:30:00+00:00,2025-11-12 15:15:00+00:00,4238.420999999991,4189.585999999991,-0.011521979529640958,-48.835000000000036,125.0,422.0
2023-2025,2023-03-17 14:55:00+00:00,2023-03-17 15:20:00+00:00,2023-03-17 17:05:00+00:00,1131.1050000000012,1118.1210000000012,-0.011479040407389118,-12.983999999999924,5.0,26.0
2023-2025,2025-10-13 16:15:00+00:00,2025-10-13 19:10:00+00:00,2025-10-13 23:35:00+00:00,3687.973499999996,3645.7034999999973,-0.011461579102994834,-42.26999999999862,35.0,88.0
2023-2025,2025-10-16 22:20:00+00:00,2025-10-16 23:00:00+00:00,2025-10-16 23:50:00+00:00,4049.031499999996,4004.0114999999955,-0.011118708263939237,-45.02000000000044,8.0,18.0
2023-2025,2025-04-16 01:05:00+00:00,2025-04-16 01:35:00+00:00,2025-04-16 02:10:00+00:00,2532.0600000000027,2504.2300000000027,-0.01099105076498974,-27.829999999999927,6.0,13.0
2023-2025,2025-10-06 05:10:00+00:00,2025-10-06 06:35:00+00:00,2025-10-06 08:05:00+00:00,3558.7634999999973,3520.0134999999964,-0.010888613418677862,-38.75000000000091,17.0,35.0
2023-2025,2023-11-29 01:30:00+00:00,2023-12-01 08:05:00+00:00,2023-12-01 09:30:00+00:00,1420.7499999999966,1405.402999999996,-0.010802041175436039,-15.347000000000662,655.0,672.0
2023-2025,2025-09-29 12:00:00+00:00,2025-09-29 13:05:00+00:00,2025-09-29 15:05:00+00:00,3430.283499999997,3393.253499999996,-0.010795026125391849,-37.030000000000655,13.0,37.0
2023-2025,2025-03-18 13:25:00+00:00,2025-03-18 14:15:00+00:00,2025-03-18 19:20:00+00:00,2149.3765000000058,2126.256500000006,-0.010756607788351524,-23.11999999999989,10.0,71.0
2023-2025,2023-10-20 02:55:00+00:00,2023-10-20 06:35:00+00:00,2023-10-20 07:40:00+00:00,1348.4069999999974,1334.103999999997,-0.010607331465944947,-14.303000000000338,44.0,57.0
2023-2025,2024-04-12 08:05:00+00:00,2024-04-12 11:35:00+00:00,2024-04-12 14:55:00+00:00,1636.844499999994,1619.8144999999943,-0.010404164842781172,-17.029999999999745,42.0,82.0
2023-2025,2025-01-31 00:20:00+00:00,2025-01-31 18:35:00+00:00,2025-02-03 14:15:00+00:00,2061.7794999999996,2040.8464999999992,-0.010152880072772263,-20.933000000000447,219.0,1031.0
2023-2025,2023-10-18 02:30:00+00:00,2023-10-18 06:50:00+00:00,2023-10-18 09:35:00+00:00,1283.4239999999963,1270.4539999999965,-0.01010577953973113,-12.9699999999998,52.0,85.0
2023-2025,2025-04-21 13:10:00+00:00,2025-04-21 13:35:00+00:00,2025-04-21 13:50:00+00:00,2785.530000000004,2757.950000000004,-0.009901167820845491,-27.579999999999927,5.0,8.0
2023-2025,2023-10-25 17:50:00+00:00,2023-10-25 20:35:00+00:00,2023-10-26 01:50:00+00:00,1363.7969999999966,1350.4869999999971,-0.00975951699556421,-13.30999999999949,33.0,96.0
2023-2025,2023-12-01 18:35:00+00:00,2023-12-01 20:00:00+00:00,2023-12-03 23:05:00+00:00,1429.6029999999953,1415.8499999999956,-0.009620153287311028,-13.752999999999702,17.0,630.0
2023-2025,2025-10-08 10:00:00+00:00,2025-10-09 11:25:00+00:00,2025-10-09 13:00:00+00:00,3650.0934999999963,3615.0334999999973,-0.009605233400185265,-35.059999999999036,305.0,324.0
2023-2025,2025-01-24 13:45:00+00:00,2025-01-24 14:30:00+00:00,2025-01-24 15:25:00+00:00,2012.9324999999988,1993.6624999999983,-0.009573097955346443,-19.270000000000437,9.0,20.0
2023-2025,2024-10-30 06:50:00+00:00,2024-10-30 08:55:00+00:00,2024-11-18 13:30:00+00:00,1761.8964999999941,1745.6664999999937,-0.009211664816860976,-16.230000000000473,25.0,5552.0
2023-2025,2025-04-21 03:00:00+00:00,2025-04-21 04:20:00+00:00,2025-04-21 06:00:00+00:00,2712.700000000003,2687.9300000000035,-0.00913112397242577,-24.769999999999527,16.0,36.0
2023-2025,2023-10-19 23:40:00+00:00,2023-10-20 01:10:00+00:00,2023-10-20 02:05:00+00:00,1342.766999999997,1330.583999999997,-0.009073055861515855,-12.182999999999993,18.0,29.0
2023-2025,2023-10-25 16:20:00+00:00,2023-10-25 17:05:00+00:00,2023-10-25 17:30:00+00:00,1359.836999999997,1347.9139999999968,-0.008767962630815473,-11.92300000000023,9.0,14.0
2023-2025,2023-03-13 19:45:00+00:00,2023-03-15 15:50:00+00:00,2023-03-15 16:20:00+00:00,1118.2200000000012,1108.4970000000014,-0.008695068948864959,-9.722999999999729,529.0,535.0
2023-2025,2025-04-10 15:40:00+00:00,2025-04-10 17:10:00+00:00,2025-04-10 18:50:00+00:00,2392.2100000000028,2371.4900000000025,-0.008661446946547469,-20.720000000000255,18.0,38.0
2023-2025,2025-09-22 10:55:00+00:00,2025-09-22 12:25:00+00:00,2025-09-22 17:40:00+00:00,3327.491999999999,3298.701999999998,-0.008652162048774503,-28.790000000000873,18.0,81.0
2023-2025,2025-11-25 00:00:00+00:00,2025-11-25 01:20:00+00:00,2025-11-25 02:20:00+00:00,4418.395499999991,4380.372499999992,-0.008605612603036383,-38.02299999999923,16.0,28.0
2023-2025,2025-04-16 22:15:00+00:00,2025-04-17 00:45:00+00:00,2025-04-17 01:20:00+00:00,2694.1700000000033,2671.160000000003,-0.008540663729460385,-23.01000000000022,30.0,37.0
2023-2025,2025-03-31 06:15:00+00:00,2025-03-31 06:50:00+00:00,2025-03-31 07:25:00+00:00,2244.9065000000046,2225.8965000000044,-0.008468058691976754,-19.01000000000022,7.0,14.0
2023-2025,2024-11-22 03:20:00+00:00,2024-11-22 03:45:00+00:00,2024-11-22 04:50:00+00:00,1844.5384999999967,1828.9584999999968,-0.008446557228271478,-15.579999999999927,5.0,18.0
2023-2025,2025-04-16 04:00:00+00:00,2025-04-16 04:35:00+00:00,2025-04-16 04:55:00+00:00,2548.7100000000023,2527.2600000000034,-0.008416022223006525,-21.44999999999891,7.0,11.0
2023-2025,2025-04-22 03:45:00+00:00,2025-04-22 05:25:00+00:00,2025-04-22 05:55:00+00:00,2916.2900000000022,2891.820000000002,-0.00839079789732855,-24.470000000000255,20.0,26.0
2023-2025,2025-11-12 18:40:00+00:00,2025-11-13 06:45:00+00:00,2025-11-13 13:00:00+00:00,4363.2119999999895,4327.094499999991,-0.008277732092779044,-36.11749999999847,145.0,220.0
2023-2025,2025-09-29 06:45:00+00:00,2025-09-29 07:55:00+00:00,2025-09-29 11:20:00+00:00,3410.4834999999957,3382.8434999999963,-0.00810442273067713,-27.639999999999418,14.0,55.0
2023-2025,2023-01-09 03:00:00+00:00,2023-01-09 05:05:00+00:00,2023-01-09 06:15:00+00:00,1057.8279999999995,1049.5949999999993,-0.007782928793717114,-8.233000000000175,25.0,39.0
2023-2025,2025-09-16 11:55:00+00:00,2025-09-19 17:00:00+00:00,2025-09-19 18:20:00+00:00,3233.478999999999,3208.531999999998,-0.007715219427743669,-24.947000000001026,925.0,941.0
2023-2025,2024-11-22 04:50:00+00:00,2024-11-22 05:50:00+00:00,2024-11-22 06:55:00+00:00,1848.0284999999965,1833.7884999999967,-0.007705508870669342,-14.239999999999782,12.0,25.0
2023-2025,2025-10-08 05:40:00+00:00,2025-10-08 06:20:00+00:00,2025-10-08 08:10:00+00:00,3625.2734999999966,3597.5664999999963,-0.00764273371374613,-27.707000000000335,8.0,30.0
2023-2025,2025-04-21 07:25:00+00:00,2025-04-21 08:00:00+00:00,2025-04-21 09:30:00+00:00,2733.9200000000033,2713.040000000003,-0.0076373851466027265,-20.88000000000011,7.0,25.0
2023-2025,2025-01-02 17:05:00+00:00,2025-01-02 17:50:00+00:00,2025-01-03 00:05:00+00:00,1899.6004999999957,1885.1274999999957,-0.00761897040983095,-14.472999999999956,9.0,84.0
2023-2025,2024-11-20 02:20:00+00:00,2024-11-20 18:25:00+00:00,2024-11-21 07:45:00+00:00,1818.2434999999957,1804.4324999999951,-0.007595792312746097,-13.811000000000604,193.0,353.0
2023-2025,2025-06-02 07:35:00+00:00,2025-06-02 09:40:00+00:00,2025-06-02 11:40:00+00:00,3119.0250000000046,3095.615000000005,-0.007505550612771583,-23.409999999999854,25.0,49.0
2023-2025,2024-04-05 16:10:00+00:00,2024-04-05 16:20:00+00:00,2024-04-05 17:05:00+00:00,1574.7474999999952,1562.983499999995,-0.007470403985400886,-11.764000000000124,2.0,11.0
2023-2025,2023-10-19 19:25:00+00:00,2023-10-19 23:00:00+00:00,2023-10-19 23:35:00+00:00,1340.1339999999973,1330.2509999999975,-0.007374635670761132,-9.88299999999981,43.0,50.0
2023-2025,2025-01-24 06:15:00+00:00,2025-01-24 08:35:00+00:00,2025-01-24 11:35:00+00:00,2001.7794999999976,1987.0824999999975,-0.007341967484430834,-14.697000000000116,28.0,64.0
2023-2025,2024-07-16 15:50:00+00:00,2024-07-16 16:10:00+00:00,2024-07-16 17:50:00+00:00,1713.557999999997,1700.9879999999973,-0.0073356139681293175,-12.569999999999709,4.0,24.0
2023-2025,2025-04-16 16:30:00+00:00,2025-04-16 16:45:00+00:00,2025-04-16 18:05:00+00:00,2649.870000000003,2630.620000000003,-0.00726450731545325,-19.25,3.0,19.0
2023-2025,2024-11-18 16:20:00+00:00,2024-11-18 17:35:00+00:00,2024-11-19 01:15:00+00:00,1794.6434999999935,1781.610499999994,-0.007262166552855498,-13.032999999999447,15.0,107.0
2023-2025,2025-10-20 15:20:00+00:00,2025-10-20 17:35:00+00:00,2025-10-20 18:30:00+00:00,4149.667499999996,4119.547499999997,-0.007258412872838349,-30.11999999999898,27.0,38.0
2023-2025,2023-10-26 05:10:00+00:00,2023-10-26 06:05:00+00:00,2023-10-26 08:35:00+00:00,1371.166999999997,1361.2369999999967,-0.007242006261819589,-9.930000000000291,11.0,41.0
2023-2025,2025-10-16 17:35:00+00:00,2025-10-16 18:20:00+00:00,2025-10-16 19:25:00+00:00,3900.661499999995,3872.9744999999953,-0.007098026834679194,-27.686999999999898,9.0,22.0
2023-2025,2025-11-19 12:40:00+00:00,2025-11-19 13:15:00+00:00,2025-11-19 15:00:00+00:00,4368.669499999992,4337.689499999992,-0.007091403915997718,-30.979999999999563,7.0,28.0
2023-2025,2025-04-16 14:10:00+00:00,2025-04-16 15:10:00+00:00,2025-04-16 15:40:00+00:00,2618.5200000000036,2600.1700000000033,-0.0070077753845685375,-18.350000000000364,12.0,18.0
2023-2025,2023-04-13 13:00:00+00:00,2023-04-13 13:45:00+00:00,2023-04-13 14:00:00+00:00,1252.9424999999994,1244.2424999999996,-0.006943654636984431,-8.699999999999818,9.0,12.0
2023-2025,2025-04-09 14:30:00+00:00,2025-04-09 15:05:00+00:00,2025-04-09 15:25:00+00:00,2280.2880000000027,2264.4655000000025,-0.00693881650037198,-15.822500000000218,7.0,11.0
2023-2025,2023-03-13 17:20:00+00:00,2023-03-13 18:15:00+00:00,2023-03-13 19:35:00+00:00,1114.1000000000013,1106.3970000000013,-0.006914101068126732,-7.7029999999999745,11.0,27.0
2023-2025,2025-01-30 16:10:00+00:00,2025-01-30 17:05:00+00:00,2025-01-30 21:05:00+00:00,2058.8525,2044.7694999999994,-0.006840218034075085,-14.083000000000538,11.0,59.0
2023-2025,2025-01-24 03:05:00+00:00,2025-01-24 04:25:00+00:00,2025-01-24 06:15:00+00:00,2000.9524999999983,1987.719499999998,-0.006613350391875938,-13.233000000000175,16.0,38.0
2023-2025,2024-04-11 20:45:00+00:00,2024-04-11 21:00:00+00:00,2024-04-11 22:25:00+00:00,1591.4144999999946,1580.9544999999937,-0.006572769068021511,-10.460000000000946,3.0,20.0
2023-2025,2025-10-06 22:30:00+00:00,2025-10-06 22:50:00+00:00,2025-10-07 00:20:00+00:00,3568.7234999999973,3545.293499999997,-0.00656537274462432,-23.43000000000029,4.0,22.0
2023-2025,2025-04-22 01:55:00+00:00,2025-04-22 02:10:00+00:00,2025-04-22 02:25:00+00:00,2842.5500000000025,2824.320000000002,-0.006413255703505816,-18.230000000000473,3.0,6.0
2023-2025,2025-10-14 01:30:00+00:00,2025-10-14 01:50:00+00:00,2025-10-14 02:40:00+00:00,3750.223499999998,3726.473499999998,-0.006332955889162384,-23.75,4.0,14.0
2023-2025,2024-10-30 01:55:00+00:00,2024-10-30 02:35:00+00:00,2024-10-30 05:35:00+00:00,1749.0864999999937,1738.0554999999938,-0.0063067206796233455,-11.030999999999949,8.0,44.0
2023-2025,2024-11-21 11:25:00+00:00,2024-11-21 23:20:00+00:00,2024-11-22 02:25:00+00:00,1827.704999999996,1816.2549999999962,-0.006264687134958757,-11.449999999999818,143.0,180.0
2023-2025,2025-09-22 06:50:00+00:00,2025-09-22 07:25:00+00:00,2025-09-22 08:45:00+00:00,3311.621999999998,3290.9319999999984,-0.006247693728330006,-20.6899999999996,7.0,23.0
2023-2025,2024-04-05 14:50:00+00:00,2024-04-05 15:00:00+00:00,2024-04-05 15:15:00+00:00,1562.5204999999944,1552.7604999999942,-0.006246318048307331,-9.760000000000218,2.0,5.0
2023-2025,2024-04-11 22:25:00+00:00,2024-04-11 22:40:00+00:00,2024-04-12 01:00:00+00:00,1591.6544999999944,1581.7444999999946,-0.006226225603609303,-9.909999999999854,3.0,31.0
2023-2025,2025-12-23 01:15:00+00:00,2025-12-23 01:25:00+00:00,2025-12-23 01:55:00+00:00,4557.6364999999905,4529.396499999991,-0.0061961940141561644,-28.23999999999978,2.0,8.0
2023-2025,2025-02-05 06:55:00+00:00,2025-02-05 07:10:00+00:00,2025-02-05 08:00:00+00:00,2100.9034999999985,2087.963499999999,-0.0061592548158445615,-12.9399999999996,3.0,13.0
2023-2025,2025-04-21 10:20:00+00:00,2025-04-21 11:15:00+00:00,2025-04-21 11:40:00+00:00,2737.330000000003,2720.5900000000033,-0.006115448265280321,-16.73999999999978,11.0,16.0
2023-2025,2025-03-28 02:10:00+00:00,2025-03-28 03:20:00+00:00,2025-03-28 05:35:00+00:00,2172.5135000000037,2159.3705000000036,-0.006049674720087994,-13.143000000000029,14.0,41.0
2023-2025,2025-11-13 13:00:00+00:00,2025-11-13 14:10:00+00:00,2025-11-19 11:20:00+00:00,4363.869499999991,4337.699499999991,-0.0059969712659830865,-26.170000000000073,14.0,1708.0
2023-2025,2025-04-16 19:10:00+00:00,2025-04-16 20:15:00+00:00,2025-04-16 21:00:00+00:00,2670.2300000000027,2654.370000000003,-0.0059395632585955704,-15.859999999999673,13.0,22.0
2023-2025,2025-04-21 12:20:00+00:00,2025-04-21 12:30:00+00:00,2025-04-21 12:45:00+00:00,2756.0200000000036,2739.6900000000037,-0.005925210992663299,-16.329999999999927,2.0,5.0
2023-2025,2025-09-22 23:50:00+00:00,2025-09-23 03:15:00+00:00,2025-09-23 08:35:00+00:00,3339.067999999998,3319.4204999999974,-0.00588412694799878,-19.64750000000049,41.0,105.0
2023-2025,2025-09-22 19:05:00+00:00,2025-09-22 22:55:00+00:00,2025-09-22 23:50:00+00:00,3337.894999999999,3318.3479999999986,-0.005856085946382539,-19.54700000000048,46.0,57.0
2023-2025,2025-10-13 23:50:00+00:00,2025-10-14 00:20:00+00:00,2025-10-14 01:15:00+00:00,3719.7694999999962,3698.023499999997,-0.005846061160509897,-21.745999999999185,6.0,17.0
2023-2025,2025-04-11 13:35:00+00:00,2025-04-11 13:40:00+00:00,2025-04-11 13:45:00+00:00,2461.0700000000024,2447.0300000000025,-0.005704835701544453,-14.039999999999964,1.0,2.0
2023-2025,2023-03-13 14:50:00+00:00,2023-03-13 15:05:00+00:00,2023-03-13 15:30:00+00:00,1113.027000000001,1106.6870000000013,-0.005696178080136116,-6.339999999999691,3.0,8.0
2023-2025,2025-05-06 13:30:00+00:00,2025-05-06 13:40:00+00:00,2025-05-06 13:50:00+00:00,2980.580000000003,2963.650000000003,-0.005680102530380093,-16.93000000000029,2.0,4.0
2023-2025,2025-01-30 21:05:00+00:00,2025-01-30 21:30:00+00:00,2025-01-31 00:20:00+00:00,2060.4995,2048.866499999999,-0.005645718428954116,-11.63300000000072,5.0,39.0
2023-2025,2023-11-28 17:15:00+00:00,2023-11-28 18:40:00+00:00,2023-11-28 23:30:00+00:00,1405.909999999996,1398.009999999996,-0.005619136360080046,-7.900000000000091,17.0,75.0
2023-2025,2023-10-19 18:05:00+00:00,2023-10-19 18:25:00+00:00,2023-10-19 19:15:00+00:00,1334.5639999999971,1327.103999999997,-0.005589840577147287,-7.460000000000036,4.0,14.0
2023-2025,2025-04-10 02:10:00+00:00,2025-04-10 02:15:00+00:00,2025-04-10 02:20:00+00:00,2331.9050000000025,2319.055000000003,-0.005510516080200256,-12.849999999999454,1.0,2.0
2023-2025,2025-06-02 16:05:00+00:00,2025-06-02 16:55:00+00:00,2025-06-02 18:55:00+00:00,3162.2250000000045,3144.8980000000042,-0.00547936974756702,-17.327000000000226,10.0,34.0
2023-2025,2024-04-12 07:15:00+00:00,2024-04-12 07:35:00+00:00,2024-04-12 08:00:00+00:00,1632.6014999999945,1623.7114999999942,-0.005445296969285085,-8.890000000000327,4.0,9.0
2023-2025,2025-11-12 17:40:00+00:00,2025-11-12 18:05:00+00:00,2025-11-12 18:30:00+00:00,4351.252999999991,4327.629999999989,-0.005429010907892828,-23.62300000000141,5.0,10.0
2023-2025,2024-11-22 08:50:00+00:00,2024-11-22 09:25:00+00:00,2024-11-22 09:35:00+00:00,1865.3484999999962,1855.258499999996,-0.005409176891074341,-10.090000000000146,7.0,9.0
2023-2025,2025-04-10 03:35:00+00:00,2025-04-10 03:45:00+00:00,2025-04-10 05:05:00+00:00,2364.9550000000027,2352.2050000000027,-0.005391223088811459,-12.75,2.0,18.0
2023-2025,2025-09-15 16:35:00+00:00,2025-09-15 18:55:00+00:00,2025-09-16 06:40:00+00:00,3210.4719999999975,3193.3019999999983,-0.005348123266609717,-17.169999999999163,28.0,169.0
2023-2025,2025-12-22 17:15:00+00:00,2025-12-22 18:50:00+00:00,2025-12-22 21:05:00+00:00,4469.71649999999,4445.986499999991,-0.0053090615478631475,-23.729999999999563,19.0,46.0
2023-2025,2025-11-24 21:50:00+00:00,2025-11-24 23:20:00+00:00,2025-11-24 23:55:00+00:00,4409.955499999993,4386.562499999991,-0.0053045886744212956,-23.393000000001848,18.0,25.0
2023-2025,2025-04-11 13:10:00+00:00,2025-04-11 13:25:00+00:00,2025-04-11 13:35:00+00:00,2451.100000000002,2438.1200000000017,-0.005295581575619268,-12.980000000000473,3.0,5.0
2023-2025,2025-09-29 15:50:00+00:00,2025-09-29 19:10:00+00:00,2025-09-29 23:55:00+00:00,3436.833499999996,3418.833499999996,-0.005237379116561858,-18.0,40.0,97.0
2023-2025,2025-06-02 12:25:00+00:00,2025-06-02 13:10:00+00:00,2025-06-02 13:45:00+00:00,3130.642000000005,3114.365000000005,-0.005199253060554354,-16.277000000000044,9.0,16.0
2023-2025,2025-03-31 07:25:00+00:00,2025-03-31 07:40:00+00:00,2025-03-31 08:05:00+00:00,2245.096500000004,2233.453500000004,-0.0051859686209478895,-11.643000000000029,3.0,8.0
2023-2025,2023-04-13 08:35:00+00:00,2023-04-13 11:15:00+00:00,2023-04-13 12:05:00+00:00,1220.3954999999994,1214.0994999999996,-0.005158983296808195,-6.295999999999822,32.0,42.0
2023-2025,2024-11-19 01:15:00+00:00,2024-11-19 01:30:00+00:00,2024-11-19 02:10:00+00:00,1796.561499999994,1787.3804999999936,-0.005110317681860876,-9.181000000000495,3.0,11.0
2023-2025,2025-09-22 01:15:00+00:00,2025-09-22 03:00:00+00:00,2025-09-22 03:45:00+00:00,3261.4019999999987,3244.8119999999985,-0.0050867694322871415,-16.590000000000146,21.0,30.0
2023-2025,2025-01-21 18:45:00+00:00,2025-01-21 20:25:00+00:00,2025-01-22 00:50:00+00:00,1968.375499999998,1958.612499999999,-0.004959927615436732,-9.76299999999901,20.0,73.0
2023-2025,2025-01-30 14:30:00+00:00,2025-01-30 14:35:00+00:00,2025-01-30 14:55:00+00:00,2038.6694999999988,2028.589499999999,-0.004944401238160423,-10.079999999999927,1.0,5.0
2023-2025,2025-01-21 17:25:00+00:00,2025-01-21 18:00:00+00:00,2025-01-21 18:40:00+00:00,1967.8324999999984,1958.112499999999,-0.004939444795224901,-9.719999999999345,7.0,15.0
2023-2025,2025-10-16 13:45:00+00:00,2025-10-16 14:00:00+00:00,2025-10-16 14:05:00+00:00,3821.727499999996,3802.8544999999963,-0.004938342673568297,-18.872999999999593,3.0,4.0
2023-2025,2025-11-11 01:35:00+00:00,2025-11-11 02:35:00+00:00,2025-11-11 03:15:00+00:00,4224.210999999992,4203.390999999992,-0.004928731069541725,-20.81999999999971,12.0,20.0
2023-2025,2024-04-12 01:05:00+00:00,2024-04-12 01:30:00+00:00,2024-04-12 01:35:00+00:00,1609.6754999999941,1601.804499999994,-0.004889805429727945,-7.871000000000095,5.0,6.0
2023-2025,2023-10-18 12:25:00+00:00,2023-10-18 12:45:00+00:00,2023-10-18 13:25:00+00:00,1296.9239999999972,1290.663999999997,-0.004826805579972504,-6.260000000000218,4.0,12.0
2023-2025,2025-03-31 04:55:00+00:00,2025-03-31 05:05:00+00:00,2025-03-31 05:55:00+00:00,2222.733500000004,2212.0265000000045,-0.004817041719126225,-10.706999999999425,2.0,12.0
2023-2025,2025-01-21 05:05:00+00:00,2025-01-21 06:40:00+00:00,2025-01-21 07:40:00+00:00,1949.6354999999983,1940.2654999999975,-0.0048060265624014775,-9.3700000000008,19.0,31.0
2023-2025,2023-03-13 14:15:00+00:00,2023-03-13 14:40:00+00:00,2023-03-13 14:45:00+00:00,1105.0970000000016,1099.880000000001,-0.004720852558644628,-5.217000000000553,5.0,6.0
2023-2025,2023-01-09 06:15:00+00:00,2023-01-09 07:05:00+00:00,2023-01-09 07:20:00+00:00,1058.7119999999995,1053.7719999999995,-0.00466604704584439,-4.940000000000055,10.0,13.0
2023-2025,2024-07-17 00:45:00+00:00,2024-07-17 01:00:00+00:00,2024-07-17 01:20:00+00:00,1729.8249999999969,1721.967999999997,-0.004542077955862589,-7.856999999999971,3.0,7.0
2023-2025,2023-10-20 08:25:00+00:00,2023-10-20 08:35:00+00:00,2023-10-20 09:20:00+00:00,1354.5539999999974,1348.4109999999973,-0.004535072060619205,-6.143000000000029,2.0,11.0
2023-2025,2025-09-16 10:00:00+00:00,2025-09-16 11:25:00+00:00,2025-09-16 11:55:00+00:00,3233.3619999999987,3218.711999999998,-0.004530887664295102,-14.650000000000546,17.0,23.0
2023-2025,2024-11-18 14:15:00+00:00,2024-11-18 14:25:00+00:00,2024-11-18 14:35:00+00:00,1781.360499999994,1773.5174999999933,-0.004402814590309334,-7.843000000000757,2.0,4.0
2023-2025,2025-09-16 07:00:00+00:00,2025-09-16 08:00:00+00:00,2025-09-16 08:15:00+00:00,3223.6589999999983,3209.5519999999983,-0.004376083202348613,-14.106999999999971,12.0,15.0
2023-2025,2025-10-20 14:25:00+00:00,2025-10-20 14:35:00+00:00,2025-10-20 14:50:00+00:00,4099.0174999999945,4081.1644999999953,-0.004355433954599919,-17.852999999999156,2.0,5.0
2023-2025,2025-04-16 02:10:00+00:00,2025-04-16 03:00:00+00:00,2025-04-16 03:30:00+00:00,2532.110000000003,2521.1000000000026,-0.004348152331454913,-11.010000000000218,10.0,16.0
2023-2025,2025-01-03 01:15:00+00:00,2025-01-03 02:05:00+00:00,2025-01-03 02:20:00+00:00,1900.7674999999952,1892.534499999995,-0.00433140823377931,-8.233000000000175,10.0,13.0
2023-2025,2025-10-14 04:15:00+00:00,2025-10-14 04:40:00+00:00,2025-10-14 04:55:00+00:00,3791.366499999996,3774.986499999997,-0.004320342019163648,-16.3799999999992,5.0,8.0
2023-2025,2023-03-17 17:10:00+00:00,2023-03-17 17:15:00+00:00,2023-03-17 17:25:00+00:00,1134.4120000000014,1129.5520000000013,-0.004284157783944531,-4.860000000000127,1.0,3.0
2023-2025,2025-01-02 15:55:00+00:00,2025-01-02 16:05:00+00:00,2025-01-02 16:20:00+00:00,1889.1574999999946,1881.1404999999947,-0.004243690639875064,-8.016999999999825,2.0,5.0
2023-2025,2025-10-16 14:35:00+00:00,2025-10-16 14:50:00+00:00,2025-10-16 15:10:00+00:00,3842.871499999996,3826.597499999995,-0.004234854066809457,-16.27400000000125,3.0,7.0
2023-2025,2025-09-29 15:05:00+00:00,2025-09-29 15:15:00+00:00,2025-09-29 15:50:00+00:00,3434.9464999999964,3420.4434999999967,-0.004222190942420712,-14.502999999999702,2.0,9.0
2023-2025,2023-10-13 18:10:00+00:00,2023-10-13 19:30:00+00:00,2023-10-13 21:00:00+00:00,1270.669999999997,1265.3299999999967,-0.0042025073386482426,-5.3400000000001455,16.0,34.0
2023-2025,2025-01-30 09:00:00+00:00,2025-01-30 09:25:00+00:00,2025-01-30 10:15:00+00:00,2017.4994999999988,2009.049499999999,-0.0041883529586995705,-8.449999999999818,5.0,15.0
2023-2025,2025-11-12 17:05:00+00:00,2025-11-12 17:20:00+00:00,2025-11-12 17:40:00+00:00,4346.761999999991,4328.65999999999,-0.004164479214643135,-18.10200000000077,3.0,7.0
2023-2025,2025-05-23 12:40:00+00:00,2025-05-23 12:55:00+00:00,2025-05-23 13:05:00+00:00,3099.2830000000044,3086.4710000000046,-0.004133859347468349,-12.811999999999898,3.0,5.0
