variant_id,variant_label,period,pnl_pct,maxdd_pct,sharpe,trades,apply_mode,kind,n_events,events
fomc_19_2h_flat,Block around 19:00 UTC ±2h — force flat (approx statement time),2023-2025,328.2127500000003,-19.868675879534447,2.6364306995954268,745,force_flat,around_utc_time,21,"[{""ts"": ""2023-03-22 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-05-03 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-06-14 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-07-26 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-09-20 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-12-13 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-01-31 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-03-20 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-06-12 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-07-31 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-09-18 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-11-07 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-12-18 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-01-29 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-03-19 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-05-07 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-06-18 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-07-30 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-09-17 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-10-29 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-12-10 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}]"
fomc_19_2h_flat,Block around 19:00 UTC ±2h — force flat (approx statement time),2026,108.52324999999902,-20.990034155243155,6.792150568544876,44,force_flat,around_utc_time,1,"[{""ts"": ""2026-01-28 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}]"
fomc_19_2h_no_entry,"Block around 19:00 UTC ±2h — block entries, hold segments",2021-2022,10.131800000000446,-18.281234217820984,0.34119895061972266,414,block_entry_hold_segment,around_utc_time,16,"[{""ts"": ""2021-01-27 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2021-03-17 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2021-04-28 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2021-06-16 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2021-07-28 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2021-09-22 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2021-11-03 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2021-12-15 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-01-26 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-03-16 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-05-04 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-06-15 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-07-27 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-09-21 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-11-02 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2022-12-14 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}]"
fomc_19_2h_no_entry,"Block around 19:00 UTC ±2h — block entries, hold segments",2023-2025,328.7125500000001,-15.602895543925799,2.6515759897285416,740,block_entry_hold_segment,around_utc_time,21,"[{""ts"": ""2023-03-22 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-05-03 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-06-14 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-07-26 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-09-20 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2023-12-13 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-01-31 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-03-20 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-06-12 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-07-31 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-09-18 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-11-07 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2024-12-18 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-01-29 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-03-19 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-05-07 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-06-18 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-07-30 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-09-17 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-10-29 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}, {""ts"": ""2025-12-10 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}]"
fomc_19_2h_no_entry,"Block around 19:00 UTC ±2h — block entries, hold segments",2026,126.06124999999912,-20.990034155243155,7.571885458920072,43,block_entry_hold_segment,around_utc_time,1,"[{""ts"": ""2026-01-28 19:00:00+00:00"", ""pre"": ""2:00:00"", ""post"": ""2:00:00""}]"
fomc_19_4h_flat,Block around 19:00 UTC ±4h — force flat (approx statement time),2021-2022,10.220900000000421,-18.430798332834552,0.3434371623202371,416,force_flat,around_utc_time,16,"[{""ts"": ""2021-01-27 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-03-17 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-04-28 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-06-16 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-07-28 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-09-22 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-11-03 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-12-15 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-01-26 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-03-16 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-05-04 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-06-15 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-07-27 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-09-21 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-11-02 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-12-14 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}]"
fomc_19_4h_flat,Block around 19:00 UTC ±4h — force flat (approx statement time),2023-2025,322.2478500000002,-18.92585350961985,2.600137270158269,744,force_flat,around_utc_time,21,"[{""ts"": ""2023-03-22 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-05-03 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-06-14 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-07-26 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-09-20 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-12-13 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-01-31 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-03-20 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-06-12 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-07-31 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-09-18 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-11-07 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-12-18 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-01-29 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-03-19 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-05-07 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-06-18 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-07-30 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-09-17 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-10-29 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-12-10 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}]"
fomc_19_4h_flat,Block around 19:00 UTC ±4h — force flat (approx statement time),2026,96.55654999999925,-20.990034155243155,6.161302041762705,43,force_flat,around_utc_time,1,"[{""ts"": ""2026-01-28 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}]"
fomc_19_1h_flat,Block around 19:00 UTC ±1h — force flat (approx statement time),2021-2022,12.042900000000433,-18.057717516921613,0.38405809753141856,416,force_flat,around_utc_time,16,"[{""ts"": ""2021-01-27 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-03-17 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-04-28 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-06-16 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-07-28 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-09-22 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-11-03 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-12-15 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-01-26 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-03-16 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-05-04 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-06-15 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-07-27 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-09-21 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-11-02 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-12-14 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}]"
fomc_19_1h_flat,Block around 19:00 UTC ±1h — force flat (approx statement time),2023-2025,331.25295,-15.864307048539061,2.6703550187246887,746,force_flat,around_utc_time,21,"[{""ts"": ""2023-03-22 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-05-03 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-06-14 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-07-26 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-09-20 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-12-13 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-01-31 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-03-20 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-06-12 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-07-31 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-09-18 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-11-07 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-12-18 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-01-29 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-03-19 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-05-07 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-06-18 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-07-30 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-09-17 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-10-29 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-12-10 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}]"
fomc_19_1h_flat,Block around 19:00 UTC ±1h — force flat (approx statement time),2026,119.21954999999915,-20.990034155243155,7.302089441074677,44,force_flat,around_utc_time,1,"[{""ts"": ""2026-01-28 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}]"
fomc_19_1h_no_entry,"Block around 19:00 UTC ±1h — block entries, hold segments",2021-2022,11.455300000000413,-18.057717516921613,0.3713039878182827,415,block_entry_hold_segment,around_utc_time,16,"[{""ts"": ""2021-01-27 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-03-17 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-04-28 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-06-16 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-07-28 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-09-22 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-11-03 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2021-12-15 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-01-26 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-03-16 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-05-04 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-06-15 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-07-27 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-09-21 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-11-02 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2022-12-14 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}]"
fomc_19_1h_no_entry,"Block around 19:00 UTC ±1h — block entries, hold segments",2023-2025,328.3492500000001,-15.602895543925799,2.6463266835098453,741,block_entry_hold_segment,around_utc_time,21,"[{""ts"": ""2023-03-22 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-05-03 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-06-14 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-07-26 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-09-20 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2023-12-13 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-01-31 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-03-20 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-06-12 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-07-31 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-09-18 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-11-07 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2024-12-18 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-01-29 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-03-19 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-05-07 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-06-18 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-07-30 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-09-17 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-10-29 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}, {""ts"": ""2025-12-10 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}]"
fomc_19_1h_no_entry,"Block around 19:00 UTC ±1h — block entries, hold segments",2026,126.06124999999912,-20.990034155243155,7.571885458920072,43,block_entry_hold_segment,around_utc_time,1,"[{""ts"": ""2026-01-28 19:00:00+00:00"", ""pre"": ""1:00:00"", ""post"": ""1:00:00""}]"
fomc_19_4h_no_entry,"Block around 19:00 UTC ±4h — block entries, hold segments",2021-2022,3.0192000000004438,-22.104589784931996,0.18276692794499017,412,block_entry_hold_segment,around_utc_time,16,"[{""ts"": ""2021-01-27 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-03-17 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-04-28 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-06-16 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-07-28 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-09-22 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-11-03 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2021-12-15 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-01-26 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-03-16 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-05-04 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-06-15 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-07-27 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-09-21 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-11-02 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2022-12-14 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}]"
fomc_19_4h_no_entry,"Block around 19:00 UTC ±4h — block entries, hold segments",2023-2025,324.42825000000033,-17.26604800303031,2.5937100604878447,736,block_entry_hold_segment,around_utc_time,21,"[{""ts"": ""2023-03-22 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-05-03 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-06-14 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-07-26 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-09-20 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2023-12-13 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-01-31 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-03-20 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-06-12 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-07-31 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-09-18 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-11-07 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2024-12-18 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-01-29 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-03-19 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-05-07 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-06-18 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-07-30 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-09-17 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-10-29 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}, {""ts"": ""2025-12-10 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}]"
fomc_19_4h_no_entry,"Block around 19:00 UTC ±4h — block entries, hold segments",2026,82.7255499999991,-20.990034155243155,6.435580338333546,42,block_entry_hold_segment,around_utc_time,1,"[{""ts"": ""2026-01-28 19:00:00+00:00"", ""pre"": ""4:00:00"", ""post"": ""4:00:00""}]"
