period,pnl_percent,maxdd_percent,sharpe
2021-2022,21.14079999999987,-13.0932408051461,0.6463778197345562
2023-2025,304.5168500000017,-19.34074543622859,2.6523400762903218
2026,122.20099999999991,-8.728550810860492,8.525607288125299
TOTAL,447.8586500000015,-19.34074543622859,3.9414417280500587
