period,pnl_percent,maxdd_percent,sharpe,scored
2020-2022,-1.4645500000080802,-29.72927482665887,0.07159228259957832,True
2023-2025,175.82605000000368,-22.26804632464312,1.456580535878807,True
2026,64.51935000000111,-25.775005159922117,3.5367612854985038,False
TOTAL,174.3614999999956,-29.72927482665887,0.7640864092391927,True
