config_id,config_idx,period,pnl_usd,max_drawdown,sharpe,trades,pre_h,post_h,mode,time_filter_mode,n_events
9c4bb6baed6d,45,2021-2022,140.61050000000023,-0.15868232850815445,0.4554566602827589,413,3.0,1.5,no-entry,block_entry_hold_segment,16
9c4bb6baed6d,45,2023-2025,3305.7024999999903,-0.18934277473442096,2.508307111923963,730,3.0,1.5,no-entry,block_entry_hold_segment,21
9c4bb6baed6d,45,2026,1070.2430000000031,-0.11751861848101275,7.749641490721257,40,3.0,1.5,no-entry,block_entry_hold_segment,1
47338ad034b7,46,2021-2022,143.01650000000063,-0.15689264462985109,0.4611711109895818,414,3.0,1.5,force-flat,force_flat,16
47338ad034b7,46,2023-2025,3392.3174999999856,-0.1703184318735903,2.6037313470718404,735,3.0,1.5,force-flat,force_flat,21
47338ad034b7,46,2026,1337.3030000000026,-0.13104747990422838,7.96942930352719,41,3.0,1.5,force-flat,force_flat,1
5e0ab156de85,47,2021-2022,140.61050000000023,-0.15868232850815445,0.4554566602827589,413,3.0,2.0,no-entry,block_entry_hold_segment,16
5e0ab156de85,47,2023-2025,3290.5824999999904,-0.1941424761012155,2.4913706679273155,729,3.0,2.0,no-entry,block_entry_hold_segment,21
5e0ab156de85,47,2026,1070.2430000000031,-0.11751861848101275,7.749641490721257,40,3.0,2.0,no-entry,block_entry_hold_segment,1
bea4d91153fa,48,2021-2022,144.07650000000058,-0.156104172098263,0.4637458164253186,414,3.0,2.0,force-flat,force_flat,16
bea4d91153fa,48,2023-2025,3350.30249999999,-0.19790439751330346,2.5598253619279125,735,3.0,2.0,force-flat,force_flat,21
bea4d91153fa,48,2026,1305.5930000000017,-0.13299985059522224,7.831773056007095,41,3.0,2.0,force-flat,force_flat,1
cd2af2ec1493,49,2021-2022,140.61050000000023,-0.15868232850815445,0.4554566602827589,413,3.0,3.0,no-entry,block_entry_hold_segment,16
cd2af2ec1493,49,2023-2025,3290.5824999999904,-0.1941424761012155,2.4913706679273155,729,3.0,3.0,no-entry,block_entry_hold_segment,21
cd2af2ec1493,49,2026,1070.2430000000031,-0.11751861848101275,7.749641490721257,40,3.0,3.0,no-entry,block_entry_hold_segment,1
561b9e269558,50,2021-2022,144.07650000000058,-0.156104172098263,0.4637458164253186,414,3.0,3.0,force-flat,force_flat,16
561b9e269558,50,2023-2025,3346.74949999999,-0.19790439751330346,2.55568305416147,735,3.0,3.0,force-flat,force_flat,21
561b9e269558,50,2026,1185.1460000000034,-0.14097765984943122,7.245495986838849,41,3.0,3.0,force-flat,force_flat,1
