period,pnl_percent,maxdd_percent,sharpe,scored
2020-2022,30.394249999990407,-19.369718981881647,0.4853051968718448,True
2023-2025,367.0385999999952,-13.817223563316471,2.2401460675995137,True
2026,151.68649999999965,-10.90741263914663,5.773453497066644,False
TOTAL,397.4328499999856,-19.369718981881647,1.3627256322356793,True
