period,pnl_percent,maxdd_percent,sharpe,scored
2020-2022,70.63019999998885,-14.041898504119422,0.9314898035892728,True
2023-2025,371.2537999999919,-16.261753339850937,2.137674588775255,True
2026,88.05770000000001,-29.40353024205652,3.6241428584854054,False
TOTAL,441.88399999998074,-16.261753339850937,1.5345821961822639,True
