duration_bin,n_trades,sum_pnl,avg_ret,win_rate
1,-1.0,-10.216500000001247,-5.4510002379452285e-06,-0.1289473684210527
2-3,14.0,39.605999999998744,0.0021587025104406986,0.3375
4-6,12.0,31.570499999998674,0.0014148041297645817,0.13194444444444442
7-12,0.0,85.73800000000267,0.0011698573546524039,-0.013513513513513487
13-24,10.0,-99.87850000000958,0.001118651149720558,-0.04585207396301848
25-48,59.0,-1348.3324999999768,-0.00028935028938296796,-0.023168942055409786
49-96,100.0,-246.32600000000923,-0.0002686680677897041,-0.04308296125594124
97-192,44.0,1050.6474999999928,-0.0005751137732085913,-0.0024688869854386786
193+,12.0,662.6154999999981,-0.003461109730701843,-0.015873015873015928
