duration_bin,n_trades,sum_pnl
1,0.0,-0.8065000000005966
2-3,0.0,-3.9865000000002055
4-6,0.0,-2.587999999999738
7-12,0.0,-8.176000000000158
13-24,0.0,-16.099999999999454
25-48,0.0,-92.2274999999945
49-96,0.0,-39.24450000000127
97-192,0.0,34.212499999999636
193+,0.0,66.95250000000078
