period,pnl_percent,maxdd_percent,sharpe,scored
2020-2022,37.40969999998895,-22.290295467266862,0.5257436960243733,True
2023-2025,352.99599999999447,-16.391406027132216,2.0911271825620035,True
2026,130.96060000000057,-16.917252451618214,4.771352155694226,False
TOTAL,390.4056999999834,-22.290295467266862,1.3084354392931883,True
