period,pnl_percent,maxdd_percent,sharpe,scored
2020-2022,32.467799999992494,-17.386295719502197,0.5477285817521874,True
2023-2025,346.85709999999517,-14.486217800580226,2.15584576587657,True
2026,161.3907999999996,-9.565031626463993,6.398472043821904,False
TOTAL,379.3248999999877,-17.386295719502197,1.3517871738143787,True
