variant,ok,sum_pnl,worst_maxdd,avg_sharpe
canon_best,True,379.3248999999877,-17.386295719502197,1.3517871738143787
drop_htf_confirm,True,388.8523999999873,-19.391583230002418,1.3494348785722554
