iter,score,final_equity,cagr,vol,sharpe,max_drawdown,fast,slow,ema_fast,ema_slow,atr_n,sep_k,nochop_ema,nochop_lookback,nochop_min,htf_slope_on,htf_slope_ema,htf_slope_window,htf_slope_atr_mult,base_slope_on,base_slope_ema,base_slope_window
792,2.5976468401425956,2.0650058056164897,0.29902052146856484,0.09806058061826906,2.716866847029091,-0.05961000344324752,25,150,80,200,10,0.25,30,15,11,True,100,10,0.015,False,100,30
731,2.594377757449071,1.9151349281941836,0.264185307322373,0.08808709830057591,2.7053507953983114,-0.05548651897461998,30,125,50,200,14,0.4,15,15,10,False,200,8,0.02,True,50,10
584,2.5939995543249594,2.1505655159549586,0.31818691616307104,0.10241602957904344,2.748601469217537,-0.07730095744628895,15,125,30,120,14,0.15,15,20,13,False,30,3,0.03,True,100,10
158,2.587668126457136,2.1216666475238384,0.3117686503031243,0.10173754204669279,2.7182743016095428,-0.06530308757620318,30,100,30,120,20,0.25,30,25,11,True,30,4,0.02,False,50,20
280,2.5785812171581,2.3707929331702413,0.36537702371525604,0.11583779782754614,2.746418605073853,-0.08391869395787643,20,200,20,150,14,0.27,30,25,13,False,200,6,,True,200,30
3,2.5743129764395096,1.9885926652134163,0.2814691227780428,0.09387803812014485,2.6887289436787087,-0.05720798361959967,30,100,80,200,20,0.2,20,30,15,True,200,3,0.03,False,200,10
293,2.5739332135945485,1.9819747642444425,0.27992890317764574,0.09237961484418378,2.717814532555407,-0.07194065948042927,25,75,50,250,10,0.2,30,30,13,True,30,6,0.04,False,200,20
306,2.5735452293821384,2.3179949908017985,0.35432780209882986,0.11277520697920103,2.7458468500913376,-0.08615081035459948,20,200,30,150,14,0.2,30,30,15,True,100,8,0.02,False,100,30
607,2.5700600736692696,2.0907272158886356,0.30483494110033993,0.09921474452670644,2.7314231204761636,-0.08068152340344703,30,125,50,250,14,0.4,20,30,13,True,50,4,0.02,False,100,10
315,2.569534688607491,2.1941686537334104,0.327767392321058,0.10594624221748136,2.7288390078970752,-0.07965215964479222,30,75,20,120,20,0.33,30,25,12,False,50,8,0.03,True,200,20
241,2.564422221589658,2.0923821312241153,0.3052074714711208,0.09967832660842459,2.7220450757665478,-0.0788114270884448,30,75,30,250,10,0.15,20,25,12,False,50,3,,True,200,10
508,2.5617455799033246,2.0653117173736337,0.29908994518824006,0.09844997106093681,2.707051495815508,-0.07265295795609161,10,100,50,200,14,0.4,30,30,14,False,100,10,0.03,True,50,20
617,2.554998064325569,2.1179967322853908,0.3109495936796467,0.1002473249230516,2.750950641420052,-0.09797628854724161,15,75,50,200,20,0.2,20,30,12,True,30,8,,True,100,20
824,2.553436891840699,2.0503339774478095,0.2956831431789575,0.09799762121050447,2.6922985984621484,-0.06943085331072463,25,150,80,200,14,0.35,15,20,12,False,200,4,,False,50,10
238,2.5533483572202216,1.9507188402238016,0.27260976322427943,0.09141345808918586,2.6828316250644915,-0.06474163392213494,15,75,80,200,10,0.33,30,25,15,False,50,8,0.04,True,100,10
125,2.552317019558922,2.107307108937829,0.308558687264173,0.10217451599340284,2.6831087008587837,-0.06539584064993098,30,200,30,120,20,0.15,30,25,13,True,200,10,0.03,False,100,20
534,2.5514806789508278,2.281183365761444,0.3465285702317429,0.11143165775762087,2.7257738772662368,-0.08714659915770451,25,125,20,150,14,0.27,15,25,13,False,100,6,0.015,False,50,10
288,2.55095844096356,2.1382774652259364,0.3154645926925317,0.10379914309837168,2.693433464890038,-0.07123751196323913,15,150,80,200,10,0.35,15,30,14,False,100,3,0.01,False,100,10
44,2.546095687661177,1.9810285273486594,0.2797084118958162,0.094383689090774,2.6602624896230376,-0.05708340098093034,10,100,50,200,10,0.35,30,15,11,True,30,3,0.015,False,100,30
25,2.543452362156211,1.9841943919167084,0.28044585492944907,0.09475228595866178,2.656360940399005,-0.05645428912139716,30,100,80,120,20,0.3,15,20,12,False,50,10,0.03,False,200,20
756,2.539379298101265,2.0493930936522102,0.295468601618885,0.09826302243341173,2.6836057895652274,-0.0721132457319813,20,75,50,250,20,0.4,30,30,11,False,30,4,0.01,True,100,30
151,2.5369288299259183,2.2075742555989333,0.33068838042687476,0.10806653774468858,2.69773297547731,-0.08040207277569578,30,125,20,150,14,0.15,15,25,14,False,30,8,0.03,True,200,10
170,2.5366509356101608,2.1405137982192852,0.31596077811394263,0.10391111283534644,2.694271456187774,-0.07881026028880644,30,100,30,120,14,0.4,15,20,12,False,30,10,0.04,True,200,30
687,2.5333153235979204,2.0501045992699907,0.29563084586726185,0.09926859508892413,2.6586848591832752,-0.0626847677926774,15,150,80,150,20,0.4,30,20,13,False,200,4,0.03,True,200,30
348,2.532661791078196,1.988959822918785,0.2815544773661791,0.09479359298976586,2.664373406007466,-0.06585580746463526,30,75,30,250,20,0.25,15,25,13,True,30,4,0.015,True,200,10
37,2.5321345119762206,1.9830501185118765,0.28017939960161375,0.09525093971287076,2.640765965465161,-0.05431572674447016,30,100,80,200,14,0.27,20,20,13,False,30,8,0.04,False,50,10
682,2.5319494174704156,1.936369211702654,0.2692244196683391,0.0919764224070806,2.6380121452041165,-0.05303136386685037,30,125,50,250,10,0.3,30,20,11,False,30,4,0.03,True,50,10
704,2.5319050992874668,2.056313593660841,0.2970451544106447,0.09891309145510978,2.67891323010809,-0.07350406541031163,30,75,50,250,10,0.33,30,30,11,False,200,3,,False,100,10
762,2.531127008419798,2.0823656772604053,0.30294982572740947,0.10129276445965196,2.663170749301037,-0.06602187044061947,15,150,80,200,10,0.25,30,15,10,False,100,4,0.04,False,50,20
225,2.5308997711788663,2.0397557517104943,0.29326744797807014,0.09720109217202036,2.6943625914403695,-0.08173141013075147,10,75,50,200,10,0.27,30,30,15,True,30,10,,True,100,20
727,2.529913956110939,2.2041199184574025,0.32993679104951323,0.10774349690994775,2.7002532039396137,-0.08516962391433736,20,200,30,120,14,0.27,15,20,12,False,100,4,0.01,False,100,10
166,2.5291546200492574,2.056787836452182,0.29715306697548094,0.09910373536922143,2.674790649388581,-0.07281801466966165,15,75,30,120,10,0.2,30,15,10,True,30,6,0.04,False,100,20
406,2.526506493666612,2.2496709827398327,0.33978791753258,0.10996126104395268,2.715101841629,-0.09429767398119415,20,200,30,150,20,0.2,15,30,11,True,50,3,0.02,False,50,20
239,2.5237314983218857,1.8955860349742344,0.25951448262415155,0.08863464057287937,2.6474228160856397,-0.061845658881876875,15,75,80,150,20,0.33,30,15,12,True,200,3,0.015,False,200,30
