iter,score,final_equity,cagr,vol,sharpe,max_drawdown,fast,slow,ema_fast,ema_slow,atr_n,sep_k,nochop_ema,nochop_lookback,nochop_min,htf_slope_on,htf_slope_ema,htf_slope_window,htf_slope_atr_mult,base_slope_on,base_slope_ema,base_slope_window
449,2.5230298857498825,2.058394967679244,0.2975186467673312,0.10071549001298326,2.63638193015833,-0.05667602220422385,20,100,30,120,10,0.33,20,25,10,False,30,4,0.02,True,50,10
260,2.5215726635326834,1.9607037940753385,0.27495601752646515,0.09358707984109021,2.642350908939208,-0.060389122703262244,15,100,80,200,10,0.2,15,20,13,False,200,6,0.03,False,50,10
708,2.5191085283683097,2.005099324320644,0.28529658163934624,0.09717764534168287,2.631368485221538,-0.05612997842661427,10,100,80,250,20,0.4,20,30,15,False,200,4,0.04,False,200,20
843,2.517934015198379,2.21252736217168,0.33176475910605574,0.10879587541677353,2.6878063581613874,-0.08493617148150423,10,150,30,120,10,0.3,30,30,14,True,30,6,0.01,True,200,10
530,2.517735974795963,2.060038646524897,0.2978923514964884,0.09956138173816224,2.6686748678545418,-0.07546944652928933,30,75,30,250,20,0.33,20,30,15,False,30,6,0.02,False,50,30
601,2.5156082460838745,1.9022632840222364,0.26111332810959875,0.08936269861291125,2.6407732450563994,-0.06258249948626238,10,75,80,200,14,0.15,20,15,11,True,100,8,0.02,False,100,20
516,2.5129576517861323,2.034661754811178,0.29210130077234275,0.0978625140216713,2.667591648799825,-0.07731699850684626,10,75,50,250,20,0.35,30,30,14,False,30,10,0.03,False,100,10
361,2.5083860215095886,2.0987652472914706,0.306642583744964,0.10342281052511926,2.637794422905813,-0.06470420069811234,20,200,80,200,14,0.27,30,25,11,True,100,8,0.03,True,200,20
566,2.503852614979571,2.224320094119782,0.3343212986820774,0.11000395636252536,2.676923695112787,-0.08653554006660791,30,100,20,150,14,0.3,20,25,10,False,30,8,0.04,False,200,20
561,2.502064594989454,2.0516424664510144,0.29598140196957057,0.0995045187270237,2.65533699538413,-0.07663620019733797,25,75,20,150,20,0.15,15,20,13,False,100,6,0.04,True,200,10
557,2.5006925095444075,2.330216991627722,0.3568997416588351,0.11606932629561731,2.687511377702518,-0.09340943407905522,15,200,20,150,20,0.15,20,30,14,False,100,4,0.04,True,200,10
213,2.4976883458539154,1.9852724219872238,0.28069679499935174,0.09582234790250826,2.62980833980032,-0.0660599969732022,30,125,30,200,20,0.33,20,30,15,False,50,6,,True,50,10
612,2.4967676560664946,2.0274432438325904,0.29044559703910156,0.09847952317920027,2.638474533917599,-0.07085343892555229,25,100,80,200,20,0.25,20,25,12,True,100,6,0.015,True,200,10
195,2.496280014389659,2.0927731567237315,0.3052954659102032,0.10293125577524322,2.639878811431838,-0.07179939852108952,10,150,50,200,20,0.4,30,20,13,False,50,3,0.015,False,50,30
643,2.4941382593452537,2.0524202108388847,0.29615862448694963,0.09916489515766201,2.665466860495665,-0.08566430057520558,15,75,50,200,10,0.4,30,30,11,False,30,8,0.015,False,50,10
655,2.493932654641391,2.0798186536419276,0.3023746360760142,0.10267926994354186,2.624286044415797,-0.06517669488720312,15,200,50,250,10,0.2,30,20,14,False,100,8,0.01,False,100,20
831,2.492454480263633,2.1149047019456324,0.3102588057407023,0.10328114436443496,2.668030712197824,-0.08778811596709557,10,75,20,150,14,0.25,30,30,15,True,100,4,,True,50,30
394,2.4917119480869894,1.920942653880254,0.26556707348279973,0.09005083595148541,2.6604297868290594,-0.08435891937103501,25,125,80,200,10,0.3,15,20,13,True,200,6,0.02,True,100,10
303,2.490247051004621,1.9642713680055108,0.27579247015057273,0.09492449338280486,2.613360547389947,-0.06155674819266277,20,75,30,250,20,0.15,15,15,10,True,50,6,0.03,False,100,30
181,2.490087070231618,2.3252032111249457,0.3558457112082607,0.11584429653343474,2.685798898365048,-0.0978559140667149,15,150,30,120,10,0.2,30,30,11,False,100,3,,False,200,10
574,2.489439234771206,1.9552323519111279,0.27367129207817475,0.09369486514597747,2.6286603449855352,-0.06961055510716452,25,150,80,150,20,0.15,15,20,12,True,30,3,0.015,True,200,20
636,2.4890048034886822,2.0148824162035974,0.28755552404135853,0.09705349426437525,2.6527051898639185,-0.08185019318761821,20,75,20,250,14,0.2,15,20,13,False,30,10,0.015,False,100,30
446,2.4889264448586275,1.9736008451295455,0.27797527709632064,0.09524867963675049,2.6227342701218497,-0.06690391263161122,30,75,80,150,20,0.33,15,30,11,False,30,4,0.015,True,200,10
281,2.488546268261266,2.1466217671511116,0.31731429482922624,0.10643362091466697,2.642569241562606,-0.07701148665067004,10,200,50,200,14,0.4,30,20,12,True,100,8,,False,50,30
116,2.4838897022210045,1.9951977203135915,0.2830030891769604,0.09648905651408544,2.6309452704513405,-0.07352778411516803,10,75,50,200,10,0.4,15,30,15,False,200,6,0.015,False,200,20
274,2.481760512382878,2.0525543042538135,0.2961891756530213,0.09977974462366272,2.649892046655278,-0.08406576713620029,15,75,50,150,10,0.3,15,30,13,False,50,8,,True,200,20
62,2.4784902890292617,2.0111092686538354,0.28668512639691923,0.09686347375499346,2.650734801503709,-0.0861222562372237,15,75,80,200,20,0.33,20,30,10,False,30,6,,False,50,10
443,2.477472286220727,2.121060592013554,0.3116334524815354,0.10517936926256626,2.6317302858985494,-0.0771289998389112,30,125,20,250,20,0.33,15,25,13,True,30,8,,False,200,10
212,2.4745234450359517,2.023667223262017,0.2895779929520703,0.09903040720328073,2.6175563186631936,-0.07151643681362085,25,100,50,120,14,0.15,15,25,13,True,30,10,0.015,True,50,20
247,2.4734045571250745,2.1445921422044343,0.3168648064237085,0.10550767732473104,2.661596328530302,-0.09409588570261385,30,150,80,200,14,0.27,20,30,13,False,200,8,0.04,True,200,30
55,2.4733123557602616,2.1046232959984406,0.3079571922677784,0.10461228787040737,2.618597692192826,-0.07264266821628218,30,200,30,150,10,0.35,15,25,11,True,100,3,0.03,True,100,30
794,2.4721647490012377,2.0924547706313246,0.30522381867798853,0.10427039128434276,2.6067781530155902,-0.06730670200717626,15,150,80,150,20,0.2,20,30,12,True,50,3,0.01,False,50,30
484,2.4715793279206544,2.1790032094433336,0.32444916124948997,0.10891609388362386,2.6343851901548736,-0.08140293111710961,10,150,30,120,14,0.4,20,25,14,True,100,10,,True,200,30
869,2.47052275496051,2.2067464049925722,0.3305083264937223,0.11064462393098812,2.636200198264422,-0.08283872165195583,20,150,20,120,10,0.25,30,25,14,True,100,10,0.02,False,100,20
266,2.4689903791663026,2.0775941472992465,0.3018719114383328,0.10225106317197667,2.6310716666012604,-0.08104064371747899,10,100,50,150,20,0.33,30,30,14,True,100,3,0.015,False,100,30
85,2.46892041378005,1.8574243991872377,0.2503070065025079,0.08778117273739713,2.5887180666200917,-0.05989882642002087,10,100,80,200,14,0.33,20,15,12,True,30,4,,False,100,10
330,2.4686192475205866,2.297968212341137,0.3500946565917349,0.11554458401431722,2.6556773317832976,-0.0935290421313556,20,200,30,120,14,0.4,30,25,12,False,50,10,0.015,False,200,20
326,2.4675640984187437,2.132247730568531,0.31412509278356526,0.10555045645984984,2.640829249892909,-0.08663257573708272,30,150,80,200,20,0.2,20,25,12,False,100,3,,False,200,10
538,2.4675272599742204,1.9909277421386768,0.2820117956673218,0.09703022526787299,2.608845897595758,-0.07065931881076859,10,125,80,150,14,0.27,30,30,10,True,200,3,0.03,True,100,20
821,2.465117417841629,1.9641393126183526,0.27576152578805013,0.09513302735145095,2.6075857935470834,-0.07123418785272717,15,75,50,200,14,0.35,30,25,15,True,100,8,0.01,False,100,20
191,2.464997112965624,2.037593693179369,0.2927727246916445,0.1004304042416218,2.6070945905653335,-0.07104873879985485,15,125,30,150,20,0.35,30,30,14,True,30,10,0.03,True,50,20
416,2.4649103519138773,2.0108102449038987,0.2866161023412781,0.09935904968696906,2.586081808398273,-0.06058572824219777,30,100,50,250,10,0.27,20,25,14,False,50,3,0.04,False,200,10
897,2.464564744721234,2.0471810088866134,0.2949639509972386,0.10097068820962883,2.61045467734073,-0.0729449663097479,10,200,80,120,10,0.25,30,20,13,True,100,10,0.01,True,200,10
69,2.4644696258600134,1.9998641934358277,0.28408488105150576,0.09854376495564116,2.586678871288634,-0.061104622714310386,25,75,50,250,14,0.25,15,30,12,False,50,10,,False,200,10
595,2.46082604861216,2.1064527985309143,0.3083672727400646,0.10524074655256865,2.6065658243500165,-0.07286988786892823,15,150,50,250,20,0.27,20,25,13,True,100,4,,True,200,20
16,2.4582940851644643,1.8810988461001663,0.2560331516979806,0.08944785132731885,2.5932193615980412,-0.06746263821678844,15,75,80,150,10,0.4,20,15,10,False,200,6,0.03,True,100,30
431,2.45653337989955,2.35345146657708,0.36176541641169013,0.11863946248781933,2.6620035543039875,-0.1027350872022188,20,200,20,120,14,0.27,20,25,10,False,30,10,0.02,False,100,20
385,2.4562543148387803,2.044928606260825,0.29444974423659676,0.10063063318267296,2.614989919015905,-0.07936780208856253,25,100,30,200,20,0.27,20,25,13,True,30,3,,True,200,10
517,2.455541822697051,2.1120648260596373,0.30962378243327104,0.10393975860327462,2.647118076910995,-0.09578812710697215,30,125,80,200,20,0.27,15,30,12,False,30,4,,False,50,30
448,2.454594027755704,2.1146426260120585,0.3102002259029448,0.10571811498119499,2.6085143428791002,-0.07696015756169805,15,100,30,120,10,0.4,30,30,12,True,200,3,,True,50,30
363,2.4533265362658816,2.016823172467568,0.2880028160550543,0.09911166259559223,2.6031595846693665,-0.07491652420174244,25,150,20,150,10,0.3,30,20,12,False,50,10,0.04,True,50,10
463,2.450923752234204,1.8958515610429756,0.259578130648203,0.09047633697236471,2.5959129273858093,-0.07249458757580274,30,100,20,250,20,0.4,20,15,12,True,50,3,0.01,True,50,20
582,2.45070711454669,2.1065388647310286,0.30838655875217946,0.10563981873124198,2.597256232313686,-0.07327455888349788,15,125,30,120,20,0.35,30,15,11,True,50,10,0.015,False,100,30
790,2.448338711861319,1.9633737258463504,0.2755821006525867,0.09597056638501629,2.5841962557803426,-0.06792877195951175,20,100,50,200,10,0.2,15,30,12,False,50,3,0.01,True,50,10
7,2.447231593328665,1.884980759355736,0.25696766746254607,0.09047859609937982,2.572922297873095,-0.062845352272215,10,75,80,150,10,0.15,30,15,12,False,30,10,,False,100,10
458,2.4471923256261165,2.1113005674940286,0.30945279373908163,0.10534275828856177,2.6120165066427425,-0.08241209050831289,20,150,50,200,10,0.33,30,30,10,True,50,6,0.02,False,50,30
224,2.4469499324229425,1.932736862432597,0.26836493930659566,0.09499130955460958,2.550119942957199,-0.05158500526712817,30,100,20,150,20,0.2,20,20,12,True,200,4,0.03,False,200,20
899,2.4465820908249607,2.0302377209749114,0.2910870102134342,0.10101000734263665,2.5797939516168396,-0.06660593039593943,15,125,80,200,14,0.2,20,25,13,True,100,10,0.015,False,200,20
883,2.445986714024578,1.9556965144665603,0.27378036920164894,0.09518776589042062,2.589813336953919,-0.07191331146467039,10,75,50,150,20,0.3,15,20,12,True,50,8,0.015,False,50,20
890,2.445923729990792,2.0291007346136833,0.2908261071591993,0.10022791258218756,2.5971252075728444,-0.07560073879102636,10,150,80,120,20,0.3,30,20,12,False,100,6,0.015,False,50,10
14,2.4444135157270566,1.8122720323714263,0.23925528379712646,0.08575242135509042,2.544376446195776,-0.049981465234359757,25,50,50,250,14,0.33,15,15,10,False,100,3,0.01,True,100,10
295,2.443683461304307,2.124618681103571,0.3124268321526862,0.10632980598092204,2.610087510151945,-0.0832020244238193,10,200,50,200,10,0.4,30,20,12,False,200,3,0.03,False,200,20
521,2.441962016164892,2.1454515122001108,0.31705515892659575,0.10677527156298972,2.632613066192161,-0.09532552501363456,30,125,30,200,20,0.25,15,20,11,False,200,6,0.015,False,100,20
632,2.44009153379572,1.9516928815842742,0.27283897990139305,0.09520896579162409,2.5814915341511027,-0.0707000001776914,10,200,80,200,10,0.4,15,20,13,False,30,6,0.04,False,50,20
271,2.4370217794111433,2.000942731340468,0.2843346804192344,0.09913648721557719,2.5737628614032784,-0.06837054099606765,10,100,80,250,10,0.15,15,30,13,True,100,4,,True,50,30
659,2.4368076624446986,2.025023567375141,0.2898897547736996,0.10072489286521018,2.577602262577671,-0.07039730006648615,20,125,30,200,10,0.35,15,20,13,True,50,8,,False,200,30
649,2.434731539758989,2.093540137723955,0.30546803299097913,0.10362913448940354,2.6240701308189567,-0.09466929552998404,15,200,30,250,14,0.2,20,20,10,True,100,3,0.03,True,100,30
433,2.434659508864951,2.2737373578161226,0.34494122987670917,0.11656275190182154,2.60068534602255,-0.08301291857879944,20,200,20,120,20,0.25,30,20,10,False,50,10,0.03,True,200,20
839,2.4317923706129294,1.9085659462924365,0.26261919211968276,0.09255580050037013,2.5657025993090357,-0.06695511434805312,15,75,80,150,10,0.27,30,25,15,False,200,4,0.015,False,200,10
121,2.4312639505396705,2.0191701109501787,0.2885433547395444,0.10042735451318528,2.5745399711928583,-0.071638010326594,15,100,20,250,14,0.33,20,15,10,True,100,4,0.02,False,100,10
396,2.4307597041707494,2.102823431587019,0.3075535327199759,0.10543034383539425,2.5961672349297147,-0.08270376537948265,25,150,50,120,10,0.15,15,20,12,False,30,4,0.03,False,200,10
523,2.4304832051921963,1.8765084725928185,0.2549264920125729,0.09056369012936315,2.5526455374205606,-0.06108116611418213,30,75,80,200,20,0.35,30,20,10,False,100,10,0.03,True,50,20
830,2.4285978908684647,1.9477822866641321,0.2719182744859261,0.09593688418243164,2.5550896465543973,-0.06324587784296631,20,75,80,150,20,0.15,30,25,14,False,200,3,0.02,False,200,20
701,2.427537673748003,2.0203909810985885,0.2888243825054686,0.0991011567861468,2.6098600606372098,-0.09116119344460316,30,150,80,250,10,0.2,30,20,12,True,50,3,,False,200,20
817,2.4270562169146137,2.010953378568663,0.28664914289683896,0.10006048664045317,2.5689090641930297,-0.07092642363920787,10,75,50,120,20,0.2,15,30,13,True,30,3,0.02,False,100,30
175,2.4268244466111,2.0153035116257336,0.2876525985743541,0.10030678879410689,2.570619590466017,-0.07189757192745849,20,150,50,250,10,0.25,20,20,13,False,30,4,0.02,False,50,10
895,2.4267047292354897,1.9000457876531747,0.2605827542790986,0.09317577625563744,2.531925762669811,-0.05261051671716066,15,75,30,200,14,0.33,15,15,10,True,50,4,0.04,True,50,20
390,2.426102009093096,2.0218153933854124,0.28915212574111293,0.1001842758385492,2.585259936885384,-0.07957896389614416,15,75,20,250,10,0.3,30,25,12,True,50,6,0.03,False,100,20
590,2.425925185519735,2.0599936255795464,0.29788211813098275,0.10230144104473178,2.5998261680013948,-0.08695049124082999,25,75,30,150,10,0.27,20,30,14,False,50,3,0.03,True,50,30
110,2.425433578172702,1.9926957833360757,0.2824224186151736,0.09841617762464927,2.576738876694343,-0.07565264926082049,20,75,30,250,20,0.4,30,25,14,False,30,3,0.03,False,100,30
775,2.4252583145051916,2.0960008564793196,0.3060214103550847,0.10523315981979496,2.5896907009282932,-0.08221619321155083,30,100,20,120,20,0.27,20,20,13,False,50,6,0.03,True,200,10
583,2.4251564659232603,2.098359515723274,0.3065514464537815,0.1046743402746064,2.606834295680442,-0.09083891487859086,30,150,50,250,10,0.33,15,25,13,False,100,6,0.03,False,200,20
479,2.424251052808557,2.201548203386213,0.3293767521459039,0.11202179356982167,2.597563260180272,-0.08665610368585752,15,125,20,120,20,0.3,20,25,13,True,50,4,,False,200,30
259,2.423711952095288,1.941837500528175,0.2705163755221154,0.09516861978996066,2.5633553854059277,-0.06982171665531989,15,100,80,120,14,0.33,15,25,10,True,50,3,0.015,True,100,20
86,2.4236626670776245,2.0692364873539195,0.2999800512851081,0.10386960582390065,2.5776788589668946,-0.0770080959446352,25,100,50,200,20,0.25,15,30,13,False,30,10,0.01,False,200,10
588,2.421549021197759,1.9723584894129293,0.2776849857915278,0.09838671516381685,2.5398624448944034,-0.059156711848322274,30,100,80,200,20,0.4,30,25,10,True,100,4,0.01,False,100,20
80,2.421348927314609,1.8807800059403903,0.25595634067144446,0.09102715401400832,2.549124255664475,-0.06388766417493297,15,50,50,200,14,0.25,15,20,12,False,30,3,0.02,True,100,30
810,2.42127984160883,1.9167120882243551,0.2645608077081185,0.09397097145060417,2.5448215285884506,-0.06177084348981032,15,75,50,150,20,0.33,20,30,12,True,100,8,0.04,True,50,20
310,2.419983164750379,1.9759092720140712,0.2785143586973782,0.09739277672600988,2.571449279564944,-0.07573305740728253,20,100,30,120,14,0.27,15,15,11,False,50,6,,False,50,30
200,2.419535850993704,1.7531899863166822,0.22452490925736623,0.08166248990846521,2.521185920024542,-0.050825034515418865,25,50,80,200,10,0.35,20,20,15,False,50,3,0.03,False,50,20
414,2.4182740641036258,1.9656250254788188,0.27610959424475223,0.09678517316978165,2.567531502127411,-0.0746287190118925,20,75,50,150,14,0.3,20,30,13,True,100,3,0.03,False,50,20
745,2.417688545634965,2.026724144376823,0.29028045154421367,0.10217408287363323,2.54544376653111,-0.06387761044807261,15,125,80,150,10,0.25,20,25,12,False,200,6,0.03,False,50,10
834,2.4173394824806023,1.9884295141622768,0.28143119118217075,0.09933475070023946,2.5460411069866686,-0.06435081225303318,10,100,30,120,14,0.33,30,20,14,True,200,4,0.015,False,50,20
564,2.4171922387221114,2.211110409647498,0.3314569931196105,0.11208184716334202,2.6101831312005968,-0.09649544623924255,30,200,30,120,20,0.15,20,30,10,True,50,6,0.015,False,100,10
418,2.4167107383146895,2.12550629123776,0.3126246183197663,0.10663163986428324,2.6044133677794,-0.0938513147323553,10,200,30,200,20,0.35,20,30,12,True,30,3,,True,100,30
673,2.4140073732856164,2.1235314918628974,0.3121845017910565,0.10691520063414506,2.5946512898987506,-0.09032195830656709,15,200,50,250,14,0.3,15,25,13,False,100,4,0.015,False,200,20
722,2.4091034634102884,2.0172254649829213,0.2880954992069642,0.10093102434934022,2.558750037446046,-0.07482328701787888,10,100,20,200,10,0.2,15,20,13,False,200,3,0.03,False,200,20
749,2.408486297896498,1.869652448139244,0.25327039599617684,0.09119160100161612,2.521211789376654,-0.056362745740077935,15,125,80,200,14,0.4,30,20,11,False,30,10,0.04,True,50,10
317,2.408349855566614,1.8929746280602358,0.2588882105075285,0.09263600684658278,2.5316179684976925,-0.06163405646553932,25,75,80,120,10,0.2,30,30,15,True,30,3,,False,50,10
336,2.4082997322866664,1.9322820124497144,0.2682572407486903,0.09547316555438506,2.536841752866021,-0.0642710102896773,25,125,30,250,14,0.33,20,20,15,False,50,6,0.03,False,100,20
374,2.407021236901701,1.958128761904704,0.27435167132150284,0.09710795757276813,2.5451218396657396,-0.0690503013820194,15,150,50,120,14,0.27,30,25,15,True,200,6,0.03,False,200,30
164,2.4051485934945367,2.0360382188003845,0.2924165927019675,0.10158337809752388,2.575939347179335,-0.08539537684239917,30,150,50,150,10,0.4,30,15,11,False,100,8,0.03,False,50,20
630,2.404690203292533,2.050506187277789,0.2957224038770052,0.10284488494000582,2.570434739031727,-0.082872267869597,10,75,20,150,14,0.3,30,20,12,False,200,8,,False,50,20
876,2.4020830567900457,2.10413384515733,0.30784744390328167,0.1061093278611256,2.5823501758347653,-0.0901335595223598,25,150,20,120,20,0.27,20,25,13,True,50,4,0.03,False,50,30
417,2.401754042474511,1.9278941518946524,0.26721745784203743,0.09482048960431926,2.544998096925998,-0.07162202722574351,15,100,50,250,20,0.2,20,15,11,True,200,4,,False,200,30
215,2.4015152045966848,1.8900730816239666,0.258191708579111,0.09298277214322033,2.516567859948985,-0.05752632767615018,10,75,80,250,20,0.4,20,30,15,False,100,10,,True,50,30
662,2.399048239274883,2.002614152378909,0.28472162702649806,0.10102337913015039,2.5305433077786943,-0.06574753425190571,20,150,50,250,10,0.27,30,20,14,False,100,10,0.01,True,100,30
129,2.398838262144436,2.1137148114514734,0.3099928012743842,0.10712853475812174,2.5740937500415404,-0.08762774394855222,30,100,30,150,20,0.25,30,30,15,False,100,3,0.01,False,100,30
395,2.397510093742356,2.0241163216371794,0.289681235029547,0.10171495412922459,2.551907832835668,-0.07719886954665589,20,75,30,120,14,0.3,20,25,14,False,200,10,0.01,False,100,10
339,2.396770818524793,1.9995508582157167,0.2840122935700089,0.09949730742362056,2.5622653361136773,-0.08274725879444222,10,100,20,120,10,0.27,20,20,15,False,50,10,,False,200,10
671,2.3954401424664225,1.8238031438666067,0.2420942817022107,0.08793274396518441,2.5094643633347813,-0.05701211043417942,10,50,80,250,20,0.33,20,30,14,True,50,3,0.04,True,50,10
269,2.394050104976709,1.9745017348096139,0.2781857077138046,0.09934690122160966,2.5202158760138906,-0.06308288551859087,30,200,50,250,14,0.2,30,20,14,False,200,3,0.02,True,100,20
642,2.3938408457371727,1.884195096304854,0.2567786295490433,0.09208603485019554,2.527972349230889,-0.06706575174685836,10,50,50,250,10,0.33,30,25,13,False,30,4,,False,200,20
861,2.393223191004224,2.124487838439391,0.3123976720150716,0.10828498129692586,2.564692604100539,-0.08573470654815751,25,125,20,120,14,0.33,20,20,11,True,50,3,0.01,False,50,30
24,2.393021915382178,2.020299144696548,0.28880324678630065,0.10236780736687207,2.5296297594441186,-0.06830392203097024,15,125,80,250,10,0.33,20,30,12,False,50,10,0.02,False,100,30
482,2.391751028162159,2.06258589573798,0.29847111445387964,0.10505146795426945,2.538799048703424,-0.07352401027063238,20,125,30,150,14,0.25,20,15,10,False,50,8,0.015,False,200,30
853,2.390090631469733,1.9963782910883097,0.2832769243393467,0.09978112170699366,2.5495218176084453,-0.07971559306935605,10,75,30,250,20,0.15,20,25,13,False,50,10,,False,100,20
81,2.3894607136085297,1.9135368174299179,0.26380461717126513,0.09516994494734032,2.507666744811603,-0.059103015601536635,15,150,80,150,10,0.27,30,15,11,True,50,10,0.015,True,50,30
404,2.3883049053615872,1.9712264404823394,0.2774203671961266,0.09869825967306915,2.5300595747901555,-0.07087733471428403,30,150,80,150,10,0.2,20,30,15,False,100,10,0.015,True,100,10
500,2.3875057865114115,1.9846269090275308,0.2805465452159863,0.09928636337696013,2.5402785902336733,-0.07638640186113077,30,75,50,120,20,0.35,20,30,14,False,100,6,0.02,False,200,10
461,2.3873542552811147,1.8785551552408013,0.2554201253396755,0.09288472597620687,2.4953845805837482,-0.054015162651316784,25,125,80,150,14,0.2,20,30,14,True,100,10,,True,50,10
780,2.3851008105708855,1.9680777273050818,0.276683838256196,0.09831029040862141,2.533787500431143,-0.07434334493012873,30,100,50,200,10,0.27,20,20,11,True,50,3,0.01,True,200,20
411,2.3847609986636638,2.189618103592197,0.32677326607864865,0.1117451404224523,2.586176218815471,-0.10070761007590379,30,125,30,150,20,0.27,15,30,13,False,100,6,0.015,False,50,10
751,2.382524608049078,2.211716441340035,0.3315886402954369,0.11394629595891392,2.5701913122832236,-0.09383335211707289,15,150,20,150,20,0.35,20,25,11,False,30,8,0.01,True,100,30
142,2.3822620322752903,2.023018137502675,0.2894287504020894,0.10300765019562604,2.5192655676458036,-0.06850176768525662,30,200,50,120,14,0.33,20,30,12,True,200,6,0.03,False,100,20
545,2.3816090050025265,1.8711895471173725,0.25364202464764585,0.09189848169423231,2.505749301186937,-0.062070148092205346,30,200,50,250,14,0.27,20,25,14,False,50,8,0.015,True,50,10
699,2.3809282682424295,1.9961418650204084,0.28322209324901637,0.10109667097674094,2.517229663674443,-0.06815069771600668,10,200,50,150,10,0.4,20,15,10,False,200,4,0.015,False,100,30
776,2.3805880621401254,2.060710849208162,0.2980451277292684,0.10287523707935774,2.587115640835314,-0.10326378934759417,25,125,20,250,20,0.35,20,20,10,True,50,3,0.015,True,100,10
767,2.379427008152418,2.0931971332850945,0.3053908636181122,0.10673282218046144,2.550271127544022,-0.08542205969580197,10,125,30,150,10,0.3,30,30,10,True,50,6,0.03,False,200,10
873,2.379089803734516,2.105903491258342,0.3082441701963572,0.10773101168671535,2.547902738533682,-0.08440646739958313,10,150,50,150,10,0.27,20,30,15,False,50,10,0.02,False,100,10
176,2.377906923868787,2.2117302812111075,0.3315916464364461,0.11301440264595572,2.5904689863047112,-0.10628103121796195,30,150,30,120,20,0.33,30,20,11,False,100,6,0.04,False,200,20
321,2.3776882232234433,2.099179355147233,0.3067355909437466,0.10590116826358306,2.5791856534028734,-0.10074871508971495,25,125,20,250,14,0.27,15,25,12,True,100,3,0.02,False,200,10
528,2.3758425682739253,1.873720298297987,0.25425346642707813,0.09205234519677545,2.507012364920275,-0.06558489832317493,10,200,50,200,20,0.3,20,15,12,True,50,3,,False,50,20
626,2.3756316150596435,1.9053723600132464,0.26185656223527976,0.09469045569927506,2.503592053301301,-0.06398021912082874,15,125,80,200,20,0.25,15,20,10,True,100,3,0.04,True,200,30
891,2.372499080986833,2.1408106188436253,0.31602661014865063,0.1090593035082155,2.5725731118630115,-0.10003701543808918,30,100,20,120,14,0.2,15,25,12,False,200,6,,True,100,20
12,2.3720393803230575,2.0963666045027463,0.3061036259391061,0.10774306516686936,2.5324313025075056,-0.08019596109222404,30,150,50,250,14,0.2,20,25,11,False,100,6,0.015,True,200,30
210,2.3718550007147643,2.1016872727280416,0.3072986101549289,0.10651250637030948,2.569036539234175,-0.09859076925970556,15,75,20,120,14,0.33,30,20,10,False,50,4,,False,50,30
624,2.371276038237824,1.9701894836079719,0.2771778912928462,0.09913707777755948,2.51738391159749,-0.07305393667983306,15,75,30,150,10,0.2,15,20,12,False,200,4,0.01,True,100,10
658,2.369577389202073,2.1887570736224227,0.32658501445370614,0.11383472649445497,2.5395273186679326,-0.08497496473292976,10,150,20,150,14,0.33,20,25,12,False,200,8,,True,200,10
465,2.3694462901305364,1.8936355314182587,0.25904676166383767,0.09183554766265711,2.5542472321149896,-0.09240047099222648,10,75,20,250,20,0.4,20,20,14,True,100,6,0.03,False,200,30
425,2.369420111665427,1.794593787301979,0.23488033245442685,0.0861926685754678,2.4907862220434205,-0.06068305518899686,10,100,80,200,10,0.2,15,30,12,True,200,3,0.04,True,50,20
118,2.3693103798597903,2.1347790853089093,0.31468772537255885,0.11056182253366194,2.529899325469945,-0.08029447280507729,10,150,20,120,20,0.25,20,25,12,False,50,4,0.015,True,50,30
615,2.3691453221281646,2.013056396854508,0.2871344242647518,0.10084210220535363,2.553516807068632,-0.0921857424702337,10,75,30,250,14,0.2,20,30,14,False,100,4,0.01,False,100,10
837,2.3687090361802827,1.9370566685959991,0.26938696855015554,0.09732749169563369,2.499494038199449,-0.06539250100958316,10,50,30,120,14,0.33,15,20,10,False,100,4,0.015,True,50,30
307,2.367989338383724,1.8495161263763364,0.24838384099669297,0.0901658188144853,2.505536992735126,-0.06877382717570102,25,100,50,250,10,0.2,15,15,11,False,200,8,0.04,True,100,30
459,2.367295684061104,2.094707548282287,0.30573061726878237,0.10802604067422426,2.5234339657347795,-0.0780691408368378,15,200,50,250,10,0.2,15,30,11,True,200,6,0.02,False,100,10
847,2.3671903676729285,1.8344456710601904,0.244704343255558,0.08998051894490414,2.477706942465226,-0.0552582873961488,25,125,80,200,20,0.4,20,25,13,False,200,6,0.04,True,50,10
353,2.3659397091480736,1.9140149940329423,0.2639185461728937,0.09539467041981464,2.5029275898886603,-0.06849394037029333,10,100,50,200,14,0.33,30,25,11,True,200,4,0.03,False,200,10
447,2.365352565383904,1.790580663385704,0.23388334546398504,0.08624545421205769,2.479951439769556,-0.05729943719282615,20,75,80,150,10,0.3,20,15,12,False,200,8,0.015,False,100,20
60,2.3651121156603327,1.8296472778612385,0.24352874707806604,0.08967514211209185,2.4753008601449165,-0.055094372242291856,20,75,80,150,14,0.25,20,25,12,False,100,4,0.015,True,50,10
613,2.3647811439162867,2.02752344833548,0.290464014162261,0.10330510646391287,2.5200771091041716,-0.07764798259394234,10,75,20,120,14,0.27,20,20,12,False,100,4,0.03,False,100,30
700,2.3647118899742923,1.9262209382906819,0.26682056122692965,0.09645947092100321,2.5001365380187917,-0.06771232402224958,25,75,80,200,20,0.15,15,25,11,False,50,6,0.02,True,200,20
