period,pnl_percent,maxdd_percent,sharpe
2020-2022,32.33704999999261,-17.492337440262762,0.5491609193560962
2023-2025,343.22459999999546,-14.026943590694785,2.1550718095287498
2026,156.9422999999995,-9.565031626463993,6.229182197657307
TOTAL,532.5039499999875,-17.492337440262762,2.9778049755140508
