i,pipeline.5.params.min_on_bars,pipeline.5.params.cooldown_bars,ok,sum_pnl,worst_maxdd,avg_sharpe,maxdd_violation
1,2,4,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
2,2,8,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
3,2,12,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
4,3,4,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
5,3,8,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
6,3,12,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
7,4,4,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
8,4,8,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
9,4,12,False,174.3614999999956,-29.72927482665887,0.7640864092391927,9.72927482665887
