period,pnl_percent,maxdd_percent,sharpe,scored
2020-2022,29.982999999992455,-19.391583230002418,0.49875929805108804,True
2023-2025,358.86939999999487,-14.31734211531458,2.200110459093423,True
2026,154.90349999999938,-10.90741263914663,5.8924922652768945,False
TOTAL,388.8523999999873,-19.391583230002418,1.3494348785722554,True
