variant,ok,sum_pnl,worst_maxdd,avg_sharpe
prev_canon_ref_sep0.07_nc22,True,405.0514499999849,-18.933398339833417,1.3285938502804273
new_canon_sep0.065_nc20,True,405.22009999998465,-17.202392444338464,1.4012708669450662
