variant,period,peak_ts,trough_ts,recover_ts,depth,duration_bars,time_to_trough_bars
baseline_no_shock,2023-2025,2024-04-12 07:00:00+00:00,2024-04-12 07:05:00+00:00,2024-04-12 07:10:00+00:00,-0.00014886677522851777,2,1
baseline_no_shock,2023-2025,2024-04-12 07:15:00+00:00,2024-04-12 07:35:00+00:00,2024-04-12 08:00:00+00:00,-0.005563073457287682,9,4
baseline_no_shock,2023-2025,2024-04-12 08:05:00+00:00,2024-04-12 11:35:00+00:00,2024-04-12 14:55:00+00:00,-0.010628600922247933,82,42
baseline_no_shock,2023-2025,2024-04-12 15:05:00+00:00,2024-05-09 13:20:00+00:00,2024-05-20 05:35:00+00:00,-0.170219814836158,7062,5223
baseline_no_shock,2023-2025,2024-05-20 05:50:00+00:00,2024-07-03 02:35:00+00:00,2024-07-16 19:45:00+00:00,-0.1061339080140169,11393,8733
baseline_no_shock,2023-2025,2024-07-16 19:45:00+00:00,2024-07-16 19:50:00+00:00,2024-07-16 19:55:00+00:00,-1.640644226297283e-05,2,1
baseline_no_shock,2023-2025,2024-07-16 20:10:00+00:00,2024-07-16 20:20:00+00:00,2024-07-16 20:50:00+00:00,-0.002125624595421982,8,2
baseline_no_shock,2023-2025,2024-07-16 20:50:00+00:00,2024-07-16 22:20:00+00:00,2024-07-16 22:45:00+00:00,-0.002478986197683275,11,6
baseline_no_shock,2023-2025,2024-07-16 22:45:00+00:00,2024-07-16 22:50:00+00:00,2024-07-16 23:05:00+00:00,-0.0008239288319352722,4,1
baseline_no_shock,2023-2025,2024-07-16 23:05:00+00:00,2024-07-16 23:10:00+00:00,2024-07-16 23:15:00+00:00,-0.0005086814975584497,2,1
baseline_no_shock,2023-2025,2024-07-16 23:15:00+00:00,2024-07-17 00:15:00+00:00,2024-07-17 00:45:00+00:00,-0.0035356871882658014,18,12
baseline_no_shock,2023-2025,2024-07-17 00:45:00+00:00,2024-07-17 01:00:00+00:00,2024-07-17 01:20:00+00:00,-0.004740363011533244,7,3
baseline_no_shock,2023-2025,2024-07-17 01:25:00+00:00,2024-07-17 01:30:00+00:00,2024-07-17 01:45:00+00:00,-0.002872852712136331,4,1
baseline_no_shock,2023-2025,2024-07-17 01:55:00+00:00,2024-07-17 02:00:00+00:00,2024-07-17 02:10:00+00:00,-0.0007456760357543724,3,1
baseline_no_shock,2023-2025,2024-07-17 02:10:00+00:00,2024-07-30 15:50:00+00:00,2024-07-31 20:05:00+00:00,-0.041752378043250826,2975,2648
baseline_no_shock,2023-2025,2024-07-31 20:05:00+00:00,2024-07-31 23:35:00+00:00,2024-08-01 01:15:00+00:00,-0.0067459489118575355,50,30
baseline_no_shock,2023-2025,2024-08-01 01:30:00+00:00,2024-09-10 14:30:00+00:00,2024-10-21 09:40:00+00:00,-0.11535440754650184,15788,7854
baseline_no_shock,2023-2025,2024-10-21 09:45:00+00:00,2024-10-21 10:35:00+00:00,2024-10-21 11:30:00+00:00,-0.009484845707934175,21,10
baseline_no_shock,2023-2025,2024-10-21 11:35:00+00:00,2024-10-21 11:40:00+00:00,2024-10-21 11:45:00+00:00,-7.090220694871974e-05,2,1
baseline_no_shock,2023-2025,2024-10-21 11:45:00+00:00,2024-10-21 12:05:00+00:00,2024-10-21 12:30:00+00:00,-0.005080779076395592,9,4
baseline_no_shock,2023-2025,2024-10-21 12:30:00+00:00,2024-10-21 12:40:00+00:00,2024-10-21 13:00:00+00:00,-0.0010045736398460736,6,2
baseline_no_shock,2023-2025,2024-10-21 13:00:00+00:00,2024-10-21 13:05:00+00:00,2024-10-21 13:10:00+00:00,-0.0009608911410553533,2,1
baseline_no_shock,2023-2025,2024-10-21 13:10:00+00:00,2024-10-21 13:30:00+00:00,2024-10-21 13:45:00+00:00,-0.0036800983087568184,7,4
baseline_no_shock,2023-2025,2024-10-21 13:45:00+00:00,2024-10-22 11:55:00+00:00,2024-10-23 08:40:00+00:00,-0.02687251068719554,491,254
baseline_no_shock,2023-2025,2024-10-23 08:45:00+00:00,2024-10-23 11:05:00+00:00,2024-10-24 11:50:00+00:00,-0.009633707264768643,313,28
baseline_no_shock,2023-2025,2024-10-24 11:50:00+00:00,2024-10-24 12:20:00+00:00,2024-10-24 12:40:00+00:00,-0.0032125357144543454,10,6
baseline_no_shock,2023-2025,2024-10-24 12:45:00+00:00,2024-10-24 12:50:00+00:00,2024-10-24 13:20:00+00:00,-0.002225978520188243,7,1
baseline_no_shock,2023-2025,2024-10-24 13:20:00+00:00,2024-10-24 13:25:00+00:00,2024-10-24 13:30:00+00:00,-0.0010334752012929327,2,1
baseline_no_shock,2023-2025,2024-10-24 13:30:00+00:00,2024-10-28 18:30:00+00:00,2024-10-29 21:00:00+00:00,-0.029945507265404014,918,612
baseline_no_shock,2023-2025,2024-10-29 21:00:00+00:00,2024-10-29 22:10:00+00:00,2024-10-29 22:35:00+00:00,-0.001862747711031787,7,2
baseline_no_shock,2023-2025,2024-10-29 22:40:00+00:00,2024-10-29 22:45:00+00:00,2024-10-29 22:50:00+00:00,-6.676636720359674e-05,2,1
baseline_no_shock,2023-2025,2024-10-29 22:50:00+00:00,2024-10-29 23:25:00+00:00,2024-10-29 23:55:00+00:00,-0.0014020805727799068,13,7
baseline_no_shock,2023-2025,2024-10-30 00:20:00+00:00,2024-10-30 00:30:00+00:00,2024-10-30 00:40:00+00:00,-0.0014112223080424702,4,2
baseline_no_shock,2023-2025,2024-10-30 00:40:00+00:00,2024-10-30 00:45:00+00:00,2024-10-30 01:10:00+00:00,-0.0013336035139025482,6,1
baseline_no_shock,2023-2025,2024-10-30 01:10:00+00:00,2024-10-30 01:30:00+00:00,2024-10-30 01:40:00+00:00,-0.002319110137628977,6,4
baseline_no_shock,2023-2025,2024-10-30 01:55:00+00:00,2024-10-30 02:35:00+00:00,2024-10-30 05:35:00+00:00,-0.006408210130734782,44,8
baseline_no_shock,2023-2025,2024-10-30 05:35:00+00:00,2024-10-30 05:40:00+00:00,2024-10-30 05:45:00+00:00,-0.0007831646290369365,2,1
baseline_no_shock,2023-2025,2024-10-30 05:45:00+00:00,2024-10-30 05:50:00+00:00,2024-10-30 05:55:00+00:00,-0.0004081759261431728,2,1
baseline_no_shock,2023-2025,2024-10-30 05:55:00+00:00,2024-10-30 06:05:00+00:00,2024-10-30 06:10:00+00:00,-0.0023887009402643322,3,2
baseline_no_shock,2023-2025,2024-10-30 06:25:00+00:00,2024-10-30 06:30:00+00:00,2024-10-30 06:40:00+00:00,-0.000571816218267851,3,1
baseline_no_shock,2023-2025,2024-10-30 06:50:00+00:00,2024-10-30 08:55:00+00:00,2024-11-18 13:30:00+00:00,-0.009358806432147038,3656,25
baseline_no_shock,2023-2025,2024-11-18 13:40:00+00:00,2024-11-18 13:45:00+00:00,2024-11-18 13:50:00+00:00,-0.00030376679422039476,2,1
baseline_no_shock,2023-2025,2024-11-18 13:55:00+00:00,2024-11-18 14:05:00+00:00,2024-11-18 14:10:00+00:00,-0.0009496461566932402,3,2
baseline_no_shock,2023-2025,2024-11-18 14:15:00+00:00,2024-11-18 14:25:00+00:00,2024-11-18 14:35:00+00:00,-0.0044723619379934965,4,2
baseline_no_shock,2023-2025,2024-11-18 14:40:00+00:00,2024-11-18 14:55:00+00:00,2024-11-18 15:20:00+00:00,-0.0034650769661667136,8,3
baseline_no_shock,2023-2025,2024-11-18 15:35:00+00:00,2024-11-18 15:50:00+00:00,2024-11-18 16:00:00+00:00,-0.0028420379965165,5,3
baseline_no_shock,2023-2025,2024-11-18 16:10:00+00:00,2024-11-18 16:15:00+00:00,2024-11-18 16:20:00+00:00,-0.0011891558719592243,2,1
baseline_no_shock,2023-2025,2024-11-18 16:20:00+00:00,2024-11-18 17:35:00+00:00,2024-11-19 01:15:00+00:00,-0.007376018178293586,95,15
baseline_no_shock,2023-2025,2024-11-19 01:15:00+00:00,2024-11-19 01:30:00+00:00,2024-11-19 02:10:00+00:00,-0.005190347118950611,11,3
baseline_no_shock,2023-2025,2024-11-19 02:20:00+00:00,2024-11-19 02:25:00+00:00,2024-11-19 02:30:00+00:00,-0.0007452492477638684,2,1
baseline_no_shock,2023-2025,2024-11-19 02:45:00+00:00,2024-11-19 02:55:00+00:00,2024-11-19 03:05:00+00:00,-0.0014860139123484828,4,2
baseline_no_shock,2023-2025,2024-11-19 03:15:00+00:00,2024-11-19 06:10:00+00:00,2024-11-19 06:55:00+00:00,-0.0039796124069476635,44,35
baseline_no_shock,2023-2025,2024-11-19 06:55:00+00:00,2024-11-19 15:00:00+00:00,2024-11-20 01:05:00+00:00,-0.012464453954803001,206,97
baseline_no_shock,2023-2025,2024-11-20 01:05:00+00:00,2024-11-20 01:35:00+00:00,2024-11-20 02:15:00+00:00,-0.004071673762732542,14,6
baseline_no_shock,2023-2025,2024-11-20 02:20:00+00:00,2024-11-20 18:25:00+00:00,2024-11-21 07:45:00+00:00,-0.007713304766572504,341,193
baseline_no_shock,2023-2025,2024-11-21 07:45:00+00:00,2024-11-21 07:55:00+00:00,2024-11-21 08:20:00+00:00,-0.0007594290656959268,7,2
baseline_no_shock,2023-2025,2024-11-21 08:40:00+00:00,2024-11-21 08:55:00+00:00,2024-11-21 09:05:00+00:00,-0.0017130824877199524,5,3
baseline_no_shock,2023-2025,2024-11-21 09:05:00+00:00,2024-11-21 09:50:00+00:00,2024-11-21 11:20:00+00:00,-0.003328088264004103,27,9
baseline_no_shock,2023-2025,2024-11-21 11:25:00+00:00,2024-11-21 23:20:00+00:00,2024-11-22 02:25:00+00:00,-0.0063610969753399305,168,131
baseline_no_shock,2023-2025,2024-11-22 02:45:00+00:00,2024-11-22 02:50:00+00:00,2024-11-22 02:55:00+00:00,-0.00024306874287916003,2,1
baseline_no_shock,2023-2025,2024-11-22 02:55:00+00:00,2024-11-22 03:00:00+00:00,2024-11-22 03:05:00+00:00,-0.00012761031455932326,2,1
baseline_no_shock,2023-2025,2024-11-22 03:20:00+00:00,2024-11-22 03:45:00+00:00,2024-11-22 04:50:00+00:00,-0.008575340392302566,18,5
baseline_no_shock,2023-2025,2024-11-22 04:50:00+00:00,2024-11-22 05:50:00+00:00,2024-11-22 06:55:00+00:00,-0.007822768155730131,25,12
baseline_no_shock,2023-2025,2024-11-22 07:00:00+00:00,2024-11-22 07:15:00+00:00,2024-11-22 07:35:00+00:00,-0.0023091465178411985,7,3
baseline_no_shock,2023-2025,2024-11-22 07:40:00+00:00,2024-11-22 07:45:00+00:00,2024-11-22 07:50:00+00:00,-0.000963060343117772,2,1
baseline_no_shock,2023-2025,2024-11-22 07:55:00+00:00,2024-11-22 08:05:00+00:00,2024-11-22 08:20:00+00:00,-0.0031193803776251583,5,2
baseline_no_shock,2023-2025,2024-11-22 08:20:00+00:00,2024-11-22 08:30:00+00:00,2024-11-22 08:40:00+00:00,-0.002413518974393569,4,2
baseline_no_shock,2023-2025,2024-11-22 08:40:00+00:00,2024-11-22 08:45:00+00:00,2024-11-22 08:50:00+00:00,-0.000676658677956743,2,1
baseline_no_shock,2023-2025,2024-11-22 08:50:00+00:00,2024-11-22 09:25:00+00:00,2024-11-22 09:35:00+00:00,-0.005490715711255922,9,7
baseline_no_shock,2023-2025,2024-11-22 09:45:00+00:00,2024-11-22 10:00:00+00:00,2024-11-22 10:10:00+00:00,-0.0016237742196073546,5,3
baseline_no_shock,2023-2025,2024-11-22 10:15:00+00:00,2024-11-22 10:20:00+00:00,2024-11-22 10:25:00+00:00,-0.0010363435424867173,2,1
baseline_no_shock,2023-2025,2024-11-22 10:25:00+00:00,2024-11-22 10:30:00+00:00,2024-11-22 11:05:00+00:00,-0.0019854463545075918,8,1
baseline_no_shock,2023-2025,2024-11-22 11:05:00+00:00,2024-12-09 08:35:00+00:00,2025-01-02 15:40:00+00:00,-0.05714154858715503,7410,2949
baseline_no_shock,2023-2025,2025-01-02 15:40:00+00:00,2025-01-02 15:45:00+00:00,2025-01-02 15:50:00+00:00,-0.0006872683801875112,2,1
baseline_no_shock,2023-2025,2025-01-02 15:55:00+00:00,2025-01-02 16:05:00+00:00,2025-01-02 16:20:00+00:00,-0.004306842518210785,5,2
baseline_no_shock,2023-2025,2025-01-02 16:25:00+00:00,2025-01-02 16:35:00+00:00,2025-01-02 16:40:00+00:00,-0.0016501654585538983,3,2
baseline_no_shock,2023-2025,2025-01-02 16:40:00+00:00,2025-01-02 16:45:00+00:00,2025-01-02 16:50:00+00:00,-0.0003556623018581284,2,1
baseline_no_shock,2023-2025,2025-01-02 16:55:00+00:00,2025-01-02 17:00:00+00:00,2025-01-02 17:05:00+00:00,-0.0006947341025466125,2,1
baseline_no_shock,2023-2025,2025-01-02 17:05:00+00:00,2025-01-02 17:50:00+00:00,2025-01-03 00:05:00+00:00,-0.007731718503049989,72,9
baseline_no_shock,2023-2025,2025-01-03 00:10:00+00:00,2025-01-03 00:45:00+00:00,2025-01-03 01:00:00+00:00,-0.0018479684227524773,10,7
baseline_no_shock,2023-2025,2025-01-03 01:00:00+00:00,2025-01-03 01:10:00+00:00,2025-01-03 01:15:00+00:00,-0.000710118629855927,3,2
baseline_no_shock,2023-2025,2025-01-03 01:15:00+00:00,2025-01-03 02:05:00+00:00,2025-01-03 02:20:00+00:00,-0.004395465937808485,13,10
baseline_no_shock,2023-2025,2025-01-03 02:20:00+00:00,2025-01-03 02:30:00+00:00,2025-01-03 02:55:00+00:00,-0.0025746286270221796,7,2
baseline_no_shock,2023-2025,2025-01-03 03:00:00+00:00,2025-01-03 03:05:00+00:00,2025-01-03 03:10:00+00:00,-0.0011282161421244385,2,1
baseline_no_shock,2023-2025,2025-01-03 03:25:00+00:00,2025-01-07 07:55:00+00:00,2025-01-07 12:50:00+00:00,-0.013120870818781993,665,606
baseline_no_shock,2023-2025,2025-01-07 13:30:00+00:00,2025-01-07 13:35:00+00:00,2025-01-07 13:45:00+00:00,-0.0016712301880167368,3,1
baseline_no_shock,2023-2025,2025-01-07 13:45:00+00:00,2025-01-07 13:50:00+00:00,2025-01-07 13:55:00+00:00,-0.000705140929592063,2,1
baseline_no_shock,2023-2025,2025-01-07 13:55:00+00:00,2025-01-15 05:20:00+00:00,2025-01-21 02:10:00+00:00,-0.03173846022656368,2588,1553
baseline_no_shock,2023-2025,2025-01-21 02:10:00+00:00,2025-01-21 02:15:00+00:00,2025-01-21 02:25:00+00:00,-0.0006503879118062716,3,1
baseline_no_shock,2023-2025,2025-01-21 02:45:00+00:00,2025-01-21 03:10:00+00:00,2025-01-21 03:25:00+00:00,-0.003908066687295486,8,5
baseline_no_shock,2023-2025,2025-01-21 03:25:00+00:00,2025-01-21 03:45:00+00:00,2025-01-21 04:30:00+00:00,-0.0032412550703329046,13,4
baseline_no_shock,2023-2025,2025-01-21 04:30:00+00:00,2025-01-21 04:45:00+00:00,2025-01-21 04:55:00+00:00,-0.0017205830482424078,5,3
baseline_no_shock,2023-2025,2025-01-21 04:55:00+00:00,2025-01-21 05:00:00+00:00,2025-01-21 05:05:00+00:00,-0.0003823803908664658,2,1
baseline_no_shock,2023-2025,2025-01-21 05:05:00+00:00,2025-01-21 06:40:00+00:00,2025-01-21 07:40:00+00:00,-0.004875296218471936,31,19
baseline_no_shock,2023-2025,2025-01-21 07:45:00+00:00,2025-01-21 09:15:00+00:00,2025-01-21 15:50:00+00:00,-0.013198892102429749,97,18
baseline_no_shock,2023-2025,2025-01-21 15:55:00+00:00,2025-01-21 16:00:00+00:00,2025-01-21 16:15:00+00:00,-0.0010363491698713867,4,1
baseline_no_shock,2023-2025,2025-01-21 16:25:00+00:00,2025-01-21 16:40:00+00:00,2025-01-21 17:05:00+00:00,-0.0034242889102443774,8,3
baseline_no_shock,2023-2025,2025-01-21 17:10:00+00:00,2025-01-21 17:20:00+00:00,2025-01-21 17:25:00+00:00,-0.002911197645677821,3,2
baseline_no_shock,2023-2025,2025-01-21 17:25:00+00:00,2025-01-21 18:00:00+00:00,2025-01-21 18:40:00+00:00,-0.005009969685044191,15,7
baseline_no_shock,2023-2025,2025-01-21 18:45:00+00:00,2025-01-21 20:25:00+00:00,2025-01-22 00:50:00+00:00,-0.0050307251422117005,61,20
baseline_no_shock,2023-2025,2025-01-22 01:10:00+00:00,2025-01-22 01:15:00+00:00,2025-01-22 01:20:00+00:00,-0.000369968524414066,2,1
baseline_no_shock,2023-2025,2025-01-22 01:20:00+00:00,2025-01-22 02:45:00+00:00,2025-01-22 03:30:00+00:00,-0.0023369388104673705,26,17
baseline_no_shock,2023-2025,2025-01-22 03:40:00+00:00,2025-01-22 03:50:00+00:00,2025-01-22 04:15:00+00:00,-0.0020518244694943677,7,2
baseline_no_shock,2023-2025,2025-01-22 04:20:00+00:00,2025-01-22 04:25:00+00:00,2025-01-22 04:30:00+00:00,-0.00016409486426649522,2,1
baseline_no_shock,2023-2025,2025-01-22 04:30:00+00:00,2025-01-22 04:40:00+00:00,2025-01-22 04:45:00+00:00,-0.0007905395522106451,3,2
baseline_no_shock,2023-2025,2025-01-22 04:50:00+00:00,2025-01-22 05:10:00+00:00,2025-01-22 05:30:00+00:00,-0.001805429751915999,8,4
baseline_no_shock,2023-2025,2025-01-22 05:30:00+00:00,2025-01-22 05:35:00+00:00,2025-01-22 05:40:00+00:00,-5.6241488681330054e-05,2,1
baseline_no_shock,2023-2025,2025-01-22 06:00:00+00:00,2025-01-23 21:20:00+00:00,2025-01-24 02:50:00+00:00,-0.015862741469641506,514,460
baseline_no_shock,2023-2025,2025-01-24 02:50:00+00:00,2025-01-24 03:00:00+00:00,2025-01-24 03:05:00+00:00,-0.0003963472031982551,3,2
baseline_no_shock,2023-2025,2025-01-24 03:05:00+00:00,2025-01-24 04:25:00+00:00,2025-01-24 06:15:00+00:00,-0.006706190265153844,38,16
baseline_no_shock,2023-2025,2025-01-24 06:15:00+00:00,2025-01-24 08:35:00+00:00,2025-01-24 11:35:00+00:00,-0.007444992688993901,64,28
baseline_no_shock,2023-2025,2025-01-24 11:35:00+00:00,2025-01-24 12:05:00+00:00,2025-01-24 13:05:00+00:00,-0.002786369322291371,18,6
baseline_no_shock,2023-2025,2025-01-24 13:20:00+00:00,2025-01-24 13:35:00+00:00,2025-01-24 13:45:00+00:00,-0.0018366478351398152,5,3
baseline_no_shock,2023-2025,2025-01-24 13:45:00+00:00,2025-01-24 14:30:00+00:00,2025-01-24 15:25:00+00:00,-0.009706676526138325,20,9
baseline_no_shock,2023-2025,2025-01-24 15:30:00+00:00,2025-01-28 18:30:00+00:00,2025-01-30 09:00:00+00:00,-0.013575887034204981,1026,588
baseline_no_shock,2023-2025,2025-01-30 09:00:00+00:00,2025-01-30 09:25:00+00:00,2025-01-30 10:15:00+00:00,-0.004246661156895981,15,5
baseline_no_shock,2023-2025,2025-01-30 10:25:00+00:00,2025-01-30 10:30:00+00:00,2025-01-30 10:35:00+00:00,-0.00021917522407155499,2,1
baseline_no_shock,2023-2025,2025-01-30 10:40:00+00:00,2025-01-30 11:05:00+00:00,2025-01-30 11:25:00+00:00,-0.0015790094998723303,9,5
baseline_no_shock,2023-2025,2025-01-30 11:25:00+00:00,2025-01-30 11:35:00+00:00,2025-01-30 11:40:00+00:00,-0.0005263109088968765,3,2
baseline_no_shock,2023-2025,2025-01-30 11:40:00+00:00,2025-01-30 12:05:00+00:00,2025-01-30 12:40:00+00:00,-0.002290280814989054,12,5
baseline_no_shock,2023-2025,2025-01-30 12:50:00+00:00,2025-01-30 12:55:00+00:00,2025-01-30 13:05:00+00:00,-0.0006204720240922112,3,1
baseline_no_shock,2023-2025,2025-01-30 13:05:00+00:00,2025-01-30 13:35:00+00:00,2025-01-30 13:40:00+00:00,-0.0020834910316204214,7,6
baseline_no_shock,2023-2025,2025-01-30 14:00:00+00:00,2025-01-30 14:15:00+00:00,2025-01-30 14:25:00+00:00,-0.0018584607633530537,5,3
baseline_no_shock,2023-2025,2025-01-30 14:30:00+00:00,2025-01-30 14:35:00+00:00,2025-01-30 14:55:00+00:00,-0.005012510141257809,5,1
baseline_no_shock,2023-2025,2025-01-30 14:55:00+00:00,2025-01-30 15:00:00+00:00,2025-01-30 15:05:00+00:00,-0.0003263009761461655,2,1
baseline_no_shock,2023-2025,2025-01-30 15:05:00+00:00,2025-01-30 15:10:00+00:00,2025-01-30 15:15:00+00:00,-0.0013400245224486351,2,1
baseline_no_shock,2023-2025,2025-01-30 15:15:00+00:00,2025-01-30 15:20:00+00:00,2025-01-30 15:25:00+00:00,-0.0009320826568912643,2,1
baseline_no_shock,2023-2025,2025-01-30 15:25:00+00:00,2025-01-30 15:35:00+00:00,2025-01-30 15:40:00+00:00,-0.0005354039585686587,3,2
baseline_no_shock,2023-2025,2025-01-30 16:10:00+00:00,2025-01-30 17:05:00+00:00,2025-01-30 21:05:00+00:00,-0.006933505452449307,59,11
baseline_no_shock,2023-2025,2025-01-30 21:05:00+00:00,2025-01-30 21:30:00+00:00,2025-01-31 00:20:00+00:00,-0.005722652786294691,27,5
baseline_no_shock,2023-2025,2025-01-31 00:20:00+00:00,2025-01-31 18:35:00+00:00,2025-02-03 14:15:00+00:00,-0.010291146580626243,443,219
baseline_no_shock,2023-2025,2025-02-03 14:20:00+00:00,2025-02-03 14:25:00+00:00,2025-02-03 14:35:00+00:00,-0.0005059504438731377,3,1
baseline_no_shock,2023-2025,2025-02-03 15:00:00+00:00,2025-02-05 01:45:00+00:00,2025-02-05 05:50:00+00:00,-0.018084009145991176,442,393
baseline_no_shock,2023-2025,2025-02-05 05:50:00+00:00,2025-02-05 06:10:00+00:00,2025-02-05 06:25:00+00:00,-0.0024169870273546,7,4
baseline_no_shock,2023-2025,2025-02-05 06:25:00+00:00,2025-02-05 06:50:00+00:00,2025-02-05 06:55:00+00:00,-0.0010903533878752203,6,5
baseline_no_shock,2023-2025,2025-02-05 06:55:00+00:00,2025-02-05 07:10:00+00:00,2025-02-05 08:00:00+00:00,-0.006241551416226621,13,3
baseline_no_shock,2023-2025,2025-02-05 08:05:00+00:00,2025-02-05 08:10:00+00:00,2025-02-05 08:25:00+00:00,-0.0013649892278795317,4,1
baseline_no_shock,2023-2025,2025-02-05 08:25:00+00:00,2025-02-05 08:35:00+00:00,2025-02-05 08:40:00+00:00,-0.0006869872366900287,3,2
baseline_no_shock,2023-2025,2025-02-05 08:45:00+00:00,2025-02-05 09:20:00+00:00,2025-02-05 09:25:00+00:00,-0.0038021293935046607,8,7
baseline_no_shock,2023-2025,2025-02-05 09:25:00+00:00,2025-02-05 09:30:00+00:00,2025-02-05 09:35:00+00:00,-0.0009900220602744314,2,1
baseline_no_shock,2023-2025,2025-02-05 09:35:00+00:00,2025-02-05 09:40:00+00:00,2025-02-05 09:45:00+00:00,-0.0006537918612719018,2,1
baseline_no_shock,2023-2025,2025-02-05 09:45:00+00:00,2025-02-05 09:50:00+00:00,2025-02-05 10:05:00+00:00,-0.001491408269429062,4,1
baseline_no_shock,2023-2025,2025-02-05 10:05:00+00:00,2025-02-05 10:15:00+00:00,2025-02-05 10:20:00+00:00,-0.0008603784948396642,3,2
baseline_no_shock,2023-2025,2025-02-05 10:35:00+00:00,2025-03-13 13:00:00+00:00,2025-03-18 12:05:00+00:00,-0.06766411640504277,8004,7187
baseline_no_shock,2023-2025,2025-03-18 12:10:00+00:00,2025-03-18 12:15:00+00:00,2025-03-18 12:20:00+00:00,-0.0004634638013182313,2,1
baseline_no_shock,2023-2025,2025-03-18 12:20:00+00:00,2025-03-18 12:25:00+00:00,2025-03-18 12:40:00+00:00,-0.002466462630126509,4,1
baseline_no_shock,2023-2025,2025-03-18 12:55:00+00:00,2025-03-18 13:00:00+00:00,2025-03-18 13:20:00+00:00,-0.0007840708913444683,5,1
baseline_no_shock,2023-2025,2025-03-18 13:25:00+00:00,2025-03-18 14:15:00+00:00,2025-03-18 19:20:00+00:00,-0.01089704811126857,71,10
baseline_no_shock,2023-2025,2025-03-18 19:20:00+00:00,2025-03-27 06:45:00+00:00,2025-03-28 01:15:00+00:00,-0.032074020594516695,1991,1781
baseline_no_shock,2023-2025,2025-03-28 01:15:00+00:00,2025-03-28 01:20:00+00:00,2025-03-28 01:35:00+00:00,-0.0004789647579426237,4,1
baseline_no_shock,2023-2025,2025-03-28 02:10:00+00:00,2025-03-28 03:20:00+00:00,2025-03-28 05:35:00+00:00,-0.006127808374857935,41,14
baseline_no_shock,2023-2025,2025-03-28 05:35:00+00:00,2025-03-28 05:40:00+00:00,2025-03-28 05:45:00+00:00,-0.0005916086141011245,2,1
baseline_no_shock,2023-2025,2025-03-28 05:45:00+00:00,2025-03-28 05:50:00+00:00,2025-03-28 05:55:00+00:00,-0.00041127680955388435,2,1
baseline_no_shock,2023-2025,2025-03-28 05:55:00+00:00,2025-03-28 06:00:00+00:00,2025-03-28 06:05:00+00:00,-0.0016760455927191664,2,1
baseline_no_shock,2023-2025,2025-03-28 06:10:00+00:00,2025-03-28 06:20:00+00:00,2025-03-28 06:30:00+00:00,-0.001420901413355491,4,2
baseline_no_shock,2023-2025,2025-03-28 06:30:00+00:00,2025-03-28 06:35:00+00:00,2025-03-28 06:45:00+00:00,-0.0004501587273592067,3,1
baseline_no_shock,2023-2025,2025-03-28 07:00:00+00:00,2025-03-28 15:00:00+00:00,2025-03-31 02:10:00+00:00,-0.017453303388259678,218,96
baseline_no_shock,2023-2025,2025-03-31 02:20:00+00:00,2025-03-31 02:25:00+00:00,2025-03-31 02:35:00+00:00,-0.0013360710324427094,3,1
baseline_no_shock,2023-2025,2025-03-31 02:35:00+00:00,2025-03-31 02:50:00+00:00,2025-03-31 03:00:00+00:00,-0.0036351288173265273,5,3
baseline_no_shock,2023-2025,2025-03-31 03:10:00+00:00,2025-03-31 04:05:00+00:00,2025-03-31 04:25:00+00:00,-0.002691611585862952,15,11
baseline_no_shock,2023-2025,2025-03-31 04:40:00+00:00,2025-03-31 04:45:00+00:00,2025-03-31 04:50:00+00:00,-0.0005169136377830563,2,1
baseline_no_shock,2023-2025,2025-03-31 04:55:00+00:00,2025-03-31 05:05:00+00:00,2025-03-31 05:55:00+00:00,-0.004877832104991375,12,2
baseline_no_shock,2023-2025,2025-03-31 05:55:00+00:00,2025-03-31 06:00:00+00:00,2025-03-31 06:10:00+00:00,-0.0027129590126587777,3,1
baseline_no_shock,2023-2025,2025-03-31 06:15:00+00:00,2025-03-31 06:50:00+00:00,2025-03-31 07:25:00+00:00,-0.008573855693574717,14,7
baseline_no_shock,2023-2025,2025-03-31 07:25:00+00:00,2025-03-31 07:40:00+00:00,2025-03-31 08:05:00+00:00,-0.005250754770630639,8,3
baseline_no_shock,2023-2025,2025-03-31 08:10:00+00:00,2025-03-31 10:10:00+00:00,2025-04-01 02:30:00+00:00,-0.012633860502098915,208,24
baseline_no_shock,2023-2025,2025-04-01 02:35:00+00:00,2025-04-01 02:40:00+00:00,2025-04-01 02:45:00+00:00,-0.00029486978347770254,2,1
baseline_no_shock,2023-2025,2025-04-01 03:00:00+00:00,2025-04-01 03:05:00+00:00,2025-04-01 03:35:00+00:00,-0.0006661931591427361,7,1
baseline_no_shock,2023-2025,2025-04-01 03:35:00+00:00,2025-04-01 03:40:00+00:00,2025-04-01 03:50:00+00:00,-0.000635574262817129,3,1
baseline_no_shock,2023-2025,2025-04-01 03:55:00+00:00,2025-04-01 05:10:00+00:00,2025-04-01 05:35:00+00:00,-0.002064732857493534,20,15
baseline_no_shock,2023-2025,2025-04-01 05:35:00+00:00,2025-04-02 22:30:00+00:00,2025-04-02 23:15:00+00:00,-0.01739340928606614,476,467
baseline_no_shock,2023-2025,2025-04-02 23:20:00+00:00,2025-04-02 23:25:00+00:00,2025-04-02 23:30:00+00:00,-0.0011878193385058688,2,1
baseline_no_shock,2023-2025,2025-04-02 23:30:00+00:00,2025-04-02 23:35:00+00:00,2025-04-02 23:40:00+00:00,-0.0016158350039987557,2,1
