seg_id,entry_ts,exit_ts,size,duration_bars,ret_end,mae,mfe,variant,period
53,2023-02-09 14:20:00+00:00,2023-02-09 15:40:00+00:00,2.0,17,-0.026163148709414497,-0.026163148709414497,0.0,baseline_no_shock,2023-2025
83,2023-03-16 00:20:00+00:00,2023-03-16 01:45:00+00:00,2.0,18,-0.025701239518114205,-0.025701239518114205,0.0,baseline_no_shock,2023-2025
743,2024-08-15 06:50:00+00:00,2024-08-15 13:20:00+00:00,2.0,79,-0.015252843436058927,-0.025437826497520688,0.015542259520634483,baseline_no_shock,2023-2025
139,2023-04-26 13:50:00+00:00,2023-04-26 16:05:00+00:00,2.0,28,-0.024642834630487,-0.024642834630487,0.0,baseline_no_shock,2023-2025
473,2024-01-30 14:30:00+00:00,2024-01-30 17:00:00+00:00,2.0,31,-0.016955528764266536,-0.02434395078038698,0.0,baseline_no_shock,2023-2025
553,2024-03-26 11:20:00+00:00,2024-03-26 14:30:00+00:00,2.0,39,-0.021532000396566775,-0.02365513580800982,0.0,baseline_no_shock,2023-2025
169,2023-05-24 11:50:00+00:00,2023-05-24 14:35:00+00:00,2.0,34,-0.018519731153276764,-0.022969167921743416,0.0032992993396365744,baseline_no_shock,2023-2025
775,2024-08-29 10:00:00+00:00,2024-08-29 13:00:00+00:00,2.0,37,-0.017477580275338522,-0.022565371163769443,0.0008142242372282116,baseline_no_shock,2023-2025
591,2024-04-16 03:50:00+00:00,2024-04-16 06:50:00+00:00,2.0,37,-0.018482209131671645,-0.02252174977743371,0.001811721038759595,baseline_no_shock,2023-2025
85,2023-03-16 12:05:00+00:00,2023-03-16 15:50:00+00:00,2.0,46,-0.019202926796672015,-0.02249761483147894,0.0074821901229891186,baseline_no_shock,2023-2025
469,2024-01-29 14:00:00+00:00,2024-01-29 16:10:00+00:00,2.0,27,-0.01631840912311544,-0.02230085185893993,0.0,baseline_no_shock,2023-2025
1471,2025-12-28 23:15:00+00:00,2025-12-29 00:45:00+00:00,2.0,19,-0.020360704600805746,-0.021516167254995167,0.0030846705757183734,baseline_no_shock,2023-2025
637,2024-05-31 13:50:00+00:00,2024-05-31 14:15:00+00:00,2.0,6,-0.021473341192240758,-0.021473341192240758,0.0,baseline_no_shock,2023-2025
415,2023-12-15 09:20:00+00:00,2023-12-15 13:50:00+00:00,2.0,55,-0.019121016959046555,-0.021249529271315848,0.0009610339871448659,baseline_no_shock,2023-2025
669,2024-06-21 09:15:00+00:00,2024-06-21 13:40:00+00:00,2.0,54,-0.020626501873193814,-0.020626501873193814,0.001660275922045873,baseline_no_shock,2023-2025
575,2024-04-08 02:50:00+00:00,2024-04-08 07:35:00+00:00,2.0,58,-0.01431908304307683,-0.020178278401481453,0.0003510057126172583,baseline_no_shock,2023-2025
1389,2025-10-17 04:40:00+00:00,2025-10-17 08:10:00+00:00,2.0,43,-0.02011443053025741,-0.02011443053025741,0.007301725835610284,baseline_no_shock,2023-2025
147,2023-05-03 18:05:00+00:00,2023-05-03 18:45:00+00:00,2.0,9,-0.01341264595725955,-0.019656941428256913,0.0,baseline_no_shock,2023-2025
1377,2025-10-12 23:05:00+00:00,2025-10-14 06:45:00+00:00,2.0,369,0.028042629832616628,-0.014052060233557095,0.07481930962550365,baseline_no_shock,2023-2025
1093,2025-03-17 16:10:00+00:00,2025-03-18 23:10:00+00:00,2.0,349,0.036936916850162316,-0.003054350832841113,0.04016130775022542,baseline_no_shock,2023-2025
949,2025-01-02 00:45:00+00:00,2025-01-03 06:35:00+00:00,2.0,347,0.034543627970051505,-0.0017189550105217721,0.041951808877463526,baseline_no_shock,2023-2025
1147,2025-04-15 22:20:00+00:00,2025-04-17 02:05:00+00:00,2.0,322,0.08022451466584424,0.0,0.10266854808370884,baseline_no_shock,2023-2025
1363,2025-10-03 09:05:00+00:00,2025-10-06 12:40:00+00:00,2.0,320,0.0416386865443954,-0.002512156788801234,0.05247382865397077,baseline_no_shock,2023-2025
621,2024-05-09 13:05:00+00:00,2024-05-10 13:20:00+00:00,2.0,280,0.06204435832639876,-0.015862827366730836,0.07652720719105144,baseline_no_shock,2023-2025
631,2024-05-17 10:50:00+00:00,2024-05-20 11:00:00+00:00,2.0,279,0.06553509374079214,0.0,0.08346247487542668,baseline_no_shock,2023-2025
335,2023-10-19 13:20:00+00:00,2023-10-20 12:40:00+00:00,2.0,269,0.04016123521070192,-0.0036670909560082565,0.05161941482792609,baseline_no_shock,2023-2025
997,2025-01-30 07:05:00+00:00,2025-01-31 05:40:00+00:00,2.0,260,0.02996926170997849,-0.0005720758459885067,0.03251746113044085,baseline_no_shock,2023-2025
561,2024-03-28 10:35:00+00:00,2024-04-01 08:45:00+00:00,2.0,255,0.07174145609369598,-0.004718967583395517,0.08399177906173638,baseline_no_shock,2023-2025
77,2023-03-10 12:05:00+00:00,2023-03-13 06:50:00+00:00,2.0,226,0.08580965975427302,-0.00021421450282876897,0.12110023005216308,baseline_no_shock,2023-2025
87,2023-03-17 04:05:00+00:00,2023-03-20 00:40:00+00:00,2.0,236,0.0895666664466157,0.0,0.11548897026578664,baseline_no_shock,2023-2025
403,2023-12-01 16:50:00+00:00,2023-12-04 03:25:00+00:00,2.0,116,0.0368666904652033,-0.002472000441144373,0.11529230117338396,baseline_no_shock,2023-2025
319,2023-10-13 06:35:00+00:00,2023-10-15 23:05:00+00:00,2.0,187,0.0867158606755396,0.0,0.10038476742653835,baseline_no_shock,2023-2025
1387,2025-10-16 09:10:00+00:00,2025-10-17 02:45:00+00:00,2.0,200,0.058651794497448284,-0.0049110680604459445,0.07678373061372934,baseline_no_shock,2023-2025
61,2026-01-26 16:25:00+00:00,2026-01-26 19:15:00+00:00,2.0,35,-0.043182134860536014,-0.06173279472850535,0.010691190266586048,baseline_no_shock,2026
67,2026-01-28 15:05:00+00:00,2026-01-28 16:00:00+00:00,2.0,12,-0.01763927094045159,-0.058653560284752326,0.0,baseline_no_shock,2026
33,2026-01-14 12:20:00+00:00,2026-01-14 14:50:00+00:00,2.0,31,-0.050384738134588436,-0.050384738134588436,0.004765438154575419,baseline_no_shock,2026
27,2026-01-13 17:20:00+00:00,2026-01-13 18:20:00+00:00,2.0,13,-0.041278515514289515,-0.041278515514289515,0.003167862499561691,baseline_no_shock,2026
5,2026-01-05 23:05:00+00:00,2026-01-06 01:05:00+00:00,2.0,25,-0.039890107725940815,-0.039890107725940815,0.006009610650490549,baseline_no_shock,2026
25,2026-01-12 13:20:00+00:00,2026-01-12 19:25:00+00:00,2.0,74,0.010701615566951928,-0.03796545922911487,0.035129402581669966,baseline_no_shock,2026
47,2026-01-21 10:05:00+00:00,2026-01-21 15:10:00+00:00,2.0,62,-0.0029668027935971786,-0.033881972373877245,0.02022538405765717,baseline_no_shock,2026
63,2026-01-27 07:35:00+00:00,2026-01-27 12:25:00+00:00,2.0,59,-0.027533240889309418,-0.03324261315486188,0.0033787347948324165,baseline_no_shock,2026
29,2026-01-14 05:05:00+00:00,2026-01-14 10:15:00+00:00,2.0,63,-0.012278215575359352,-0.03304425096261954,0.001628966658817177,baseline_no_shock,2026
9,2026-01-06 08:35:00+00:00,2026-01-06 09:30:00+00:00,2.0,12,-0.021108510621066112,-0.026149772029705365,0.002186571213384836,baseline_no_shock,2026
77,2026-02-10 15:30:00+00:00,2026-02-10 15:55:00+00:00,2.0,6,-0.004097509827986512,-0.019019144952526768,0.0001557988527742804,baseline_no_shock,2026
53,2026-01-22 14:55:00+00:00,2026-01-23 08:15:00+00:00,2.0,197,0.1510480983437683,-0.016744596615554164,0.18937210283650563,baseline_no_shock,2026
15,2026-01-09 06:40:00+00:00,2026-01-09 09:00:00+00:00,2.0,29,-0.012897975239659853,-0.01671829670059488,0.0012142340340777213,baseline_no_shock,2026
79,2026-02-12 03:05:00+00:00,2026-02-12 07:55:00+00:00,2.0,59,-0.007065551413622639,-0.014496637006853774,0.006978987883466292,baseline_no_shock,2026
55,2026-01-23 18:20:00+00:00,2026-01-26 06:25:00+00:00,1.0,134,0.06296375474240778,-0.014355763142085642,0.07346335153624262,baseline_no_shock,2026
57,2026-01-26 07:40:00+00:00,2026-01-26 12:15:00+00:00,2.0,56,-0.00015251681338868117,-0.014311160989756933,0.009625717385074228,baseline_no_shock,2026
3,2026-01-05 15:40:00+00:00,2026-01-05 20:45:00+00:00,2.0,62,-0.0037099843240089303,-0.012629524100601919,0.025347780220647875,baseline_no_shock,2026
81,2026-02-12 09:25:00+00:00,2026-02-12 12:20:00+00:00,2.0,36,-0.008216290692364403,-0.011660812559548539,0.003997541433015561,baseline_no_shock,2026
69,2026-01-28 16:10:00+00:00,2026-01-29 08:55:00+00:00,2.0,190,0.26557730976090466,-0.011423312437686128,0.3526078424701553,baseline_no_shock,2026
39,2026-01-19 06:20:00+00:00,2026-01-19 09:45:00+00:00,2.0,42,-0.0001921622064531281,-0.01106638800153592,0.015010203005004108,baseline_no_shock,2026
31,2026-01-14 10:50:00+00:00,2026-01-14 11:50:00+00:00,2.0,13,-0.007524663807824683,-0.010403819208469667,0.0031529401166585647,baseline_no_shock,2026
83,2026-02-13 19:05:00+00:00,2026-02-13 22:00:00+00:00,2.0,36,0.007567128461061667,-0.0077784025918425925,0.009875567924034323,baseline_no_shock,2026
43,2026-01-19 13:35:00+00:00,2026-01-20 00:20:00+00:00,1.0,88,-0.0049157526999633605,-0.007623453343182485,0.007194222017100627,baseline_no_shock,2026
65,2026-01-27 17:05:00+00:00,2026-01-28 11:30:00+00:00,2.0,210,0.24810642315111808,-0.007211944279431393,0.3129531746328862,baseline_no_shock,2026
51,2026-01-22 12:50:00+00:00,2026-01-22 13:10:00+00:00,1.0,5,-0.00556402817041135,-0.0065946907702229,0.0,baseline_no_shock,2026
45,2026-01-20 03:35:00+00:00,2026-01-21 09:00:00+00:00,1.0,342,0.16171393477871532,0.0,0.18806317536483874,baseline_no_shock,2026
73,2026-02-06 16:50:00+00:00,2026-02-09 08:50:00+00:00,2.0,181,0.06787757161831776,-0.0037060801143589117,0.08209681777136879,baseline_no_shock,2026
11,2026-01-06 13:25:00+00:00,2026-01-07 01:45:00+00:00,2.0,137,0.018185183423533147,-0.0033088410163939486,0.082796508345516,baseline_no_shock,2026
71,2026-02-04 00:05:00+00:00,2026-02-04 10:10:00+00:00,2.0,122,0.08777294713163486,0.0,0.1209475505240003,baseline_no_shock,2026
1,2026-01-05 04:05:00+00:00,2026-01-05 12:40:00+00:00,2.0,104,0.024900000000001477,-0.005399999999999627,0.07137000000000082,baseline_no_shock,2026
75,2026-02-09 14:00:00+00:00,2026-02-09 23:25:00+00:00,2.0,102,0.005685398232357919,0.0,0.0586412726769856,baseline_no_shock,2026
21,2026-01-09 21:35:00+00:00,2026-01-12 06:00:00+00:00,2.0,90,0.14521532399879744,-0.0007275216973393617,0.18169405918737858,baseline_no_shock,2026
